step,vx_168_75,vy_168_75,pressure_168_75,Cd,Cl,energy
0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9600000000e+02
1,1.9739248753e+00,6.5000000177e-04,5.5225425000e+05,1.0447081757e+02,-4.4531249441e-03,6.6924687500e+04
2,2.0068655014e+00,-1.8233852461e-04,9.8835214844e+03,2.9318637848e+00,-1.4709472889e-03,6.8559750000e+04
3,2.0067851543e+00,-2.0907275029e-04,-2.3251920700e+01,1.3365615606e+00,1.9616775215e-02,6.8556265625e+04
4,2.0064036846e+00,-2.0337547176e-04,-1.0936575317e+02,1.0997353792e+00,2.9501648620e-02,6.8536546875e+04
5,2.0058596134e+00,-1.6420311294e-04,-1.6087507629e+02,9.6606928110e-01,-1.0335083120e-02,6.8508335938e+04
6,2.0051496029e+00,-1.5977960720e-04,-1.9977116394e+02,9.6827042103e-01,-3.1361237168e-02,6.8478718750e+04
7,2.0042757988e+00,-1.4204131730e-04,-2.3870985413e+02,9.1607850790e-01,-1.4763336629e-02,6.8442906250e+04
8,2.0033876896e+00,-1.1475353676e-04,-2.6636145020e+02,8.6853057146e-01,-5.4505919106e-03,6.8401710938e+04
9,2.0023953915e+00,-7.5860494690e-05,-2.8749148560e+02,9.7641509771e-01,-7.4182129465e-03,6.8356398438e+04
10,2.0015091896e+00,3.8294128899e-06,-2.9080691528e+02,9.0891176462e-01,-4.3992158026e-02,6.8312015625e+04
11,2.0006227493e+00,3.2205301977e-05,-2.8928390503e+02,9.4815123081e-01,1.4157104306e-03,6.8265953125e+04
12,1.9996404648e+00,3.2268122595e-05,-2.9051556396e+02,9.2256146669e-01,2.1214294247e-03,6.8219406250e+04
13,1.9986829758e+00,7.4733921792e-05,-2.8393161011e+02,8.8389176130e-01,-2.3487091064e-02,6.8173859375e+04
14,1.9978356361e+00,8.2043610746e-05,-2.7309780884e+02,8.7037062645e-01,-2.3165589198e-02,6.8131390625e+04
15,1.9968938828e+00,7.8310025856e-05,-2.5480255127e+02,8.6849802732e-01,-2.4069823325e-02,6.8091796875e+04
16,1.9960613251e+00,8.4923405666e-05,-2.3762545776e+02,9.1374677420e-01,-2.9303437099e-02,6.8054054688e+04
17,1.9952356815e+00,5.6562006648e-05,-2.2000862122e+02,9.3958711624e-01,-7.8010253608e-02,6.8020398438e+04
18,1.9947165251e+00,1.2328370940e-04,-2.0139341736e+02,9.2792356014e-01,-3.5352326930e-02,6.7991265625e+04
19,1.9940273762e+00,1.0583674884e-04,-1.7228784180e+02,9.7867172956e-01,-1.9043885171e-02,6.7967625000e+04
20,1.9936088324e+00,1.3611867325e-04,-1.3711628723e+02,9.4056165218e-01,-5.6280974299e-02,6.7951679688e+04
21,1.9932261705e+00,1.2009515922e-04,-9.6577293396e+01,9.6445661783e-01,-4.8793487251e-02,6.7942218750e+04
22,1.9930832386e+00,1.5318294754e-04,-6.4012840271e+01,9.8730880022e-01,-3.0533142388e-02,6.7938960938e+04
23,1.9929966927e+00,1.4824102982e-04,-2.2055976868e+01,1.0130168200e+00,1.9476242363e-02,6.7944617188e+04
24,1.9930496216e+00,1.2829169282e-04,2.0046497345e+01,1.0690389872e+00,-2.7917785570e-02,6.7955765625e+04
25,1.9932947159e+00,1.3421422045e-04,6.2309906006e+01,9.9049097300e-01,-4.4716339558e-02,6.7975859375e+04
26,1.9936176538e+00,1.1689039093e-04,1.0131600189e+02,1.0545229912e+00,1.6552276909e-02,6.8000250000e+04
27,1.9940223694e+00,8.8971894002e-05,1.3109745789e+02,1.0840731859e+00,-4.2808532715e-02,6.8029539062e+04
28,1.9946315289e+00,1.2548849918e-04,1.5892053223e+02,1.1168040037e+00,-2.0749434829e-02,6.8063992188e+04
29,1.9951815605e+00,6.9498120865e-05,1.8999238586e+02,1.1295084953e+00,-4.4108275324e-02,6.8101414062e+04
30,1.9957784414e+00,4.6217515774e-05,2.1039558411e+02,1.1291177273e+00,-1.4357528649e-02,6.8143304688e+04
31,1.9966266155e+00,7.1405585913e-05,2.2657521057e+02,1.1320662498e+00,-3.7734068930e-02,6.8187820312e+04
32,1.9973293543e+00,3.0643717764e-05,2.3493952942e+02,1.1714193821e+00,-1.8613968045e-02,6.8234226562e+04
33,1.9981914759e+00,5.0852533604e-05,2.3939164734e+02,1.1540046930e+00,-2.6284866035e-02,6.8282382812e+04
34,1.9988948107e+00,-1.7173064407e-05,2.3999421692e+02,1.1370066404e+00,-2.4511490017e-02,6.8331390625e+04
35,1.9997558594e+00,-4.1782604967e-05,2.4084297180e+02,1.1305358410e+00,-3.0799483880e-02,6.8380687500e+04
36,2.0004544258e+00,-8.6997548351e-05,2.3107696533e+02,1.1519035101e+00,-8.7272645906e-03,6.8428382812e+04
37,2.0013051033e+00,-5.4381263908e-05,2.2291178894e+02,1.1151689291e+00,-3.1485825777e-02,6.8474414062e+04
38,2.0018956661e+00,-9.9098055216e-05,2.0590766907e+02,1.1166981459e+00,-1.9830245525e-02,6.8518250000e+04
39,2.0025658607e+00,-1.1146489851e-04,1.9561036682e+02,1.1369510889e+00,-2.6805266738e-02,6.8558703125e+04
40,2.0031716824e+00,-1.9387149950e-04,1.7844856262e+02,1.1705610752e+00,-3.7757340819e-02,6.8596882812e+04
41,2.0036740303e+00,-1.9145195256e-04,1.5800425720e+02,1.0763356686e+00,-4.1786957532e-02,6.8632007812e+04
42,2.0041038990e+00,-1.9859982422e-04,1.2828135681e+02,1.1430376768e+00,-1.4476013370e-02,6.8659953125e+04
43,2.0044348240e+00,-1.4353054576e-04,9.8297462463e+01,1.1165099144e+00,-3.2764893025e-02,6.8683898438e+04
44,2.0047099590e+00,-1.3391590619e-04,6.7717811584e+01,1.0898535252e+00,-3.1698074192e-02,6.8702437500e+04
45,2.0048019886e+00,-1.4992468641e-04,4.1778430939e+01,1.0904201269e+00,-2.9354095459e-02,6.8716390625e+04
46,2.0046403408e+00,-2.2254831856e-04,6.2548789978e+00,1.0664142370e+00,-2.1207962185e-02,6.8726554688e+04
47,2.0047440529e+00,-1.4841282973e-04,-2.4479644775e+01,1.0581862926e+00,-1.8544083461e-02,6.8729750000e+04
48,2.0044772625e+00,-1.7122240388e-04,-5.8146697998e+01,1.0407073498e+00,-4.0936354548e-02,6.8729023438e+04
49,2.0041222572e+00,-2.1238846239e-04,-8.5109413147e+01,1.0921441317e+00,-3.2610855997e-02,6.8721273438e+04
50,2.0038154125e+00,-1.6667047748e-04,-1.1120156097e+02,1.1137965918e+00,-4.4946290553e-02,6.8710093750e+04
51,2.0033404827e+00,-1.5855210950e-04,-1.3356115723e+02,1.0464130640e+00,-3.1611710787e-02,6.8695289062e+04
52,2.0028288364e+00,-1.4668506628e-04,-1.5407917786e+02,1.0541499853e+00,-3.3262785524e-02,6.8676648438e+04
53,2.0022754669e+00,-8.8007160230e-05,-1.7215008545e+02,9.9734067917e-01,-8.5707856342e-03,6.8656960938e+04
54,2.0017154217e+00,-8.2127196947e-05,-1.8399635315e+02,1.0407798290e+00,-3.1582642347e-02,6.8633625000e+04
55,2.0008289814e+00,-1.6579267685e-04,-1.9323684692e+02,1.0108623505e+00,-2.7142411098e-02,6.8608164062e+04
56,2.0002992153e+00,-1.0055183520e-04,-2.0048439026e+02,1.0761524439e+00,-5.3080521524e-02,6.8582078125e+04
57,1.9996434450e+00,-6.2090650317e-05,-2.0128218079e+02,1.0094488859e+00,-5.9964217246e-02,6.8555390625e+04
58,1.9989275932e+00,-5.5832962971e-05,-1.9916825867e+02,1.0406274796e+00,-3.4880064428e-02,6.8529250000e+04
59,1.9983009100e+00,-1.6323512682e-05,-1.9276657104e+02,1.0340640545e+00,-7.8983075917e-02,6.8504234375e+04
60,1.9975773096e+00,-7.1181231760e-05,-1.8552088928e+02,9.9827176332e-01,-2.4468459189e-02,6.8480140625e+04
61,1.9970643520e+00,-2.3212647648e-05,-1.7252111816e+02,1.0229618549e+00,-6.5799102187e-02,6.8457921875e+04
62,1.9962810278e+00,-1.1500444816e-04,-1.6500599670e+02,1.0398434401e+00,-6.7290499806e-02,6.8436789062e+04
63,1.9960234165e+00,-2.5333240046e-05,-1.4477339172e+02,1.0185092688e+00,-7.9282455146e-02,6.8420156250e+04
64,1.9957135916e+00,5.3591946198e-05,-1.2622597504e+02,1.0063240528e+00,-7.7056273818e-02,6.8406687500e+04
65,1.9952281713e+00,-3.2265172194e-05,-1.0251046753e+02,1.0354198217e+00,-8.3726577461e-02,6.8395382812e+04
66,1.9950408936e+00,1.6971440346e-05,-8.0022933960e+01,1.0076060295e+00,-5.4054334760e-02,6.8390234375e+04
67,1.9948797226e+00,7.1024114732e-06,-5.2577053070e+01,1.0142393112e+00,-5.1918867975e-02,6.8388546875e+04
68,1.9947702885e+00,-4.3794512749e-05,-2.4486225128e+01,9.4306790829e-01,-6.7159198225e-02,6.8393171875e+04
69,1.9947466850e+00,-2.4758424843e-05,6.6074323654e-01,1.0409142971e+00,-8.5019685328e-02,6.8399679688e+04
70,1.9948526621e+00,-2.0559717086e-05,2.6788385391e+01,1.0553326607e+00,-3.2159272581e-02,6.8410554688e+04
71,1.9949601889e+00,-3.6516416003e-05,5.1724578857e+01,1.0065973997e+00,-3.3284761012e-02,6.8426250000e+04
72,1.9952965975e+00,-1.9619867089e-05,8.0562591553e+01,1.0180264711e+00,-4.8572313040e-02,6.8446453125e+04
73,1.9954657555e+00,-7.7104945376e-05,9.8626197815e+01,1.0100030899e+00,-3.9951398969e-02,6.8470031250e+04
74,1.9959052801e+00,-3.9876147639e-05,1.1896399689e+02,9.7718840837e-01,-5.1912840456e-02,6.8495109375e+04
75,1.9963669777e+00,-5.1738854381e-05,1.3552494812e+02,9.9142426252e-01,-3.7842866033e-02,6.8524867188e+04
76,1.9968991280e+00,-7.0600457548e-05,1.4668298340e+02,1.0091300011e+00,-4.3022688478e-02,6.8556203125e+04
77,1.9973620176e+00,-1.4068141172e-04,1.6028103638e+02,1.0355496407e+00,-7.5084455311e-02,6.8589492188e+04
78,1.9979634285e+00,-1.5543097106e-04,1.6615013123e+02,1.0313255787e+00,-4.5997466892e-02,6.8624351562e+04
79,1.9985440969e+00,-1.5386883751e-04,1.7092910767e+02,1.0105186701e+00,-7.0159986615e-02,6.8659093750e+04
80,1.9990842342e+00,-1.9650770992e-04,1.7560797119e+02,1.0002573729e+00,-8.9211963117e-02,6.8694796875e+04
81,1.9996509552e+00,-1.8789109890e-04,1.7274153137e+02,9.2801207304e-01,-7.7728651464e-02,6.8730695312e+04
82,2.0000908375e+00,-2.5742760045e-04,1.6817684937e+02,9.7205382586e-01,-6.1894226819e-02,6.8764882812e+04
83,2.0007121563e+00,-2.2900945623e-04,1.6183102417e+02,9.9516105652e-01,-2.9002226889e-02,6.8797257812e+04
84,2.0011460781e+00,-2.2386515047e-04,1.5107429504e+02,9.8094427586e-01,-3.5317078233e-02,6.8829109375e+04
85,2.0016033649e+00,-2.8239644598e-04,1.4221609497e+02,9.3863970041e-01,-4.5981444418e-02,6.8859171875e+04
86,2.0020580292e+00,-2.5954403100e-04,1.2429798889e+02,9.3936079741e-01,-8.7700650096e-02,6.8885656250e+04
87,2.0023169518e+00,-3.4679210512e-04,1.0702124786e+02,8.8213181496e-01,-7.1732714772e-02,6.8909968750e+04
88,2.0027399063e+00,-3.1192041934e-04,8.4676933289e+01,9.8286843300e-01,-9.2091672122e-02,6.8930148438e+04
89,2.0028519630e+00,-3.7109473487e-04,6.4328376770e+01,9.5880836248e-01,-7.3545150459e-02,6.8946242188e+04
90,2.0030536652e+00,-3.5042263335e-04,4.0585491180e+01,9.1057050228e-01,-4.7390900552e-02,6.8959968750e+04
91,2.0030660629e+00,-3.4017604776e-04,2.1494396210e+01,9.1084998846e-01,-2.2406006232e-02,6.8969218750e+04
92,2.0031297207e+00,-2.9690566589e-04,-3.7722706795e+00,8.9987647533e-01,-3.5587083548e-02,6.8974062500e+04
93,2.0030140877e+00,-3.1759915873e-04,-2.3333871841e+01,8.8354921341e-01,-6.6672436893e-02,6.8974648438e+04
94,2.0028178692e+00,-3.5677332198e-04,-4.7350379944e+01,8.5582751036e-01,-3.5083770752e-02,6.8972007812e+04
95,2.0025925636e+00,-3.4307944588e-04,-6.6483673096e+01,8.3452767134e-01,-6.7091599107e-02,6.8966406250e+04
96,2.0023055077e+00,-3.4883985063e-04,-8.5006675720e+01,8.5151052475e-01,-6.8359524012e-02,6.8956500000e+04
97,2.0019528866e+00,-3.4778166446e-04,-1.0094914246e+02,8.6746209860e-01,-9.1958925128e-02,6.8943742188e+04
98,2.0015864372e+00,-3.4039860475e-04,-1.1506448364e+02,8.4698587656e-01,-6.0090027750e-02,6.8929398438e+04
99,2.0011820793e+00,-3.1554698944e-04,-1.2829450989e+02,8.9051079750e-01,-8.9239194989e-02,6.8913796875e+04
100,2.0006456375e+00,-3.5116917570e-04,-1.3744256592e+02,8.1933885813e-01,-5.0550460815e-02,6.8895679688e+04
101,2.0002229214e+00,-3.3759418875e-04,-1.4434458923e+02,8.5945111513e-01,-6.5761186182e-02,6.8875296875e+04
102,1.9996953011e+00,-3.3112731762e-04,-1.4591279602e+02,8.0711412430e-01,-6.6035307944e-02,6.8856359375e+04
103,1.9992446899e+00,-2.8065877268e-04,-1.4790461731e+02,8.3532923460e-01,-6.9905474782e-02,6.8837390625e+04
104,1.9986869097e+00,-3.1171840965e-04,-1.4326234436e+02,8.1246167421e-01,-7.4658736587e-02,6.8818546875e+04
105,1.9983443022e+00,-2.8450062382e-04,-1.4127322388e+02,8.6292356253e-01,-6.7115932703e-02,6.8798882812e+04
106,1.9978196621e+00,-3.0506501207e-04,-1.3139834595e+02,8.3008676767e-01,-3.1757581979e-02,6.8781546875e+04
107,1.9974445105e+00,-2.8060696786e-04,-1.2351098633e+02,8.4076964855e-01,-7.3650285602e-02,6.8766812500e+04
108,1.9969875813e+00,-3.2541478868e-04,-1.0747431946e+02,8.1712812185e-01,-5.1889725029e-02,6.8753914062e+04
