step,vx_187_62,vy_187_62,pressure_187_62,Cd,Cl,energy
0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5375000000e+03
1,4.9294376373e+00,1.3124999823e-03,6.1067750000e+05,1.5076426506e+01,0.0000000000e+00,3.8594762500e+05
2,5.0272045135e+00,-5.7368504349e-04,1.2938198242e+04,1.6711908579e+00,-1.0648306459e-02,3.9711093750e+05
3,5.0231070518e+00,-4.6086535440e-04,-5.2905450439e+02,1.3938988447e+00,9.7756506875e-03,3.9671956250e+05
4,5.0182695389e+00,-3.8974502240e-04,-6.3048669434e+02,1.3227051497e+00,-8.3486977965e-03,3.9633725000e+05
5,5.0131316185e+00,-2.0561774727e-04,-6.8357208252e+02,1.2790803909e+00,-1.7529295292e-03,3.9593256250e+05
6,5.0084443092e+00,1.1417374481e-04,-6.9917620850e+02,1.2507473230e+00,-1.8652342260e-04,3.9552628125e+05
7,5.0027570724e+00,1.8638857000e-05,-6.9370550537e+02,1.2359504700e+00,3.3410806209e-03,3.9511971875e+05
8,4.9979248047e+00,2.1373336494e-04,-6.5717297363e+02,1.2153197527e+00,9.2751299962e-03,3.9472378125e+05
9,4.9932808876e+00,3.0672311550e-04,-6.1328747559e+02,1.1930205822e+00,-3.1985675450e-03,3.9435287500e+05
10,4.9889898300e+00,3.5590343759e-04,-5.5610064697e+02,1.1711720228e+00,-4.2239579489e-04,3.9401581250e+05
11,4.9850988388e+00,3.9759429637e-04,-4.9145141602e+02,1.1611324549e+00,5.3310543299e-03,3.9372237500e+05
12,4.9819941521e+00,4.8242686898e-04,-4.1112969971e+02,1.1453421116e+00,1.0935676284e-02,3.9348309375e+05
13,4.9794664383e+00,4.3999205809e-04,-2.9299142456e+02,1.1324999332e+00,1.4033202082e-02,3.9335556250e+05
14,4.9799895287e+00,4.0264381096e-04,9.0347434998e+01,1.1283103228e+00,2.8412758838e-03,3.9356218750e+05
15,4.9810228348e+00,3.1544303056e-04,1.5439083862e+02,1.1221966743e+00,4.8528644256e-03,3.9383690625e+05
16,4.9827280045e+00,3.7453032564e-04,2.0710462952e+02,1.1121181250e+00,-8.0813799286e-04,3.9416471875e+05
17,4.9843564034e+00,3.0370175955e-04,2.4650444031e+02,1.1061444283e+00,6.9857416674e-03,3.9453868750e+05
18,4.9865174294e+00,2.7712367591e-04,2.8736608887e+02,1.0924991369e+00,8.0456370488e-03,3.9495137500e+05
19,4.9888682365e+00,2.0353693981e-04,3.1888238525e+02,1.0837887526e+00,5.1780594513e-03,3.9539056250e+05
20,4.9914379120e+00,1.2759264791e-04,3.4539916992e+02,1.0792207718e+00,2.1518878639e-03,3.9584240625e+05
21,4.9942016602e+00,1.0695972742e-04,3.6679382324e+02,1.0748062134e+00,-1.5287108254e-03,3.9630446875e+05
22,4.9968013763e+00,2.6211724617e-05,3.8144378662e+02,1.0727252960e+00,1.4911456965e-03,3.9677653125e+05
23,4.9995083809e+00,-6.1858212575e-05,3.8843740845e+02,1.0710153580e+00,1.2477798387e-02,3.9724040625e+05
24,5.0022091866e+00,-1.0284080054e-04,3.8617544556e+02,1.0626363754e+00,3.1399738509e-03,3.9769915625e+05
25,5.0046997070e+00,-2.1588582604e-04,3.7173129272e+02,1.0544830561e+00,3.4138669726e-03,3.9814296875e+05
26,5.0070834160e+00,-2.6130487095e-04,3.4821591187e+02,1.0527024269e+00,7.7968742698e-04,3.9856684375e+05
27,5.0091218948e+00,-3.1551157008e-04,3.1730105591e+02,1.0515846014e+00,6.6707027145e-03,3.9895887500e+05
28,5.0108737946e+00,-3.7142130896e-04,2.7475012207e+02,1.0464043617e+00,-4.9665360712e-03,3.9931834375e+05
29,5.0122199059e+00,-3.8364480133e-04,2.2452812195e+02,1.0502032042e+00,-1.4993488730e-04,3.9963659375e+05
30,5.0129332542e+00,-4.2988100904e-04,1.6064642334e+02,1.0359643698e+00,5.0598955713e-03,3.9990728125e+05
31,5.0133266449e+00,-4.0325580630e-04,9.4780967712e+01,1.0349799395e+00,-1.3437499292e-03,4.0010790625e+05
32,5.0130352974e+00,-4.2969992501e-04,2.8843528748e+01,1.0200676918e+00,3.9703124203e-03,4.0026353125e+05
33,5.0122990608e+00,-3.9123775787e-04,-3.7765892029e+01,1.0227594376e+00,4.2650387622e-03,4.0035487500e+05
34,5.0110239983e+00,-4.0730915498e-04,-9.2653999329e+01,1.0218478441e+00,-2.0262368489e-03,4.0039593750e+05
35,5.0092940331e+00,-4.6129949624e-04,-1.3490382385e+02,1.0205526352e+00,1.3177082874e-03,4.0039146875e+05
36,5.0075850487e+00,-3.1044942443e-04,-1.7046034241e+02,1.0100673437e+00,4.9076820724e-03,4.0035928125e+05
37,5.0052146912e+00,-2.8660200769e-04,-1.9990498352e+02,1.0183075666e+00,7.3173823766e-03,4.0029096875e+05
38,5.0025358200e+00,-3.0721043004e-04,-2.2333523560e+02,1.0002853870e+00,-6.0346350074e-03,4.0020512500e+05
39,4.9998168945e+00,-3.1955091981e-04,-2.4100265503e+02,1.0064440966e+00,1.1044270359e-03,4.0010034375e+05
40,4.9967789650e+00,-2.5233856286e-04,-2.5494317627e+02,1.0040073395e+00,5.2083328228e-07,3.9998478125e+05
41,4.9936327934e+00,-2.6979763061e-04,-2.5979473877e+02,1.0037964582e+00,-6.6100256518e-03,3.9986537500e+05
42,4.9902567863e+00,-2.4142088660e-04,-2.6428500366e+02,9.9786847830e-01,-2.2646482103e-03,3.9974956250e+05
43,4.9867334366e+00,-1.9191816682e-04,-2.5841070557e+02,9.9439692497e-01,6.7588537931e-03,3.9963431250e+05
44,4.9829206467e+00,-2.4231278803e-04,-2.5022290039e+02,9.9583065510e-01,-9.4317048788e-03,3.9952081250e+05
45,4.9791078568e+00,-3.7108623656e-04,-2.3276168823e+02,9.9196773767e-01,-4.9888668582e-03,3.9942637500e+05
46,4.9752922058e+00,-4.9056927674e-04,-2.1043679810e+02,9.9688857794e-01,-1.2914712541e-02,3.9934831250e+05
47,4.9709663391e+00,-6.1789527535e-04,-1.8725747681e+02,9.9003088474e-01,-1.1360090226e-02,3.9928321875e+05
48,4.9662346840e+00,-6.1498302966e-04,-1.5684214783e+02,9.8466205597e-01,-1.5279686078e-02,3.9925046875e+05
49,4.9613418579e+00,-7.9248019028e-04,-1.2281115723e+02,9.8905456066e-01,-8.3682937548e-03,3.9923234375e+05
50,4.9554910660e+00,-6.9028185681e-04,-8.9972923279e+01,9.8644179106e-01,-2.3414061870e-03,3.9924484375e+05
51,4.9491105080e+00,-1.3208690798e-03,-5.3518531799e+01,9.8050707579e-01,-9.1027338058e-03,3.9929078125e+05
52,4.9413051605e+00,-1.0167598957e-03,-1.5314615250e+01,9.8247647285e-01,3.9815753698e-03,3.9936162500e+05
53,4.9322509766e+00,-1.9340551225e-03,2.4466682434e+01,9.8004561663e-01,6.1068353243e-03,3.9946943750e+05
54,4.9199681282e+00,-2.4969077203e-03,6.3901584625e+01,9.8944538832e-01,-7.0257158950e-03,3.9960334375e+05
55,4.9047245979e+00,-2.2293417715e-03,9.8812805176e+01,9.8148804903e-01,-2.3627602495e-03,3.9976728125e+05
56,4.8861160278e+00,-2.8753390070e-03,1.2858941650e+02,9.7716790438e-01,2.3367838003e-03,3.9996225000e+05
57,4.8635334969e+00,-4.1690897197e-03,1.5696118164e+02,9.7274422646e-01,7.6110670343e-03,4.0017975000e+05
58,4.8359155655e+00,-4.7589847818e-03,1.8040281677e+02,9.7688210011e-01,1.0917707346e-02,4.0041356250e+05
59,4.8020458221e+00,-4.8857694492e-03,2.0269924927e+02,9.7470045090e-01,1.0934113525e-02,4.0066015625e+05
