step,vx_12_12,vy_12_12
0,4.9999982119e-01,-4.9999982119e-01
1,5.0465154648e-01,-5.0501847267e-01
2,5.0241595507e-01,-5.0469613075e-01
3,5.0205463171e-01,-5.0418472290e-01
4,5.0040632486e-01,-5.0305765867e-01
5,4.9857649207e-01,-5.0143909454e-01
6,4.9734157324e-01,-4.9999400973e-01
7,4.9704307318e-01,-4.9890595675e-01
8,4.9768784642e-01,-4.9867567420e-01
9,4.9803340435e-01,-4.9841061234e-01
10,4.9798390269e-01,-4.9782693386e-01
11,4.9701625109e-01,-4.9672821164e-01
12,4.9549400806e-01,-4.9585118890e-01
13,4.9389383197e-01,-4.9504354596e-01
14,4.9323147535e-01,-4.9513828754e-01
15,4.9296271801e-01,-4.9511566758e-01
16,4.9280396104e-01,-4.9449530244e-01
17,4.9206721783e-01,-4.9338814616e-01
18,4.9063351750e-01,-4.9169370532e-01
19,4.8929807544e-01,-4.8963394761e-01
20,4.8840114474e-01,-4.8859891295e-01
21,4.8781415820e-01,-4.8874887824e-01
22,4.8776865005e-01,-4.8890960217e-01
23,4.8768228292e-01,-4.8918130994e-01
24,4.8658609390e-01,-4.8934447765e-01
25,4.8555395007e-01,-4.8898255825e-01
26,4.8485255241e-01,-4.8857724667e-01
27,4.8420903087e-01,-4.8754739761e-01
28,4.8373728991e-01,-4.8621222377e-01
29,4.8273360729e-01,-4.8511233926e-01
30,4.8154121637e-01,-4.8429781199e-01
31,4.8053804040e-01,-4.8324522376e-01
32,4.7963094711e-01,-4.8233255744e-01
33,4.7886353731e-01,-4.8214516044e-01
34,4.7867506742e-01,-4.8167204857e-01
35,4.7849106789e-01,-4.8183840513e-01
36,4.7817739844e-01,-4.8110920191e-01
37,4.7723725438e-01,-4.8009014130e-01
38,4.7586667538e-01,-4.7911486030e-01
39,4.7474467754e-01,-4.7879776359e-01
40,4.7450375557e-01,-4.7870448232e-01
41,4.7467094660e-01,-4.7847461700e-01
42,4.7451153398e-01,-4.7790679336e-01
43,4.7417348623e-01,-4.7669851780e-01
44,4.7310346365e-01,-4.7558039427e-01
45,4.7198653221e-01,-4.7458475828e-01
46,4.7139325738e-01,-4.7412857413e-01
47,4.7172194719e-01,-4.7376829386e-01
48,4.7170829773e-01,-4.7333151102e-01
49,4.7132712603e-01,-4.7264298797e-01
50,4.6991500258e-01,-4.7188147902e-01
51,4.6835240722e-01,-4.7000291944e-01
52,4.6679425240e-01,-4.6836802363e-01
53,4.6578124166e-01,-4.6648412943e-01
54,4.6545219421e-01,-4.6523353457e-01
55,4.6577942371e-01,-4.6478128433e-01
56,4.6600013971e-01,-4.6488949656e-01
57,4.6641117334e-01,-4.6519684792e-01
58,4.6604290605e-01,-4.6561306715e-01
59,4.6553263068e-01,-4.6547794342e-01
60,4.6444806457e-01,-4.6510261297e-01
61,4.6296915412e-01,-4.6472257376e-01
62,4.6156650782e-01,-4.6374490857e-01
63,4.6058800817e-01,-4.6219235659e-01
64,4.5935136080e-01,-4.6059641242e-01
65,4.5882612467e-01,-4.5942342281e-01
66,4.5868968964e-01,-4.5858258009e-01
67,4.5855721831e-01,-4.5746532083e-01
68,4.5867502689e-01,-4.5722573996e-01
69,4.5919495821e-01,-4.5717206597e-01
70,4.5903450251e-01,-4.5639792085e-01
71,4.5852047205e-01,-4.5537546277e-01
72,4.5691990852e-01,-4.5410817862e-01
73,4.5545965433e-01,-4.5291543007e-01
74,4.5441564918e-01,-4.5198863745e-01
75,4.5390170813e-01,-4.5168548822e-01
76,4.5372578502e-01,-4.5124733448e-01
77,4.5370697975e-01,-4.5016005635e-01
78,4.5283386111e-01,-4.4930654764e-01
79,4.5160526037e-01,-4.4830325246e-01
80,4.5109301805e-01,-4.4740867615e-01
81,4.5113003254e-01,-4.4668808579e-01
82,4.5092320442e-01,-4.4598537683e-01
83,4.5039844513e-01,-4.4551959634e-01
84,4.4949632883e-01,-4.4491443038e-01
85,4.4821092486e-01,-4.4454547763e-01
86,4.4755569100e-01,-4.4417545199e-01
87,4.4728645682e-01,-4.4364875555e-01
88,4.4718539715e-01,-4.4278129935e-01
89,4.4719517231e-01,-4.4158285856e-01
90,4.4686475396e-01,-4.4066509604e-01
91,4.4626489282e-01,-4.3974193931e-01
92,4.4613328576e-01,-4.3866050243e-01
93,4.4627663493e-01,-4.3777370453e-01
94,4.4632282853e-01,-4.3735170364e-01
95,4.4620752335e-01,-4.3694674969e-01
96,4.4540145993e-01,-4.3704441190e-01
97,4.4469004869e-01,-4.3714597821e-01
98,4.4360345602e-01,-4.3645486236e-01
99,4.4230172038e-01,-4.3527585268e-01
100,4.4082045555e-01,-4.3400871754e-01
101,4.3974098563e-01,-4.3289875984e-01
102,4.3908396363e-01,-4.3216007948e-01
103,4.3840792775e-01,-4.3205010891e-01
104,4.3830820918e-01,-4.3218016624e-01
105,4.3805232644e-01,-4.3145903945e-01
106,4.3742117286e-01,-4.3069058657e-01
107,4.3626335263e-01,-4.2928543687e-01
108,4.3527564406e-01,-4.2834246159e-01
109,4.3411147594e-01,-4.2739066482e-01
110,4.3350416422e-01,-4.2672032118e-01
111,4.3288645148e-01,-4.2651563883e-01
112,4.3236735463e-01,-4.2577347159e-01
113,4.3181899190e-01,-4.2502239347e-01
114,4.3116867542e-01,-4.2472973466e-01
115,4.3074342608e-01,-4.2449560761e-01
116,4.3065643311e-01,-4.2483645678e-01
117,4.3027743697e-01,-4.2513471842e-01
118,4.2988476157e-01,-4.2460113764e-01
119,4.2826917768e-01,-4.2348644137e-01
120,4.2666682601e-01,-4.2220351100e-01
121,4.2527452111e-01,-4.2028284073e-01
122,4.2450812459e-01,-4.1919270158e-01
123,4.2414492369e-01,-4.1847756505e-01
124,4.2416259646e-01,-4.1875723004e-01
125,4.2420592904e-01,-4.1924512386e-01
126,4.2424854636e-01,-4.1966173053e-01
127,4.2408689857e-01,-4.1919550300e-01
128,4.2294651270e-01,-4.1827198863e-01
129,4.2126816511e-01,-4.1644364595e-01
130,4.1962653399e-01,-4.1542181373e-01
131,4.1928809881e-01,-4.1487592459e-01
132,4.1938427091e-01,-4.1484040022e-01
133,4.1946884990e-01,-4.1451144218e-01
134,4.1910949349e-01,-4.1370418668e-01
135,4.1816806793e-01,-4.1301223636e-01
136,4.1705313325e-01,-4.1198858619e-01
137,4.1603541374e-01,-4.1175502539e-01
138,4.1602832079e-01,-4.1158661246e-01
139,4.1620573401e-01,-4.1166761518e-01
140,4.1586464643e-01,-4.1154730320e-01
141,4.1546797752e-01,-4.1085812449e-01
142,4.1400167346e-01,-4.0951472521e-01
143,4.1240274906e-01,-4.0854871273e-01
144,4.1094782948e-01,-4.0776082873e-01
145,4.1022470593e-01,-4.0702310205e-01
146,4.1006937623e-01,-4.0657910705e-01
147,4.0991455317e-01,-4.0640133619e-01
148,4.0931662917e-01,-4.0620392561e-01
149,4.0871742368e-01,-4.0584334731e-01
150,4.0804389119e-01,-4.0481773019e-01
151,4.0710899234e-01,-4.0420463681e-01
152,4.0634319186e-01,-4.0306553245e-01
153,4.0564170480e-01,-4.0194094181e-01
154,4.0537938476e-01,-4.0111848712e-01
155,4.0508037806e-01,-4.0037992597e-01
156,4.0461984277e-01,-4.0040341020e-01
157,4.0460503101e-01,-4.0042871237e-01
158,4.0379753709e-01,-4.0048167109e-01
159,4.0350791812e-01,-4.0007948875e-01
160,4.0234738588e-01,-3.9934474230e-01
161,4.0085002780e-01,-3.9779612422e-01
162,3.9938029647e-01,-3.9622956514e-01
163,3.9832732081e-01,-3.9498886466e-01
164,3.9769104123e-01,-3.9474016428e-01
165,3.9799126983e-01,-3.9519613981e-01
166,3.9842420816e-01,-3.9598459005e-01
167,3.9891168475e-01,-3.9605569839e-01
168,3.9823117852e-01,-3.9585474133e-01
169,3.9712151885e-01,-3.9515754580e-01
170,3.9529168606e-01,-3.9430955052e-01
171,3.9404940605e-01,-3.9348149300e-01
172,3.9297562838e-01,-3.9296519756e-01
173,3.9276105165e-01,-3.9230176806e-01
174,3.9234837890e-01,-3.9235019684e-01
175,3.9228495955e-01,-3.9206677675e-01
176,3.9181143045e-01,-3.9174416661e-01
177,3.9126396179e-01,-3.9076459408e-01
178,3.9041751623e-01,-3.8925209641e-01
179,3.8959997892e-01,-3.8747486472e-01
180,3.8859251142e-01,-3.8608112931e-01
181,3.8809162378e-01,-3.8486769795e-01
182,3.8799113035e-01,-3.8438048959e-01
183,3.8833281398e-01,-3.8439753652e-01
184,3.8862580061e-01,-3.8462656736e-01
185,3.8921543956e-01,-3.8436663151e-01
186,3.8887116313e-01,-3.8444417715e-01
187,3.8855010271e-01,-3.8391909003e-01
188,3.8770708442e-01,-3.8347211480e-01
189,3.8685795665e-01,-3.8243046403e-01
190,3.8554278016e-01,-3.8165116310e-01
191,3.8497376442e-01,-3.8047891855e-01
192,3.8394635916e-01,-3.7978115678e-01
193,3.8369745016e-01,-3.7901547551e-01
194,3.8310864568e-01,-3.7889286876e-01
195,3.8325026631e-01,-3.7850838900e-01
196,3.8279312849e-01,-3.7878611684e-01
197,3.8263624907e-01,-3.7858799100e-01
198,3.8189953566e-01,-3.7888491154e-01
199,3.8148108125e-01,-3.7836614251e-01
200,3.8048502803e-01,-3.7790912390e-01
201,3.8001799583e-01,-3.7634623051e-01
202,3.7906354666e-01,-3.7535616755e-01
203,3.7859073281e-01,-3.7399610877e-01
204,3.7789213657e-01,-3.7341031432e-01
205,3.7789142132e-01,-3.7269142270e-01
206,3.7752848864e-01,-3.7286910415e-01
207,3.7761521339e-01,-3.7291318178e-01
208,3.7700369954e-01,-3.7342333794e-01
209,3.7651854753e-01,-3.7302660942e-01
210,3.7532201409e-01,-3.7257429957e-01
211,3.7426340580e-01,-3.7137594819e-01
212,3.7295359373e-01,-3.7062820792e-01
213,3.7253391743e-01,-3.6937749386e-01
214,3.7165728211e-01,-3.6887669563e-01
215,3.7140521407e-01,-3.6795884371e-01
216,3.7056413293e-01,-3.6783143878e-01
217,3.7006679177e-01,-3.6716282368e-01
218,3.6924153566e-01,-3.6705514789e-01
219,3.6891508102e-01,-3.6678621173e-01
220,3.6812546849e-01,-3.6715996265e-01
221,3.6780691147e-01,-3.6684158444e-01
222,3.6716762185e-01,-3.6701092124e-01
