step,vx_25_25,vy_25_25
0,4.9976587296e-01,-4.9976587296e-01
1,5.0211822987e-01,-5.0120848417e-01
2,5.0188833475e-01,-5.0152432919e-01
3,5.0163954496e-01,-5.0181138515e-01
4,5.0193256140e-01,-5.0180870295e-01
5,5.0210195780e-01,-5.0182682276e-01
6,5.0176298618e-01,-5.0208550692e-01
7,5.0158327818e-01,-5.0195133686e-01
8,5.0146573782e-01,-5.0192785263e-01
9,5.0163275003e-01,-5.0169777870e-01
10,5.0196540356e-01,-5.0177598000e-01
11,5.0220024586e-01,-5.0201368332e-01
12,5.0248312950e-01,-5.0226336718e-01
13,5.0254267454e-01,-5.0243574381e-01
14,5.0234675407e-01,-5.0204771757e-01
15,5.0208240747e-01,-5.0137662888e-01
16,5.0165593624e-01,-5.0114244223e-01
17,5.0172281265e-01,-5.0132024288e-01
18,5.0194454193e-01,-5.0159466267e-01
19,5.0249314308e-01,-5.0163030624e-01
20,5.0228738785e-01,-5.0167149305e-01
21,5.0175714493e-01,-5.0135654211e-01
22,5.0123894215e-01,-5.0093281269e-01
23,5.0140637159e-01,-5.0059658289e-01
24,5.0169152021e-01,-5.0080442429e-01
25,5.0206756592e-01,-5.0153458118e-01
26,5.0245422125e-01,-5.0232267380e-01
27,5.0252890587e-01,-5.0281345844e-01
28,5.0231528282e-01,-5.0261712074e-01
29,5.0186026096e-01,-5.0161445141e-01
30,5.0151753426e-01,-5.0095129013e-01
31,5.0152754784e-01,-5.0024586916e-01
32,5.0218647718e-01,-5.0028693676e-01
33,5.0281161070e-01,-5.0067842007e-01
34,5.0330948830e-01,-5.0126481056e-01
35,5.0318908691e-01,-5.0151616335e-01
36,5.0232887268e-01,-5.0150704384e-01
37,5.0144141912e-01,-5.0119072199e-01
38,5.0079345703e-01,-5.0101298094e-01
39,5.0089484453e-01,-5.0060087442e-01
40,5.0114154816e-01,-5.0038778782e-01
41,5.0156271458e-01,-5.0006157160e-01
42,5.0194543600e-01,-5.0021159649e-01
43,5.0228708982e-01,-5.0043290854e-01
44,5.0260949135e-01,-5.0065243244e-01
45,5.0247991085e-01,-5.0066000223e-01
46,5.0220692158e-01,-5.0060212612e-01
47,5.0186002254e-01,-5.0056147575e-01
48,5.0177592039e-01,-5.0076705217e-01
49,5.0216543674e-01,-5.0115323067e-01
50,5.0222229958e-01,-5.0156241655e-01
51,5.0234597921e-01,-5.0161653757e-01
52,5.0226408243e-01,-5.0116467476e-01
53,5.0167733431e-01,-5.0076484680e-01
54,5.0135231018e-01,-4.9998742342e-01
55,5.0129568577e-01,-4.9946099520e-01
56,5.0156795979e-01,-4.9973148108e-01
57,5.0203299522e-01,-5.0032788515e-01
58,5.0258910656e-01,-5.0122326612e-01
59,5.0239831209e-01,-5.0160145760e-01
60,5.0217723846e-01,-5.0167548656e-01
61,5.0193160772e-01,-5.0161981583e-01
62,5.0153487921e-01,-5.0146031380e-01
63,5.0166791677e-01,-5.0109601021e-01
64,5.0166952610e-01,-5.0095260143e-01
65,5.0189566612e-01,-5.0059467554e-01
66,5.0198507309e-01,-5.0050240755e-01
67,5.0222307444e-01,-5.0046366453e-01
68,5.0212901831e-01,-5.0031119585e-01
69,5.0228971243e-01,-5.0003147125e-01
70,5.0211036205e-01,-5.0003111362e-01
71,5.0168889761e-01,-4.9993795156e-01
72,5.0167638063e-01,-4.9970877171e-01
73,5.0169098377e-01,-4.9963191152e-01
74,5.0154751539e-01,-4.9976643920e-01
75,5.0134134293e-01,-4.9991211295e-01
76,5.0148707628e-01,-5.0004822016e-01
77,5.0165265799e-01,-4.9978154898e-01
78,5.0182616711e-01,-4.9934840202e-01
79,5.0156664848e-01,-4.9868953228e-01
80,5.0127840042e-01,-4.9827352166e-01
81,5.0114631653e-01,-4.9825790524e-01
82,5.0124430656e-01,-4.9856638908e-01
83,5.0150036812e-01,-4.9889495969e-01
84,5.0140935183e-01,-4.9935770035e-01
85,5.0135463476e-01,-4.9952110648e-01
86,5.0111204386e-01,-4.9963375926e-01
87,5.0102466345e-01,-4.9957889318e-01
88,5.0119030476e-01,-4.9959719181e-01
89,5.0163996220e-01,-4.9978819489e-01
90,5.0176131725e-01,-5.0012141466e-01
91,5.0186526775e-01,-5.0026828051e-01
92,5.0171768665e-01,-5.0012844801e-01
93,5.0163531303e-01,-5.0005650520e-01
94,5.0133812428e-01,-4.9990347028e-01
95,5.0103235245e-01,-4.9943649769e-01
96,5.0091564655e-01,-4.9931821227e-01
97,5.0087749958e-01,-4.9911040068e-01
98,5.0093561411e-01,-4.9934530258e-01
99,5.0119423866e-01,-4.9936312437e-01
100,5.0101673603e-01,-4.9983894825e-01
101,5.0120061636e-01,-5.0006449223e-01
102,5.0143110752e-01,-5.0021976233e-01
103,5.0171589851e-01,-4.9986389279e-01
104,5.0143015385e-01,-4.9987092614e-01
105,5.0138580799e-01,-4.9960654974e-01
106,5.0104683638e-01,-4.9939554930e-01
107,5.0113487244e-01,-4.9881508946e-01
108,5.0108456612e-01,-4.9847456813e-01
109,5.0118845701e-01,-4.9867406487e-01
110,5.0129824877e-01,-4.9937337637e-01
111,5.0180232525e-01,-4.9962902069e-01
112,5.0162488222e-01,-4.9976307154e-01
113,5.0145572424e-01,-4.9933058023e-01
114,5.0095272064e-01,-4.9928393960e-01
115,5.0091922283e-01,-4.9895939231e-01
116,5.0070524216e-01,-4.9901470542e-01
117,5.0113272667e-01,-4.9882578850e-01
118,5.0100684166e-01,-4.9896609783e-01
119,5.0123840570e-01,-4.9905854464e-01
120,5.0100642443e-01,-4.9957165122e-01
121,5.0113672018e-01,-4.9974557757e-01
122,5.0097900629e-01,-5.0006943941e-01
123,5.0110143423e-01,-4.9967327714e-01
124,5.0062137842e-01,-4.9948185682e-01
125,5.0074148178e-01,-4.9895665050e-01
126,5.0053817034e-01,-4.9919751287e-01
127,5.0105005503e-01,-4.9879330397e-01
128,5.0104731321e-01,-4.9915984273e-01
129,5.0124448538e-01,-4.9867233634e-01
130,5.0104480982e-01,-4.9892500043e-01
131,5.0102019310e-01,-4.9884390831e-01
132,5.0078368187e-01,-4.9914404750e-01
133,5.0089216232e-01,-4.9918618798e-01
134,5.0084209442e-01,-4.9944439530e-01
135,5.0089222193e-01,-4.9912422895e-01
136,5.0034022331e-01,-4.9893277884e-01
137,5.0038224459e-01,-4.9857339263e-01
138,5.0033491850e-01,-4.9883002043e-01
139,5.0105690956e-01,-4.9886974692e-01
