step,vx_225_100,vy_225_100,pressure_225_100,Cd,Cl,energy
0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.9600000000e+02
1,1.9640126228e+00,6.2499998603e-04,7.2595862500e+05,1.6284577942e+02,-4.9999998882e-03,1.1833450000e+05
2,2.0101852417e+00,-1.8492282834e-04,1.8178470703e+04,3.5190887451e+00,-1.9799803849e-03,1.2235372656e+05
3,2.0094976425e+00,-1.7024915724e-04,-2.6780755615e+02,1.9372091293e+00,-1.5731812164e-04,1.2229482812e+05
4,2.0086593628e+00,-1.5501817688e-04,-3.2699411011e+02,1.7252634764e+00,-1.3595580822e-04,1.2223014062e+05
5,2.0077307224e+00,-1.3947949628e-04,-3.6238211060e+02,1.5817295313e+00,-1.2207031250e-04,1.2216048438e+05
6,2.0067493916e+00,-1.2313325715e-04,-3.8314071655e+02,1.4803832769e+00,-1.1657714640e-04,1.2208728125e+05
7,2.0057313442e+00,-1.0595135973e-04,-3.9774588013e+02,1.3995403051e+00,-1.1001586972e-04,1.2201185938e+05
8,2.0046865940e+00,-8.9357556135e-05,-4.0829379272e+02,1.3334780931e+00,-1.0437011952e-04,1.2193367188e+05
9,2.0036227703e+00,-7.0071007940e-05,-4.1707510376e+02,1.2882107496e+00,-1.2039184367e-04,1.2185296094e+05
10,2.0025465488e+00,-4.7171488404e-05,-4.2358630371e+02,1.2562587261e+00,-1.1749267287e-04,1.2176995312e+05
11,2.0015585423e+00,1.7304482753e-05,-4.2737207031e+02,1.2267552614e+00,-1.7532348284e-04,1.2168489844e+05
12,2.0006141663e+00,8.2820668467e-05,-4.2325720215e+02,1.2174141407e+00,-1.9943236839e-04,1.2159893750e+05
13,1.9996029139e+00,6.0991464125e-05,-4.2376193237e+02,1.2064465284e+00,-1.9546509429e-04,1.2151255469e+05
14,1.9983695745e+00,3.3595864807e-05,-4.1515689087e+02,1.1994570494e+00,-1.7013549223e-04,1.2142594531e+05
15,1.9970352650e+00,-7.8815675806e-05,-3.9597381592e+02,1.1954264641e+00,-1.2023925956e-04,1.2134023438e+05
16,1.9967111349e+00,3.2570355688e-04,-3.8802819824e+02,1.1915252209e+00,7.6141353929e-05,1.2125570312e+05
17,1.9957678318e+00,2.7610396501e-04,-3.6472717285e+02,1.1905267239e+00,-4.4097901991e-05,1.2117364844e+05
18,1.9948724508e+00,1.8802922568e-04,-3.2686547852e+02,1.1846451759e+00,4.7149656893e-05,1.2109400000e+05
19,1.9942803383e+00,4.4191611232e-04,-3.1962039185e+02,1.1879761219e+00,1.1962890858e-04,1.2101800781e+05
20,1.9929826260e+00,1.7631368246e-04,-2.8639093018e+02,1.1809086800e+00,6.0272217524e-05,1.2094742188e+05
21,1.9925225973e+00,1.3156679051e-04,-1.6326721191e+02,1.1853755713e+00,-8.0413818068e-05,1.2090344531e+05
22,1.9925760031e+00,1.2356831576e-04,3.5337284088e+01,1.2047604322e+00,-1.4816284238e-04,1.2091642188e+05
23,1.9926364422e+00,1.2366170995e-04,3.5337284088e+01,1.2047604322e+00,-1.4816284238e-04,1.2092957031e+05
24,1.9927595854e+00,1.0727176414e-04,6.2184677124e+01,1.2090334892e+00,-1.5419005649e-04,1.2095075781e+05
25,1.9928956032e+00,1.0419721366e-04,6.2184677124e+01,1.2090334892e+00,-1.5419005649e-04,1.2097196094e+05
26,1.9930704832e+00,1.0099634528e-04,7.1692886353e+01,1.2152856588e+00,-1.3450621918e-04,1.2099635156e+05
27,1.9932634830e+00,9.6382646007e-05,7.8977066040e+01,1.2190458775e+00,-1.2908935605e-04,1.2102326562e+05
28,1.9934908152e+00,9.9674376543e-05,8.5346717834e+01,1.2215411663e+00,-1.2268066348e-04,1.2105217969e+05
29,1.9937251806e+00,9.3128459412e-05,9.2357376099e+01,1.2344298363e+00,-1.1444091797e-04,1.2108347656e+05
30,1.9940081835e+00,9.0779663878e-05,9.9296791077e+01,1.2375761271e+00,-1.1047362932e-04,1.2111693750e+05
31,1.9942941666e+00,9.8658980278e-05,1.0770584869e+02,1.2453596592e+00,-1.1260986503e-04,1.2115302344e+05
32,1.9946161509e+00,9.2804912128e-05,1.1972777557e+02,1.2480908632e+00,-1.0604858107e-04,1.2119227344e+05
33,1.9949715137e+00,1.0354111873e-04,1.2624592590e+02,1.2635463476e+00,-1.2832641369e-04,1.2123289844e+05
34,1.9954541922e+00,1.4924799325e-04,1.3600723267e+02,1.2604223490e+00,-1.4808654669e-04,1.2127545312e+05
35,1.9948804379e+00,-1.2740385137e-04,1.3287120056e+02,1.2760771513e+00,1.2664794667e-05,1.2132068750e+05
36,1.9968522787e+00,5.5036542471e-04,1.6434141541e+02,1.2796654701e+00,-3.0479431734e-04,1.2136693750e+05
37,1.9957190752e+00,-2.2312230431e-04,1.6470527649e+02,1.2922457457e+00,-1.6159057850e-04,1.2141437500e+05
38,1.9971951246e+00,2.9658823041e-04,1.6226327515e+02,1.3034220934e+00,-1.3320922153e-04,1.2146342969e+05
39,1.9973481894e+00,1.5689569409e-04,1.7985272217e+02,1.2979131937e+00,-1.0452270362e-04,1.2151325000e+05
40,1.9981305599e+00,1.2244987010e-04,1.8029362488e+02,1.3121554852e+00,-2.3071288888e-04,1.2156398438e+05
41,1.9972928762e+00,2.2593105678e-04,1.7452748108e+02,1.3275240660e+00,-2.5230407482e-04,1.2161573438e+05
42,1.9990193844e+00,1.0691379430e-05,1.8726194763e+02,1.3227120638e+00,-4.1267395136e-04,1.2166699219e+05
43,1.9996160269e+00,4.5386666898e-05,1.9834910583e+02,1.3392258883e+00,-1.8844605074e-04,1.2171878906e+05
44,2.0000984669e+00,1.1449964222e-04,1.9834910583e+02,1.3392258883e+00,-1.8844605074e-04,1.2177048438e+05
45,1.9992355108e+00,2.7203577338e-04,1.5715730286e+02,1.3587533236e+00,-8.7051390437e-05,1.2182173438e+05
46,2.0004436970e+00,2.1908686904e-05,1.7970986938e+02,1.3505679369e+00,-2.5024413480e-04,1.2187213281e+05
