step,vx_50_50,vy_50_50
0,4.9994447827e-01,-4.9994447827e-01
1,5.0073301792e-01,-5.0077891350e-01
2,5.0061595440e-01,-5.0046765804e-01
3,5.0050681829e-01,-5.0031977892e-01
4,5.0071400404e-01,-5.0023603439e-01
5,5.0094473362e-01,-5.0063097477e-01
6,5.0114595890e-01,-5.0110226870e-01
7,5.0116658211e-01,-5.0137937069e-01
8,5.0100165606e-01,-5.0144541264e-01
9,5.0078922510e-01,-5.0124645233e-01
10,5.0067305565e-01,-5.0099128485e-01
11,5.0074017048e-01,-5.0082892179e-01
12,5.0103288889e-01,-5.0091350079e-01
13,5.0128918886e-01,-5.0099569559e-01
14,5.0133216381e-01,-5.0100684166e-01
15,5.0119006634e-01,-5.0090986490e-01
16,5.0095975399e-01,-5.0070208311e-01
17,5.0074827671e-01,-5.0053012371e-01
18,5.0090909004e-01,-5.0059801340e-01
19,5.0107306242e-01,-5.0079476833e-01
20,5.0106418133e-01,-5.0093126297e-01
21,5.0101888180e-01,-5.0093924999e-01
22,5.0086516142e-01,-5.0092422962e-01
23,5.0086224079e-01,-5.0101751089e-01
24,5.0091212988e-01,-5.0117409229e-01
25,5.0091391802e-01,-5.0111883879e-01
26,5.0089693069e-01,-5.0090110302e-01
27,5.0088733435e-01,-5.0067943335e-01
28,5.0098258257e-01,-5.0078797340e-01
29,5.0116479397e-01,-5.0099104643e-01
30,5.0130391121e-01,-5.0113183260e-01
31,5.0130915642e-01,-5.0103175640e-01
32,5.0110387802e-01,-5.0068205595e-01
33,5.0087291002e-01,-5.0044226646e-01
34,5.0087481737e-01,-5.0040942430e-01
35,5.0112116337e-01,-5.0057518482e-01
36,5.0128108263e-01,-5.0059670210e-01
37,5.0123924017e-01,-5.0052952766e-01
38,5.0107067823e-01,-5.0046586990e-01
39,5.0095266104e-01,-5.0046652555e-01
40,5.0106489658e-01,-5.0049257278e-01
41,5.0105559826e-01,-5.0043213367e-01
42,5.0098657608e-01,-5.0043481588e-01
43,5.0095653534e-01,-5.0057148933e-01
44,5.0101679564e-01,-5.0069665909e-01
45,5.0102990866e-01,-5.0077772141e-01
46,5.0099152327e-01,-5.0071775913e-01
47,5.0090450048e-01,-5.0077551603e-01
48,5.0093269348e-01,-5.0101113319e-01
49,5.0089311600e-01,-5.0113356113e-01
50,5.0088715553e-01,-5.0090587139e-01
51,5.0076889992e-01,-5.0051057339e-01
52,5.0062459707e-01,-5.0034272671e-01
53,5.0074130297e-01,-5.0039011240e-01
54,5.0108194351e-01,-5.0069528818e-01
55,5.0141233206e-01,-5.0103992224e-01
56,5.0152528286e-01,-5.0112867355e-01
57,5.0142663717e-01,-5.0097972155e-01
58,5.0109320879e-01,-5.0080418587e-01
59,5.0095075369e-01,-5.0058531761e-01
60,5.0096219778e-01,-5.0041800737e-01
61,5.0086677074e-01,-5.0036376715e-01
62,5.0096189976e-01,-5.0036376715e-01
63,5.0100499392e-01,-5.0042849779e-01
64,5.0111901760e-01,-5.0043404102e-01
65,5.0119400024e-01,-5.0049763918e-01
66,5.0115346909e-01,-5.0052195787e-01
67,5.0112795830e-01,-5.0047641993e-01
68,5.0106400251e-01,-5.0028657913e-01
69,5.0096482038e-01,-5.0020569563e-01
70,5.0091981888e-01,-5.0024235249e-01
71,5.0103378296e-01,-5.0024628639e-01
72,5.0105226040e-01,-5.0045377016e-01
73,5.0112599134e-01,-5.0062298775e-01
74,5.0112736225e-01,-5.0079995394e-01
75,5.0109529495e-01,-5.0071918964e-01
76,5.0102794170e-01,-5.0066840649e-01
77,5.0082492828e-01,-5.0059980154e-01
