step,vx_112_50,vy_112_50,pressure_112_50,Cd,Cl,energy
0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9600000000e+02
1,1.9668438435e+00,-7.8125006985e-04,3.6379328125e+05,7.6525604248e+01,-4.8046875745e-03,2.9657398438e+04
2,2.0115718842e+00,3.2404932426e-04,8.4328974609e+03,2.6879413128e+00,-1.8481445732e-03,3.0605074219e+04
3,2.0112328529e+00,3.1618383946e-04,-5.8993404388e+01,1.7620882988e+00,-3.8002015208e-04,3.0598750000e+04
4,2.0106015205e+00,3.0157793663e-04,-1.1417270660e+02,1.6106432676e+00,-3.5690306686e-04,3.0588419922e+04
5,2.0097842216e+00,2.8347910848e-04,-1.4959454346e+02,1.5258587599e+00,-3.3706665272e-04,3.0574886719e+04
6,2.0088477135e+00,2.6339050964e-04,-1.7228678894e+02,1.4748898745e+00,-3.0311584123e-04,3.0559244141e+04
7,2.0078158379e+00,2.4136208231e-04,-1.9069686890e+02,1.4275480509e+00,-3.1547545223e-04,3.0541763672e+04
8,2.0067074299e+00,2.0518226665e-04,-2.0489729309e+02,1.3960342407e+00,-3.8215637323e-04,3.0522873047e+04
9,2.0056664944e+00,2.1779891540e-05,-2.1118757629e+02,1.3712627888e+00,-3.7902832264e-04,3.0502814453e+04
10,2.0044400692e+00,1.3877730817e-04,-2.1929415894e+02,1.3464123011e+00,-5.1582336891e-04,3.0481701172e+04
11,2.0034444332e+00,-3.8819540350e-05,-2.1709304810e+02,1.3347433805e+00,-2.0713805861e-04,3.0459449219e+04
12,2.0020298958e+00,1.5904843167e-05,-2.2666896057e+02,1.3277767897e+00,-9.7274780273e-05,3.0436480469e+04
13,2.0012791157e+00,-3.5603193101e-04,-1.9722497559e+02,1.3217570782e+00,1.5869140043e-05,3.0413443359e+04
14,2.0001347065e+00,-8.0935307778e-04,-2.0913610840e+02,1.3106803894e+00,-4.7470093705e-04,3.0390068359e+04
15,1.9997258186e+00,5.3625297733e-04,-2.0927316284e+02,1.3077092171e+00,1.9065856759e-04,3.0367017578e+04
16,1.9982540607e+00,-3.9920944255e-04,-1.9817086792e+02,1.3155773878e+00,-9.9105833215e-05,3.0344753906e+04
17,1.9968568087e+00,-2.0740421314e-04,-2.0430786133e+02,1.3096432686e+00,-1.8753051700e-04,3.0323357422e+04
18,1.9952802658e+00,-5.2799144760e-04,-1.9416818237e+02,1.3024030924e+00,-3.8185119047e-04,3.0302859375e+04
19,1.9935462475e+00,-3.0001337291e-04,-2.1604812622e+02,1.3249373436e+00,-6.9763185456e-04,3.0284498047e+04
20,1.9938129187e+00,1.5952796093e-04,-1.6969030762e+02,1.3135652542e+00,3.2661439036e-04,3.0268060547e+04
21,1.9924834967e+00,-2.3101999250e-04,-1.7921156311e+02,1.3298199177e+00,-7.6530454680e-04,3.0254515625e+04
22,1.9912405014e+00,2.0184546884e-04,-1.6001394653e+02,1.3340885639e+00,-2.6275633718e-04,3.0244406250e+04
23,1.9904797077e+00,-1.9351494848e-04,-1.2530577850e+02,1.3470443487e+00,-3.2333374838e-04,3.0238652344e+04
24,1.9905228615e+00,-2.6568197063e-04,-7.5764411926e+01,1.3556665182e+00,-4.7546386486e-04,3.0237812500e+04
25,1.9904327393e+00,-3.7248563603e-04,-7.5764411926e+01,1.3556665182e+00,-4.7546386486e-04,3.0237042969e+04
26,1.9905441999e+00,-2.3290459649e-04,7.4510459900e+01,1.3740377426e+00,-2.4551391834e-04,3.0250031250e+04
27,1.9907591343e+00,-1.4484302665e-04,7.4510459900e+01,1.3740377426e+00,-2.4551391834e-04,3.0262998047e+04
28,1.9915485382e+00,-6.4091182139e-05,9.6958908081e+01,1.3856630325e+00,-3.2447814010e-04,3.0277679688e+04
