step,vx_25_25,vy_25_25,pressure_25_25,energy
0,4.9975326657e-01,-4.9975326657e-01,0.0000000000e+00,2.3998945312e+03
1,5.0264579058e-01,-5.0221472979e-01,-1.6023687124e+00,2.4627045898e+03
2,5.0106704235e-01,-5.0101453066e-01,-3.7578499317e+00,2.4638964844e+03
3,5.0046747923e-01,-5.0077027082e-01,-2.5291216373e+00,2.4639077148e+03
4,5.0085157156e-01,-5.0145524740e-01,-1.2579621077e+00,2.4632473145e+03
5,5.0111305714e-01,-5.0210517645e-01,-3.5165312886e-01,2.4621828613e+03
6,5.0081175566e-01,-5.0166475773e-01,4.5854502916e-01,2.4608347168e+03
7,5.0076490641e-01,-5.0157785416e-01,-2.1409738064e-01,2.4593159180e+03
8,5.0035661459e-01,-4.9975308776e-01,-9.6715807915e-01,2.4576762695e+03
9,5.0047063828e-01,-4.9917918444e-01,-9.8789525032e-01,2.4559492188e+03
10,5.0145578384e-01,-5.0088900328e-01,-9.4252258539e-01,2.4541528320e+03
11,5.0017482042e-01,-4.9958664179e-01,-1.2717230320e+00,2.4523007812e+03
12,4.9862635136e-01,-4.9899280071e-01,-1.2411698103e+00,2.4504199219e+03
13,4.9997529387e-01,-4.9927696586e-01,-1.0444986820e+00,2.4485000000e+03
14,4.9985533953e-01,-4.9922886491e-01,-2.2651202977e-01,2.4465561523e+03
15,4.9916765094e-01,-4.9842169881e-01,-5.6695127487e-01,2.4445837402e+03
16,4.9895235896e-01,-4.9816671014e-01,-8.1552571058e-01,2.4426030273e+03
17,4.9885419011e-01,-4.9832516909e-01,-1.5505396128e+00,2.4405966797e+03
18,4.9837204814e-01,-4.9847126007e-01,-1.3062819242e+00,2.4385844727e+03
19,4.9801236391e-01,-4.9831956625e-01,-9.6235126257e-01,2.4365629883e+03
20,4.9807533622e-01,-4.9808105826e-01,-8.0933165550e-01,2.4345253906e+03
21,4.9743789434e-01,-4.9783259630e-01,-6.5600955486e-01,2.4324736328e+03
22,4.9701124430e-01,-4.9731507897e-01,-7.8300243616e-01,2.4304277344e+03
23,4.9686175585e-01,-4.9705198407e-01,-1.3561503887e+00,2.4283798828e+03
24,4.9708306789e-01,-4.9778836966e-01,-9.0650129318e-01,2.4263112793e+03
25,4.9617147446e-01,-4.9734359980e-01,-7.9667502642e-01,2.4242446289e+03
26,4.9519646168e-01,-4.9616402388e-01,-1.0611066818e+00,2.4221799316e+03
27,4.9593982100e-01,-4.9615228176e-01,-1.1710577011e+00,2.4201083984e+03
28,4.9647924304e-01,-4.9672544003e-01,-1.3806928396e+00,2.4180346680e+03
29,4.9523472786e-01,-4.9597257376e-01,-1.0298082829e+00,2.4159619141e+03
30,4.9460205436e-01,-4.9559780955e-01,-9.5759624243e-01,2.4138933105e+03
31,4.9504232407e-01,-4.9571850896e-01,-1.8037250042e+00,2.4118161621e+03
32,4.9497097731e-01,-4.9497047067e-01,-6.5423989296e-01,2.4097465820e+03
33,4.9474024773e-01,-4.9457865953e-01,-1.2807364464e+00,2.4076718750e+03
34,4.9466264248e-01,-4.9455547333e-01,-1.0182811022e+00,2.4055981445e+03
35,4.9397218227e-01,-4.9375319481e-01,-6.2095355988e-01,2.4035288086e+03
36,4.9388152361e-01,-4.9340823293e-01,-1.5170526505e+00,2.4014406738e+03
37,4.9438586831e-01,-4.9360412359e-01,-1.6092914343e+00,2.3993669434e+03
38,4.9408495426e-01,-4.9318268895e-01,-1.7507176399e+00,2.3972832031e+03
39,4.9369451404e-01,-4.9295067787e-01,-1.7469127178e+00,2.3952097168e+03
40,4.9416750669e-01,-4.9407824874e-01,-1.1962962151e+00,2.3931374512e+03
41,4.9389138818e-01,-4.9465781450e-01,-1.8610278368e+00,2.3910480957e+03
42,4.9299645424e-01,-4.9367424846e-01,-1.5527445078e+00,2.3889765625e+03
43,4.9250701070e-01,-4.9338933825e-01,-1.9119386673e+00,2.3868977051e+03
44,4.9282285571e-01,-4.9351525307e-01,-1.9318993092e+00,2.3848188477e+03
45,4.9276831746e-01,-4.9358496070e-01,-1.7836964130e+00,2.3827424316e+03
46,4.9260866642e-01,-4.9342161417e-01,-1.3139824867e+00,2.3806713867e+03
47,4.9221196771e-01,-4.9245563149e-01,-1.2266588211e+00,2.3786022949e+03
48,4.9212816358e-01,-4.9157375097e-01,-1.6032899618e+00,2.3765324707e+03
49,4.9226710200e-01,-4.9131199718e-01,-1.8828169107e+00,2.3744643555e+03
50,4.9288114905e-01,-4.9257060885e-01,-2.2115678787e+00,2.3723950195e+03
51,4.9235424399e-01,-4.9342834949e-01,-2.1501867771e+00,2.3703264160e+03
52,4.9083375931e-01,-4.9238741398e-01,-1.6157410145e+00,2.3682592773e+03
53,4.9000504613e-01,-4.9096786976e-01,-1.4729454517e+00,2.3661989746e+03
54,4.9068531394e-01,-4.9129545689e-01,-1.8016101122e+00,2.3641359863e+03
55,4.9110496044e-01,-4.9196991324e-01,-2.4900248051e+00,2.3620756836e+03
56,4.8978102207e-01,-4.9085006118e-01,-2.1571061611e+00,2.3600173340e+03
57,4.8992311954e-01,-4.9069714546e-01,-1.5112732649e+00,2.3579624023e+03
58,4.9082416296e-01,-4.9102550745e-01,-1.5937148333e+00,2.3559074707e+03
59,4.9010303617e-01,-4.9045884609e-01,-2.4650452137e+00,2.3538505859e+03
60,4.8995122313e-01,-4.9008116126e-01,-2.2736666203e+00,2.3517949219e+03
61,4.9033188820e-01,-4.9018567801e-01,-2.0807640553e+00,2.3497438965e+03
62,4.9002963305e-01,-4.8933762312e-01,-2.4730906487e+00,2.3476962891e+03
63,4.8988839984e-01,-4.8908194900e-01,-2.1032643318e+00,2.3456477051e+03
64,4.9040842056e-01,-4.8988258839e-01,-1.7441043854e+00,2.3436020508e+03
65,4.8986178637e-01,-4.9018967152e-01,-1.8767986298e+00,2.3415595703e+03
66,4.8885661364e-01,-4.8953858018e-01,-2.2363011837e+00,2.3395161133e+03
67,4.8813125491e-01,-4.8927253485e-01,-2.1778676510e+00,2.3374711914e+03
68,4.8801264167e-01,-4.8958751559e-01,-2.1783556938e+00,2.3354345703e+03
69,4.8775959015e-01,-4.8943224549e-01,-1.4966938496e+00,2.3333984375e+03
70,4.8779881001e-01,-4.8800835013e-01,-1.9445283413e+00,2.3313603516e+03
71,4.8842418194e-01,-4.8730406165e-01,-2.6955032349e+00,2.3293310547e+03
72,4.8899677396e-01,-4.8765268922e-01,-2.9536702633e+00,2.3272941895e+03
73,4.8859208822e-01,-4.8840519786e-01,-2.4448237419e+00,2.3252670898e+03
74,4.8787263036e-01,-4.8811370134e-01,-1.8020089865e+00,2.3232346191e+03
75,4.8695701361e-01,-4.8734512925e-01,-1.6309633255e+00,2.3212062988e+03
76,4.8701158166e-01,-4.8739460111e-01,-1.7787011862e+00,2.3191784668e+03
77,4.8675912619e-01,-4.8710840940e-01,-2.4708714485e+00,2.3171577148e+03
78,4.8636433482e-01,-4.8656663299e-01,-2.5592529774e+00,2.3151369629e+03
79,4.8674690723e-01,-4.8631283641e-01,-2.3201541901e+00,2.3131176758e+03
80,4.8680168390e-01,-4.8601198196e-01,-2.4345533848e+00,2.3110993652e+03
81,4.8663374782e-01,-4.8599708080e-01,-2.3931562901e+00,2.3090854492e+03
82,4.8690709472e-01,-4.8670318723e-01,-2.5535044670e+00,2.3070668945e+03
83,4.8650467396e-01,-4.8640477657e-01,-1.8933171034e+00,2.3050541992e+03
84,4.8555681109e-01,-4.8535439372e-01,-1.6753337383e+00,2.3030412598e+03
85,4.8570540547e-01,-4.8507982492e-01,-2.2282478809e+00,2.3010380859e+03
86,4.8568052053e-01,-4.8447227478e-01,-2.9691972733e+00,2.2990292969e+03
87,4.8550280929e-01,-4.8457115889e-01,-2.9518840313e+00,2.2970263672e+03
88,4.8634588718e-01,-4.8545217514e-01,-2.0309770107e+00,2.2950217285e+03
89,4.8545840383e-01,-4.8479059339e-01,-1.6962039471e+00,2.2930256348e+03
