step,vx_5_10,singularity_count,dirichlet
871,2.5391509533e+00,4.0000000000e+01,7.5220000000e+03
872,2.5450723171e+00,5.5000000000e+01,7.3250000000e+03
873,2.5413169861e+00,5.4000000000e+01,7.4050000000e+03
874,2.5405986309e+00,3.8000000000e+01,7.4030000000e+03
875,2.5374603271e+00,4.1000000000e+01,7.3360000000e+03
876,2.5373270512e+00,5.0000000000e+01,7.3830000000e+03
877,2.5376996994e+00,4.7000000000e+01,7.4410000000e+03
878,2.5399534702e+00,4.8000000000e+01,7.4300000000e+03
879,2.5371208191e+00,4.3000000000e+01,7.3480000000e+03
880,2.5404353142e+00,5.2000000000e+01,7.4820000000e+03
881,2.5392398834e+00,4.3000000000e+01,7.3600000000e+03
882,2.5395495892e+00,4.9000000000e+01,7.5280000000e+03
883,2.5368309021e+00,3.7000000000e+01,7.3130000000e+03
884,2.5411586761e+00,3.7000000000e+01,7.3490000000e+03
885,2.5426187515e+00,4.1000000000e+01,7.4420000000e+03
886,2.5438263416e+00,4.2000000000e+01,7.3640000000e+03
887,2.5467536449e+00,4.9000000000e+01,7.4260000000e+03
888,2.5478153229e+00,5.1000000000e+01,7.3620000000e+03
889,2.5460488796e+00,4.0000000000e+01,7.5070000000e+03
890,2.5458462238e+00,5.2000000000e+01,7.4400000000e+03
891,2.5485305786e+00,5.1000000000e+01,7.2950000000e+03
892,2.5453891754e+00,3.7000000000e+01,7.2830000000e+03
893,2.5450921059e+00,4.5000000000e+01,7.4310000000e+03
894,2.5456643105e+00,2.9000000000e+01,7.4170000000e+03
895,2.5431296825e+00,3.9000000000e+01,7.3460000000e+03
896,2.5447463989e+00,4.6000000000e+01,7.4090000000e+03
897,2.5469367504e+00,4.8000000000e+01,7.3410000000e+03
898,2.5462212563e+00,4.4000000000e+01,7.3810000000e+03
899,2.5481619835e+00,4.6000000000e+01,7.3200000000e+03
900,2.5451536179e+00,4.2000000000e+01,7.4940000000e+03
901,2.5447232723e+00,5.6000000000e+01,7.4400000000e+03
902,2.5470931530e+00,4.7000000000e+01,7.4670000000e+03
903,2.5503487587e+00,3.6000000000e+01,7.4020000000e+03
904,2.5509533882e+00,4.5000000000e+01,7.3600000000e+03
905,2.5458338261e+00,5.9000000000e+01,7.4450000000e+03
906,2.5450396538e+00,5.2000000000e+01,7.3420000000e+03
907,2.5466723442e+00,4.5000000000e+01,7.4860000000e+03
908,2.5439939499e+00,3.8000000000e+01,7.3750000000e+03
909,2.5445997715e+00,5.3000000000e+01,7.4330000000e+03
910,2.5440542698e+00,5.6000000000e+01,7.3760000000e+03
911,2.5417926311e+00,5.5000000000e+01,7.3510000000e+03
912,2.5411012173e+00,4.2000000000e+01,7.3490000000e+03
913,2.5404789448e+00,4.8000000000e+01,7.4210000000e+03
914,2.5385596752e+00,4.0000000000e+01,7.4310000000e+03
915,2.5403730869e+00,4.7000000000e+01,7.3820000000e+03
916,2.5392739773e+00,3.9000000000e+01,7.3700000000e+03
917,2.5365231037e+00,5.8000000000e+01,7.4450000000e+03
918,2.5329172611e+00,4.1000000000e+01,7.4240000000e+03
919,2.5373415947e+00,4.7000000000e+01,7.3960000000e+03
920,2.5306739807e+00,4.5000000000e+01,7.2450000000e+03
921,2.5331010818e+00,4.5000000000e+01,7.3410000000e+03
922,2.5320932865e+00,5.2000000000e+01,7.3900000000e+03
923,2.5305643082e+00,4.1000000000e+01,7.3830000000e+03
924,2.5278291702e+00,4.4000000000e+01,7.3470000000e+03
925,2.5314695835e+00,3.8000000000e+01,7.3820000000e+03
926,2.5309553146e+00,4.3000000000e+01,7.3790000000e+03
927,2.5299098492e+00,4.6000000000e+01,7.5900000000e+03
928,2.5274078846e+00,4.5000000000e+01,7.5220000000e+03
929,2.5284094810e+00,4.3000000000e+01,7.3500000000e+03
930,2.5273802280e+00,5.2000000000e+01,5.4290000000e+03
931,2.5269353390e+00,3.9000000000e+01,7.3410000000e+03
932,2.5262134075e+00,5.0000000000e+01,7.3990000000e+03
933,2.5296750069e+00,5.8000000000e+01,7.3250000000e+03
934,2.5307683945e+00,4.5000000000e+01,7.4170000000e+03
935,2.5286118984e+00,3.8000000000e+01,7.3720000000e+03
936,2.5344579220e+00,3.6000000000e+01,7.4000000000e+03
937,2.5319705009e+00,4.7000000000e+01,7.4500000000e+03
938,2.5380747318e+00,5.7000000000e+01,7.3500000000e+03
939,2.5362575054e+00,3.6000000000e+01,7.4920000000e+03
940,2.5302653313e+00,4.3000000000e+01,7.4570000000e+03
941,2.5328567028e+00,3.5000000000e+01,7.2720000000e+03
942,2.5348649025e+00,3.4000000000e+01,7.4510000000e+03
943,2.5288767815e+00,4.5000000000e+01,7.2530000000e+03
944,2.5352280140e+00,3.4000000000e+01,7.5400000000e+03
945,2.5323951244e+00,4.8000000000e+01,7.3480000000e+03
946,2.5369517803e+00,4.7000000000e+01,7.4170000000e+03
947,2.5329594612e+00,5.6000000000e+01,7.2920000000e+03
948,2.5356290340e+00,4.6000000000e+01,7.3460000000e+03
949,2.5320653915e+00,3.9000000000e+01,7.3700000000e+03
950,2.5331759453e+00,4.0000000000e+01,7.3620000000e+03
951,2.5341203213e+00,4.6000000000e+01,7.4640000000e+03
952,2.5351107121e+00,5.5000000000e+01,7.3690000000e+03
953,2.5349764824e+00,4.3000000000e+01,7.3470000000e+03
954,2.5380423069e+00,4.0000000000e+01,7.3390000000e+03
955,2.5419254303e+00,3.4000000000e+01,7.3790000000e+03
956,2.5418970585e+00,4.7000000000e+01,7.3610000000e+03
957,2.5386321545e+00,4.4000000000e+01,7.4750000000e+03
958,2.5450823307e+00,3.8000000000e+01,7.1410000000e+03
959,2.5420470238e+00,4.7000000000e+01,7.4570000000e+03
960,2.5401575565e+00,6.2000000000e+01,7.4580000000e+03
961,2.5456492901e+00,4.0000000000e+01,7.3520000000e+03
962,2.5476329327e+00,4.1000000000e+01,7.3370000000e+03
963,2.5472855568e+00,4.7000000000e+01,7.3640000000e+03
964,2.5530731678e+00,2.7000000000e+01,7.3150000000e+03
965,2.5573723316e+00,4.8000000000e+01,7.4660000000e+03
966,2.5559494495e+00,4.0000000000e+01,7.3360000000e+03
967,2.5502138138e+00,5.9000000000e+01,7.3310000000e+03
968,2.5597746372e+00,3.6000000000e+01,7.5030000000e+03
969,2.5494434834e+00,4.7000000000e+01,7.0950000000e+03
970,2.5532226562e+00,3.7000000000e+01,7.3880000000e+03
971,2.5511739254e+00,4.5000000000e+01,7.3300000000e+03
972,2.5498535633e+00,6.0000000000e+01,7.3380000000e+03
973,2.5495505333e+00,4.5000000000e+01,7.4790000000e+03
974,2.5526709557e+00,3.2000000000e+01,7.3550000000e+03
975,2.5540566444e+00,4.8000000000e+01,7.4490000000e+03
976,2.5471594334e+00,4.4000000000e+01,7.3350000000e+03
977,2.5526907444e+00,4.4000000000e+01,7.5350000000e+03
978,2.5516870022e+00,3.7000000000e+01,7.3760000000e+03
979,2.5492198467e+00,4.6000000000e+01,7.3530000000e+03
980,2.5507757664e+00,4.4000000000e+01,7.3640000000e+03
981,2.5468559265e+00,5.2000000000e+01,7.4880000000e+03
982,2.5464606285e+00,4.1000000000e+01,7.4050000000e+03
983,2.5440626144e+00,5.9000000000e+01,7.4290000000e+03
984,2.5405192375e+00,3.6000000000e+01,7.3510000000e+03
985,2.5422527790e+00,3.8000000000e+01,7.3330000000e+03
986,2.5380847454e+00,4.2000000000e+01,7.4020000000e+03
987,2.5398175716e+00,5.2000000000e+01,7.4700000000e+03
988,2.5431230068e+00,4.0000000000e+01,7.4300000000e+03
989,2.5297167301e+00,4.5000000000e+01,7.4200000000e+03
990,2.5360016823e+00,3.5000000000e+01,7.3910000000e+03
991,2.5333211422e+00,4.0000000000e+01,7.4320000000e+03
992,2.5352020264e+00,4.0000000000e+01,7.5340000000e+03
993,2.5373179913e+00,4.0000000000e+01,7.4520000000e+03
994,2.5334458351e+00,4.6000000000e+01,7.3730000000e+03
995,2.5353939533e+00,4.2000000000e+01,7.3360000000e+03
996,2.5397641659e+00,4.3000000000e+01,7.4400000000e+03
997,2.5308721066e+00,4.9000000000e+01,7.3040000000e+03
998,2.5344729424e+00,5.6000000000e+01,7.5140000000e+03
999,2.5382122993e+00,3.9000000000e+01,7.4260000000e+03
1000,2.5317168236e+00,4.4000000000e+01,7.2040000000e+03
1001,2.5296666622e+00,3.8000000000e+01,7.4470000000e+03
1002,2.5311083794e+00,4.0000000000e+01,7.3860000000e+03
1003,2.5366048813e+00,5.2000000000e+01,7.3020000000e+03
1004,2.5301318169e+00,3.9000000000e+01,7.3310000000e+03
1005,2.5354409218e+00,6.4000000000e+01,7.3570000000e+03
1006,2.5384433270e+00,4.6000000000e+01,7.3300000000e+03
1007,2.5334532261e+00,5.0000000000e+01,7.4710000000e+03
1008,2.5312430859e+00,5.1000000000e+01,7.2000000000e+03
1009,2.5338313580e+00,4.0000000000e+01,7.4730000000e+03
1010,2.5332860947e+00,6.0000000000e+01,7.4090000000e+03
1011,2.5294303894e+00,3.7000000000e+01,7.4710000000e+03
1012,2.5288252831e+00,3.9000000000e+01,7.4410000000e+03
1013,2.5362529755e+00,5.0000000000e+01,7.3730000000e+03
1014,2.5324566364e+00,4.4000000000e+01,7.1470000000e+03
1015,2.5345649719e+00,3.3000000000e+01,7.4920000000e+03
1016,2.5345561504e+00,3.9000000000e+01,7.2890000000e+03
1017,2.5316908360e+00,5.0000000000e+01,7.3970000000e+03
1018,2.5341930389e+00,5.8000000000e+01,7.3310000000e+03
1019,2.5323219299e+00,5.4000000000e+01,7.5970000000e+03
1020,2.5297951698e+00,3.9000000000e+01,7.3200000000e+03
1021,2.5312650204e+00,5.4000000000e+01,7.3140000000e+03
1022,2.5334405899e+00,4.7000000000e+01,7.3540000000e+03
1023,2.5348117352e+00,3.6000000000e+01,7.4490000000e+03
1024,2.5373198986e+00,4.1000000000e+01,7.3990000000e+03
1025,2.5345721245e+00,5.2000000000e+01,7.5330000000e+03
1026,2.5353872776e+00,4.5000000000e+01,7.2680000000e+03
1027,2.5325157642e+00,4.4000000000e+01,7.4990000000e+03
1028,2.5368106365e+00,5.8000000000e+01,7.4070000000e+03
1029,2.5381810665e+00,4.1000000000e+01,7.4000000000e+03
1030,2.5369615555e+00,4.5000000000e+01,7.4330000000e+03
1031,2.5458903313e+00,4.4000000000e+01,7.2610000000e+03
1032,2.5423595905e+00,5.4000000000e+01,7.2280000000e+03
1033,2.5482330322e+00,4.7000000000e+01,7.2940000000e+03
1034,2.5482068062e+00,3.7000000000e+01,7.5320000000e+03
1035,2.5489308834e+00,4.9000000000e+01,7.4440000000e+03
1036,2.5515594482e+00,5.2000000000e+01,7.3570000000e+03
1037,2.5497148037e+00,4.0000000000e+01,7.3100000000e+03
1038,2.5559082031e+00,3.8000000000e+01,7.3190000000e+03
1039,2.5557556152e+00,4.7000000000e+01,7.3160000000e+03
1040,2.5558502674e+00,2.8000000000e+01,7.4300000000e+03
1041,2.5576448441e+00,5.2000000000e+01,7.3510000000e+03
1042,2.5557544231e+00,5.7000000000e+01,7.4570000000e+03
1043,2.5595922470e+00,4.2000000000e+01,7.1710000000e+03
1044,2.5625295639e+00,4.0000000000e+01,7.4520000000e+03
1045,2.5502164364e+00,3.6000000000e+01,7.4640000000e+03
1046,2.5465216637e+00,5.6000000000e+01,7.3600000000e+03
1047,2.5479438305e+00,5.8000000000e+01,7.3510000000e+03
1048,2.5440208912e+00,5.4000000000e+01,7.3440000000e+03
1049,2.5434861183e+00,4.5000000000e+01,7.4570000000e+03
1050,2.5484569073e+00,4.4000000000e+01,7.5100000000e+03
1051,2.5449910164e+00,5.1000000000e+01,7.3570000000e+03
1052,2.5433461666e+00,5.5000000000e+01,7.2840000000e+03
1053,2.5422811508e+00,4.2000000000e+01,7.2980000000e+03
1054,2.5426683426e+00,5.3000000000e+01,7.5090000000e+03
1055,2.5412685871e+00,4.5000000000e+01,7.2420000000e+03
1056,2.5422973633e+00,5.2000000000e+01,7.3970000000e+03
1057,2.5408489704e+00,4.3000000000e+01,7.3660000000e+03
1058,2.5388710499e+00,4.5000000000e+01,7.3840000000e+03
1059,2.5380530357e+00,4.7000000000e+01,7.3840000000e+03
1060,2.5422532558e+00,4.7000000000e+01,7.2750000000e+03
1061,2.5392129421e+00,4.6000000000e+01,7.4650000000e+03
1062,2.5371403694e+00,4.1000000000e+01,7.4160000000e+03
1063,2.5359127522e+00,5.0000000000e+01,7.3340000000e+03
1064,2.5355246067e+00,3.7000000000e+01,7.4930000000e+03
1065,2.5380430222e+00,4.2000000000e+01,7.4500000000e+03
1066,2.5328161716e+00,5.4000000000e+01,7.3150000000e+03
1067,2.5312294960e+00,4.5000000000e+01,7.5070000000e+03
1068,2.5316121578e+00,4.3000000000e+01,7.3890000000e+03
1069,2.5354487896e+00,4.1000000000e+01,7.3400000000e+03
1070,2.5304319859e+00,4.8000000000e+01,7.5160000000e+03
1071,2.5338339806e+00,5.4000000000e+01,7.2950000000e+03
1072,2.5347723961e+00,3.2000000000e+01,7.3940000000e+03
1073,2.5294308662e+00,4.1000000000e+01,7.3720000000e+03
1074,2.5283679962e+00,4.2000000000e+01,7.2970000000e+03
1075,2.5288524628e+00,5.2000000000e+01,7.2420000000e+03
1076,2.5306367874e+00,4.6000000000e+01,7.3690000000e+03
1077,2.5313379765e+00,4.6000000000e+01,7.4500000000e+03
1078,2.5281081200e+00,5.1000000000e+01,7.2780000000e+03
1079,2.5378339291e+00,5.2000000000e+01,7.4580000000e+03
1080,2.5290451050e+00,4.1000000000e+01,7.1820000000e+03
1081,2.5276355743e+00,4.6000000000e+01,7.3630000000e+03
1082,2.5277540684e+00,4.5000000000e+01,7.2300000000e+03
1083,2.5283260345e+00,4.4000000000e+01,7.4660000000e+03
1084,2.5304841995e+00,6.1000000000e+01,7.4020000000e+03
1085,2.5278708935e+00,4.3000000000e+01,7.3920000000e+03
1086,2.5300261974e+00,4.1000000000e+01,7.4620000000e+03
1087,2.5291409492e+00,4.6000000000e+01,7.4810000000e+03
1088,2.5331127644e+00,4.4000000000e+01,7.3280000000e+03
1089,2.5338180065e+00,6.3000000000e+01,7.5510000000e+03
1090,2.5345532894e+00,4.9000000000e+01,7.3050000000e+03
1091,2.5363755226e+00,4.5000000000e+01,7.4630000000e+03
1092,2.5325016975e+00,5.3000000000e+01,7.2600000000e+03
1093,2.5297474861e+00,4.4000000000e+01,7.4450000000e+03
1094,2.5381453037e+00,4.2000000000e+01,7.3910000000e+03
1095,2.5340156555e+00,4.3000000000e+01,7.4770000000e+03
1096,2.5365192890e+00,4.6000000000e+01,7.3750000000e+03
1097,2.5335292816e+00,4.9000000000e+01,7.4330000000e+03
1098,2.5371356010e+00,4.5000000000e+01,7.4640000000e+03
1099,2.5349001884e+00,4.5000000000e+01,7.3210000000e+03
1100,2.5359940529e+00,4.8000000000e+01,7.2990000000e+03
1101,2.5370051861e+00,3.9000000000e+01,7.3300000000e+03
1102,2.5421934128e+00,4.7000000000e+01,7.3700000000e+03
1103,2.5421683788e+00,4.2000000000e+01,7.4230000000e+03
1104,2.5451490879e+00,4.6000000000e+01,7.5270000000e+03
1105,2.5439968109e+00,4.1000000000e+01,7.2880000000e+03
1106,2.5479526520e+00,3.5000000000e+01,7.3940000000e+03
1107,2.5473024845e+00,4.7000000000e+01,7.4530000000e+03
1108,2.5498847961e+00,5.3000000000e+01,7.3240000000e+03
1109,2.5455534458e+00,4.9000000000e+01,7.4440000000e+03
1110,2.5401325226e+00,3.8000000000e+01,7.4120000000e+03
1111,2.5479853153e+00,5.1000000000e+01,7.2780000000e+03
1112,2.5482594967e+00,3.8000000000e+01,7.3820000000e+03
1113,2.5469560623e+00,4.3000000000e+01,7.1970000000e+03
1114,2.5511016846e+00,5.3000000000e+01,7.4470000000e+03
1115,2.5516779423e+00,4.6000000000e+01,7.4190000000e+03
1116,2.5493166447e+00,5.0000000000e+01,7.5280000000e+03
1117,2.5504865646e+00,4.0000000000e+01,7.2510000000e+03
1118,2.5504562855e+00,3.6000000000e+01,7.3290000000e+03
1119,2.5537207127e+00,4.4000000000e+01,7.3950000000e+03
1120,2.5500159264e+00,5.4000000000e+01,7.3280000000e+03
1121,2.5523636341e+00,5.3000000000e+01,7.4520000000e+03
1122,2.5491616726e+00,3.8000000000e+01,7.4280000000e+03
1123,2.5493016243e+00,4.8000000000e+01,7.2870000000e+03
1124,2.5455651283e+00,4.4000000000e+01,7.4600000000e+03
1125,2.5467903614e+00,4.2000000000e+01,7.2250000000e+03
1126,2.5519907475e+00,4.6000000000e+01,7.4130000000e+03
1127,2.5498070717e+00,4.3000000000e+01,7.5380000000e+03
1128,2.5493595600e+00,5.2000000000e+01,7.4260000000e+03
1129,2.5462558270e+00,5.1000000000e+01,7.4270000000e+03
1130,2.5441777706e+00,4.4000000000e+01,7.4680000000e+03
1131,2.5368151665e+00,3.6000000000e+01,7.3480000000e+03
1132,2.5376870632e+00,4.2000000000e+01,7.5210000000e+03
1133,2.5434300900e+00,4.7000000000e+01,7.4230000000e+03
1134,2.5410912037e+00,5.1000000000e+01,7.5360000000e+03
1135,2.5400698185e+00,4.2000000000e+01,7.4020000000e+03
1136,2.5435180664e+00,3.8000000000e+01,7.3800000000e+03
1137,2.5420105457e+00,4.7000000000e+01,7.4110000000e+03
1138,2.5479631424e+00,4.7000000000e+01,7.4030000000e+03
1139,2.5389659405e+00,5.9000000000e+01,7.3460000000e+03
1140,2.5426626205e+00,5.2000000000e+01,7.4180000000e+03
1141,2.5376191139e+00,5.3000000000e+01,7.5160000000e+03
1142,2.5360209942e+00,4.4000000000e+01,7.5360000000e+03
1143,2.5412840843e+00,4.5000000000e+01,7.3060000000e+03
1144,2.5379972458e+00,5.5000000000e+01,7.3470000000e+03
1145,2.5394895077e+00,4.5000000000e+01,7.3470000000e+03
1146,2.5383939743e+00,4.4000000000e+01,7.4400000000e+03
1147,2.5344607830e+00,3.7000000000e+01,7.3750000000e+03
1148,2.5350637436e+00,4.7000000000e+01,7.3670000000e+03
1149,2.5345783234e+00,3.5000000000e+01,7.3930000000e+03
1150,2.5346653461e+00,5.5000000000e+01,7.3620000000e+03
1151,2.5350301266e+00,4.2000000000e+01,7.3480000000e+03
1152,2.5283136368e+00,4.9000000000e+01,7.4000000000e+03
1153,2.5326452255e+00,3.4000000000e+01,7.3210000000e+03
1154,2.5379080772e+00,3.4000000000e+01,7.3210000000e+03
1155,2.5301110744e+00,4.0000000000e+01,7.3750000000e+03
1156,2.5346708298e+00,6.0000000000e+01,7.5260000000e+03
1157,2.5317487717e+00,4.4000000000e+01,7.4120000000e+03
1158,2.5337185860e+00,4.6000000000e+01,7.3500000000e+03
1159,2.5349955559e+00,4.8000000000e+01,7.3580000000e+03
1160,2.5273950100e+00,3.5000000000e+01,7.4020000000e+03
1161,2.5301165581e+00,5.2000000000e+01,7.3370000000e+03
1162,2.5326919556e+00,4.3000000000e+01,7.4250000000e+03
1163,2.5302839279e+00,4.1000000000e+01,7.2920000000e+03
1164,2.5341331959e+00,5.9000000000e+01,7.3790000000e+03
1165,2.5351505280e+00,4.7000000000e+01,7.2910000000e+03
1166,2.5327479839e+00,4.5000000000e+01,7.5260000000e+03
1167,2.5329375267e+00,4.9000000000e+01,7.4700000000e+03
1168,2.5366668701e+00,4.4000000000e+01,7.4210000000e+03
1169,2.5342350006e+00,4.7000000000e+01,7.4440000000e+03
1170,2.5385274887e+00,3.4000000000e+01,7.2850000000e+03
1171,2.5343294144e+00,4.5000000000e+01,7.3360000000e+03
1172,2.5381944180e+00,4.3000000000e+01,7.4230000000e+03
1173,2.5431487560e+00,5.3000000000e+01,7.4000000000e+03
1174,2.5358822346e+00,4.0000000000e+01,7.4660000000e+03
1175,2.5371036530e+00,3.7000000000e+01,7.3560000000e+03
1176,2.5348067284e+00,6.9000000000e+01,7.4150000000e+03
1177,2.5381994247e+00,4.4000000000e+01,7.3860000000e+03
1178,2.5387163162e+00,3.4000000000e+01,7.4170000000e+03
1179,2.5395073891e+00,4.7000000000e+01,7.4080000000e+03
1180,2.5353105068e+00,4.3000000000e+01,7.3610000000e+03
1181,2.5434854031e+00,4.4000000000e+01,7.3900000000e+03
1182,2.5415318012e+00,3.9000000000e+01,7.4370000000e+03
1183,2.5413961411e+00,3.9000000000e+01,7.4570000000e+03
1184,2.5427541733e+00,3.3000000000e+01,7.4070000000e+03
1185,2.5401332378e+00,4.4000000000e+01,7.3700000000e+03
1186,2.5391559601e+00,5.0000000000e+01,7.3550000000e+03
1187,2.5435421467e+00,4.4000000000e+01,7.3770000000e+03
1188,2.5463058949e+00,4.0000000000e+01,7.5230000000e+03
1189,2.5486891270e+00,4.5000000000e+01,7.2710000000e+03
1190,2.5512292385e+00,3.7000000000e+01,7.3420000000e+03
1191,2.5504896641e+00,3.7000000000e+01,7.4820000000e+03
1192,2.5518546104e+00,4.4000000000e+01,7.5680000000e+03
1193,2.5522320271e+00,4.0000000000e+01,7.2750000000e+03
1194,2.5485534668e+00,4.2000000000e+01,7.3950000000e+03
1195,2.5518281460e+00,4.3000000000e+01,7.4000000000e+03
1196,2.5500421524e+00,4.7000000000e+01,7.3330000000e+03
1197,2.5489044189e+00,4.3000000000e+01,7.4170000000e+03
1198,2.5490167141e+00,3.6000000000e+01,7.3860000000e+03
1199,2.5512189865e+00,4.5000000000e+01,7.5060000000e+03
1200,2.5531964302e+00,3.9000000000e+01,7.3720000000e+03
1201,2.5497033596e+00,4.2000000000e+01,7.4040000000e+03
1202,2.5508971214e+00,5.3000000000e+01,7.5200000000e+03
1203,2.5575673580e+00,4.1000000000e+01,7.4350000000e+03
1204,2.5543568134e+00,5.1000000000e+01,7.3000000000e+03
1205,2.5501101017e+00,3.9000000000e+01,7.2910000000e+03
1206,2.5493721962e+00,5.7000000000e+01,7.4520000000e+03
1207,2.5455732346e+00,4.6000000000e+01,7.4490000000e+03
1208,2.5434856415e+00,4.0000000000e+01,7.2980000000e+03
1209,2.5397837162e+00,4.4000000000e+01,7.3290000000e+03
1210,2.5372595787e+00,5.4000000000e+01,7.5510000000e+03
1211,2.5370898247e+00,3.4000000000e+01,7.3220000000e+03
1212,2.5421652794e+00,4.3000000000e+01,7.4480000000e+03
1213,2.5374155045e+00,3.7000000000e+01,7.3300000000e+03
1214,2.5431046486e+00,4.4000000000e+01,7.4550000000e+03
1215,2.5384726524e+00,4.3000000000e+01,7.3380000000e+03
1216,2.5364406109e+00,3.4000000000e+01,7.3280000000e+03
1217,2.5367012024e+00,4.6000000000e+01,7.5420000000e+03
1218,2.5336949825e+00,3.9000000000e+01,7.3020000000e+03
1219,2.5325994492e+00,4.4000000000e+01,7.2900000000e+03
1220,2.5300376415e+00,3.7000000000e+01,7.4630000000e+03
1221,2.5274333954e+00,3.7000000000e+01,7.3390000000e+03
1222,2.5278441906e+00,3.9000000000e+01,7.4060000000e+03
1223,2.5280239582e+00,3.7000000000e+01,7.4070000000e+03
1224,2.5276761055e+00,5.0000000000e+01,7.3480000000e+03
1225,2.5276374817e+00,4.6000000000e+01,7.4080000000e+03
1226,2.5315165520e+00,5.3000000000e+01,7.3530000000e+03
1227,2.5238444805e+00,4.4000000000e+01,7.3740000000e+03
1228,2.5240783691e+00,5.1000000000e+01,7.3220000000e+03
1229,2.5264689922e+00,4.7000000000e+01,7.3990000000e+03
1230,2.5288774967e+00,3.7000000000e+01,7.4470000000e+03
1231,2.5275626183e+00,4.2000000000e+01,7.2970000000e+03
1232,2.5300338268e+00,5.3000000000e+01,7.4560000000e+03
1233,2.5285801888e+00,5.1000000000e+01,7.2730000000e+03
1234,2.5311648846e+00,5.1000000000e+01,7.4770000000e+03
1235,2.5285968781e+00,4.0000000000e+01,7.3770000000e+03
1236,2.5288085938e+00,4.5000000000e+01,7.3220000000e+03
1237,2.5307388306e+00,4.4000000000e+01,7.4880000000e+03
1238,2.5268683434e+00,4.5000000000e+01,7.3100000000e+03
1239,2.5284094810e+00,3.6000000000e+01,7.3290000000e+03
1240,2.5292785168e+00,4.9000000000e+01,7.2280000000e+03
1241,2.5293245316e+00,4.9000000000e+01,7.3740000000e+03
1242,2.5321993828e+00,3.9000000000e+01,7.4860000000e+03
1243,2.5315234661e+00,3.7000000000e+01,7.4700000000e+03
1244,2.5347633362e+00,2.4000000000e+01,7.4190000000e+03
1245,2.5296542645e+00,4.7000000000e+01,7.3410000000e+03
1246,2.5370411873e+00,5.2000000000e+01,7.4730000000e+03
1247,2.5382988453e+00,4.1000000000e+01,7.3370000000e+03
1248,2.5415236950e+00,3.8000000000e+01,7.3650000000e+03
1249,2.5425720215e+00,7.0000000000e+01,7.4360000000e+03
1250,2.5393970013e+00,4.2000000000e+01,7.3360000000e+03
1251,2.5394632816e+00,2.8000000000e+01,7.4140000000e+03
1252,2.5382468700e+00,5.2000000000e+01,7.3670000000e+03
1253,2.5417432785e+00,4.1000000000e+01,7.5310000000e+03
1254,2.5373697281e+00,3.6000000000e+01,7.3650000000e+03
1255,2.5411467552e+00,4.4000000000e+01,7.4250000000e+03
1256,2.5435912609e+00,6.6000000000e+01,7.4370000000e+03
1257,2.5458958149e+00,3.4000000000e+01,7.3870000000e+03
1258,2.5480096340e+00,4.8000000000e+01,7.2720000000e+03
1259,2.5459492207e+00,4.5000000000e+01,7.3620000000e+03
1260,2.5463087559e+00,4.5000000000e+01,7.4880000000e+03
1261,2.5490407944e+00,4.2000000000e+01,7.2700000000e+03
1262,2.5449087620e+00,4.7000000000e+01,7.3200000000e+03
1263,2.5439906120e+00,3.6000000000e+01,7.2620000000e+03
1264,2.5477812290e+00,4.9000000000e+01,7.4150000000e+03
1265,2.5477509499e+00,4.9000000000e+01,7.4320000000e+03
1266,2.5436527729e+00,4.0000000000e+01,7.3310000000e+03
1267,2.5479185581e+00,4.7000000000e+01,7.3930000000e+03
1268,2.5472700596e+00,4.8000000000e+01,7.3370000000e+03
1269,2.5471372604e+00,5.3000000000e+01,7.4210000000e+03
1270,2.5468800068e+00,3.7000000000e+01,7.4610000000e+03
1271,2.5480251312e+00,4.7000000000e+01,7.3380000000e+03
1272,2.5456855297e+00,4.6000000000e+01,7.4810000000e+03
1273,2.5463192463e+00,4.0000000000e+01,7.3490000000e+03
1274,2.5468935966e+00,2.7000000000e+01,7.3970000000e+03
1275,2.5487852097e+00,4.4000000000e+01,7.4650000000e+03
1276,2.5507540703e+00,3.5000000000e+01,7.4620000000e+03
1277,2.5485768318e+00,4.0000000000e+01,7.4420000000e+03
1278,2.5484814644e+00,4.3000000000e+01,7.3710000000e+03
1279,2.5469129086e+00,4.3000000000e+01,7.3150000000e+03
1280,2.5486092567e+00,4.8000000000e+01,7.4350000000e+03
1281,2.5476970673e+00,4.0000000000e+01,7.3340000000e+03
1282,2.5443167686e+00,4.6000000000e+01,7.3530000000e+03
1283,2.5442528725e+00,3.0000000000e+01,7.3420000000e+03
1284,2.5402307510e+00,4.0000000000e+01,7.4750000000e+03
1285,2.5431332588e+00,3.8000000000e+01,7.3330000000e+03
1286,2.5399134159e+00,3.1000000000e+01,7.2600000000e+03
1287,2.5367014408e+00,3.5000000000e+01,7.6100000000e+03
1288,2.5327675343e+00,4.2000000000e+01,7.2770000000e+03
1289,2.5359289646e+00,4.8000000000e+01,7.3770000000e+03
1290,2.5330102444e+00,4.2000000000e+01,7.4210000000e+03
1291,2.5329561234e+00,4.7000000000e+01,7.4570000000e+03
1292,2.5264449120e+00,4.4000000000e+01,7.3520000000e+03
1293,2.5237200260e+00,3.0000000000e+01,7.4750000000e+03
1294,2.5294053555e+00,4.6000000000e+01,7.4230000000e+03
1295,2.5294263363e+00,3.7000000000e+01,7.4570000000e+03
1296,2.5312132835e+00,4.0000000000e+01,7.4000000000e+03
1297,2.5250139236e+00,3.8000000000e+01,7.3310000000e+03
