step,vx_25_25,vy_25_25
0,4.9976587296e-01,-4.9976587296e-01
1,5.0136089325e-01,-5.0267595053e-01
2,5.0065457821e-01,-5.0278413296e-01
3,5.0065541267e-01,-5.0238639116e-01
4,5.0026100874e-01,-5.0169092417e-01
5,4.9967566133e-01,-5.0050002337e-01
6,4.9953335524e-01,-4.9983716011e-01
7,4.9984794855e-01,-4.9949219823e-01
8,5.0062626600e-01,-4.9980476499e-01
9,5.0134134293e-01,-5.0031155348e-01
10,5.0141203403e-01,-5.0056868792e-01
11,5.0092208385e-01,-5.0018823147e-01
12,5.0004029274e-01,-4.9967220426e-01
13,4.9920758605e-01,-4.9948683381e-01
14,4.9880009890e-01,-4.9948176742e-01
15,4.9889099598e-01,-4.9956914783e-01
16,4.9889522791e-01,-4.9944347143e-01
17,4.9864986539e-01,-4.9929749966e-01
18,4.9807044864e-01,-4.9900349975e-01
19,4.9794313312e-01,-4.9908986688e-01
20,4.9792191386e-01,-4.9955686927e-01
21,4.9795690179e-01,-4.9948054552e-01
22,4.9771767855e-01,-4.9856457114e-01
23,4.9701115489e-01,-4.9728274345e-01
24,4.9647003412e-01,-4.9634438753e-01
25,4.9654373527e-01,-4.9619209766e-01
26,4.9692353606e-01,-4.9651113153e-01
27,4.9725484848e-01,-4.9701023102e-01
28,4.9739792943e-01,-4.9716657400e-01
29,4.9689692259e-01,-4.9704316258e-01
30,4.9640202522e-01,-4.9664682150e-01
31,4.9618333578e-01,-4.9626851082e-01
32,4.9639585614e-01,-4.9618899822e-01
33,4.9660322070e-01,-4.9614718556e-01
34,4.9657362700e-01,-4.9597609043e-01
35,4.9629855156e-01,-4.9585759640e-01
36,4.9581697583e-01,-4.9580582976e-01
37,4.9548810720e-01,-4.9582427740e-01
38,4.9509364367e-01,-4.9560233951e-01
39,4.9459984899e-01,-4.9516460299e-01
40,4.9436768889e-01,-4.9461615086e-01
41,4.9451401830e-01,-4.9455821514e-01
42,4.9492314458e-01,-4.9494200945e-01
43,4.9540340900e-01,-4.9545153975e-01
44,4.9534791708e-01,-4.9563503265e-01
45,4.9483776093e-01,-4.9531751871e-01
46,4.9399948120e-01,-4.9437865615e-01
47,4.9315857887e-01,-4.9348565936e-01
48,4.9254798889e-01,-4.9265053868e-01
49,4.9247264862e-01,-4.9229457974e-01
50,4.9265921116e-01,-4.9225869775e-01
51,4.9294769764e-01,-4.9248281121e-01
52,4.9325615168e-01,-4.9267908931e-01
53,4.9315011501e-01,-4.9264004827e-01
54,4.9293094873e-01,-4.9244463444e-01
55,4.9254912138e-01,-4.9223467708e-01
56,4.9247440696e-01,-4.9246576428e-01
57,4.9241176248e-01,-4.9245131016e-01
58,4.9228838086e-01,-4.9224236608e-01
59,4.9199125171e-01,-4.9191561341e-01
60,4.9182447791e-01,-4.9184882641e-01
61,4.9176570773e-01,-4.9211838841e-01
62,4.9163979292e-01,-4.9212947488e-01
63,4.9149832129e-01,-4.9195751548e-01
64,4.9121293426e-01,-4.9151438475e-01
65,4.9070867896e-01,-4.9118611217e-01
