step,vx_25_25,vy_25_25
0,4.9976587296e-01,-4.9976587296e-01
1,5.0021761656e-01,-5.0233125687e-01
2,5.0024408102e-01,-5.0206607580e-01
3,5.0034564734e-01,-5.0203621387e-01
4,5.0028830767e-01,-5.0211197138e-01
5,5.0053507090e-01,-5.0218129158e-01
6,5.0065785646e-01,-5.0210046768e-01
7,5.0080740452e-01,-5.0219625235e-01
8,5.0088357925e-01,-5.0223964453e-01
9,5.0097507238e-01,-5.0221270323e-01
10,5.0108665228e-01,-5.0205767155e-01
11,5.0118553638e-01,-5.0198239088e-01
12,5.0121563673e-01,-5.0189280510e-01
13,5.0135236979e-01,-5.0176149607e-01
14,5.0142139196e-01,-5.0154721737e-01
15,5.0151824951e-01,-5.0148427486e-01
16,5.0145077705e-01,-5.0149393082e-01
17,5.0150692463e-01,-5.0138902664e-01
18,5.0158828497e-01,-5.0148081779e-01
19,5.0152456760e-01,-5.0145524740e-01
20,5.0160640478e-01,-5.0145196915e-01
21,5.0158131123e-01,-5.0142097473e-01
22,5.0159025192e-01,-5.0150746107e-01
23,5.0155186653e-01,-5.0153273344e-01
24,5.0159853697e-01,-5.0147032738e-01
25,5.0154787302e-01,-5.0143283606e-01
26,5.0149041414e-01,-5.0139784813e-01
27,5.0144964457e-01,-5.0143444538e-01
28,5.0137937069e-01,-5.0140410662e-01
29,5.0131648779e-01,-5.0153225660e-01
30,5.0145417452e-01,-5.0141805410e-01
31,5.0147128105e-01,-5.0149112940e-01
32,5.0134843588e-01,-5.0150114298e-01
33,5.0142997503e-01,-5.0153994560e-01
34,5.0151324272e-01,-5.0149428844e-01
35,5.0136053562e-01,-5.0163275003e-01
36,5.0159215927e-01,-5.0161796808e-01
37,5.0130861998e-01,-5.0164240599e-01
38,5.0141441822e-01,-5.0171947479e-01
39,5.0130939484e-01,-5.0173389912e-01
40,5.0144046545e-01,-5.0166207552e-01
41,5.0138539076e-01,-5.0171673298e-01
42,5.0135517120e-01,-5.0169432163e-01
43,5.0129640102e-01,-5.0165367126e-01
44,5.0135701895e-01,-5.0160706043e-01
45,5.0131195784e-01,-5.0155484676e-01
46,5.0119084120e-01,-5.0165283680e-01
47,5.0120723248e-01,-5.0160300732e-01
48,5.0126343966e-01,-5.0147050619e-01
49,5.0124359131e-01,-5.0146299601e-01
50,5.0124800205e-01,-5.0136387348e-01
51,5.0126808882e-01,-5.0129067898e-01
52,5.0128376484e-01,-5.0126326084e-01
53,5.0117272139e-01,-5.0133174658e-01
54,5.0111699104e-01,-5.0131571293e-01
55,5.0117182732e-01,-5.0129365921e-01
56,5.0116789341e-01,-5.0116604567e-01
57,5.0117909908e-01,-5.0123316050e-01
58,5.0113022327e-01,-5.0123226643e-01
59,5.0107330084e-01,-5.0114929676e-01
60,5.0105494261e-01,-5.0111275911e-01
61,5.0108367205e-01,-5.0112301111e-01
62,5.0106066465e-01,-5.0111997128e-01
63,5.0108796358e-01,-5.0115621090e-01
64,5.0113409758e-01,-5.0113153458e-01
65,5.0085765123e-01,-5.0120735168e-01
66,5.0080209970e-01,-5.0124055147e-01
67,5.0091880560e-01,-5.0119763613e-01
68,5.0092297792e-01,-5.0136929750e-01
69,5.0092834234e-01,-5.0131231546e-01
70,5.0087487698e-01,-5.0121659040e-01
71,5.0079488754e-01,-5.0131469965e-01
72,5.0089669228e-01,-5.0123196840e-01
73,5.0077790022e-01,-5.0127178431e-01
74,5.0073212385e-01,-5.0133663416e-01
75,5.0082033873e-01,-5.0125879049e-01
76,5.0092983246e-01,-5.0130867958e-01
77,5.0069296360e-01,-5.0134569407e-01
78,5.0069850683e-01,-5.0137948990e-01
79,5.0079476833e-01,-5.0133061409e-01
80,5.0086134672e-01,-5.0159239769e-01
81,5.0080788136e-01,-5.0134968758e-01
82,5.0074380636e-01,-5.0145369768e-01
83,5.0075882673e-01,-5.0143682957e-01
84,5.0072127581e-01,-5.0144791603e-01
85,5.0067919493e-01,-5.0147777796e-01
