step,vx_62_62,vy_62_62,pressure_62_62,energy
0,4.9999997020e-01,-4.9999997020e-01,0.0000000000e+00,1.5374956055e+04
1,5.0116229057e-01,-5.0099116564e-01,-9.4678604603e-01,1.5532384766e+04
2,5.0106972456e-01,-5.0110161304e-01,5.5076780319e+00,1.5539027344e+04
3,5.0063925982e-01,-5.0098156929e-01,4.9865789413e+00,1.5542773438e+04
4,5.0070458651e-01,-5.0093299150e-01,6.0969700813e+00,1.5544841797e+04
5,5.0055050850e-01,-5.0076913834e-01,6.5269575119e+00,1.5545819336e+04
6,5.0059103966e-01,-5.0065857172e-01,6.4287052155e+00,1.5546113281e+04
7,5.0063818693e-01,-5.0071436167e-01,6.5669355392e+00,1.5545944336e+04
8,5.0081115961e-01,-5.0063568354e-01,6.5132532120e+00,1.5545431641e+04
9,5.0076168776e-01,-5.0051492453e-01,6.5722122192e+00,1.5544689453e+04
10,5.0066387653e-01,-5.0073033571e-01,6.5778493881e+00,1.5543765625e+04
11,5.0079566240e-01,-5.0105053186e-01,6.6496982574e+00,1.5542689453e+04
12,5.0061786175e-01,-5.0093936920e-01,6.6696820259e+00,1.5541501953e+04
13,5.0027489662e-01,-5.0057917833e-01,6.4304585457e+00,1.5540226562e+04
14,5.0034749508e-01,-5.0041693449e-01,6.5116624832e+00,1.5538865234e+04
15,5.0058788061e-01,-5.0049477816e-01,6.3390417099e+00,1.5537448242e+04
16,5.0059682131e-01,-5.0047707558e-01,6.3864116669e+00,1.5535976562e+04
17,5.0036120415e-01,-5.0042772293e-01,6.2931418419e+00,1.5534460938e+04
18,5.0025486946e-01,-5.0039452314e-01,5.9764719009e+00,1.5532900391e+04
19,5.0023555756e-01,-5.0026577711e-01,6.0966706276e+00,1.5531307617e+04
20,5.0016725063e-01,-5.0002056360e-01,6.1305389404e+00,1.5529698242e+04
21,5.0018131733e-01,-5.0002706051e-01,6.3454785347e+00,1.5528046875e+04
22,5.0031524897e-01,-5.0021177530e-01,6.4906306267e+00,1.5526377930e+04
