step,vx_12_12,vy_12_12
0,4.9999982119e-01,-4.9999982119e-01
1,5.0519108772e-01,-5.0519108772e-01
2,5.0416260958e-01,-5.0416237116e-01
3,5.0385206938e-01,-5.0358045101e-01
4,5.0368362665e-01,-5.0318133831e-01
5,5.0352621078e-01,-5.0276756287e-01
6,5.0337868929e-01,-5.0234222412e-01
7,5.0324082375e-01,-5.0190681219e-01
8,5.0311249495e-01,-5.0146204233e-01
9,5.0299346447e-01,-5.0100857019e-01
10,5.0288379192e-01,-5.0054675341e-01
11,5.0263273716e-01,-5.0083070993e-01
12,5.0237905979e-01,-5.0109779835e-01
13,5.0214213133e-01,-5.0136095285e-01
14,5.0191783905e-01,-5.0162082911e-01
15,5.0170344114e-01,-5.0187766552e-01
16,5.0149738789e-01,-5.0213146210e-01
17,5.0143253803e-01,-4.9950930476e-01
18,5.0107944012e-01,-4.9872013927e-01
19,5.0074285269e-01,-4.9818414450e-01
20,5.0041145086e-01,-4.9763619900e-01
21,5.0008821487e-01,-4.9707651138e-01
22,4.9977493286e-01,-4.9650520086e-01
23,4.9947276711e-01,-4.9592208862e-01
24,4.9927759171e-01,-4.9617025256e-01
25,4.9909335375e-01,-4.9641141295e-01
26,4.9904742837e-01,-4.9624320865e-01
27,4.9908229709e-01,-4.9592801929e-01
28,4.9898257852e-01,-4.9583655596e-01
29,4.9886095524e-01,-4.9551141262e-01
30,4.9857020378e-01,-4.9517008662e-01
31,4.9830409884e-01,-4.9481090903e-01
32,4.9805814028e-01,-4.9443742633e-01
33,4.9782958627e-01,-4.9405214190e-01
34,4.9761635065e-01,-4.9365720153e-01
35,4.9721199274e-01,-4.9336403608e-01
36,4.9679633975e-01,-4.9305468798e-01
37,4.9637028575e-01,-4.9273115396e-01
38,4.9627649784e-01,-4.9238300323e-01
39,4.9569436908e-01,-4.9194914103e-01
40,4.9585798383e-01,-4.9132701755e-01
41,4.9517938495e-01,-4.9106746912e-01
42,4.9503046274e-01,-4.9095118046e-01
43,4.9488663673e-01,-4.9037098885e-01
44,4.9437981844e-01,-4.9012544751e-01
45,4.9429935217e-01,-4.9023294449e-01
46,4.9405437708e-01,-4.8958674073e-01
47,4.9388691783e-01,-4.8972454667e-01
48,4.9341562390e-01,-4.8944908381e-01
49,4.9354952574e-01,-4.8904889822e-01
50,4.9291422963e-01,-4.8907098174e-01
51,4.9287465215e-01,-4.8853269219e-01
52,4.9274307489e-01,-4.8839464784e-01
53,4.9217051268e-01,-4.8805245757e-01
54,4.9204361439e-01,-4.8791003227e-01
55,4.9190750718e-01,-4.8728227615e-01
56,4.9122196436e-01,-4.8737683892e-01
57,4.9131125212e-01,-4.8682090640e-01
58,4.9087801576e-01,-4.8639196157e-01
59,4.9058878422e-01,-4.8650470376e-01
60,4.9036622047e-01,-4.8595935106e-01
61,4.9005866051e-01,-4.8574605584e-01
62,4.8984390497e-01,-4.8582899570e-01
63,4.8947107792e-01,-4.8509997129e-01
64,4.8929482698e-01,-4.8526149988e-01
