step,vx_112_50,vy_112_50,pressure_112_50,Cd,Cl,energy
0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9600000000e+02
1,1.9717313051e+00,-7.0000003325e-04,3.6471546875e+05,7.6581451416e+01,-4.0624998510e-03,2.9760250000e+04
2,2.0077502728e+00,2.5294994703e-04,6.7930405273e+03,3.0227899551e+00,-8.4313966334e-02,3.0521667969e+04
3,2.0086867809e+00,2.8278733953e-04,1.8375061035e+02,1.5404176712e+00,-5.7733763009e-02,3.0542587891e+04
4,2.0090305805e+00,2.7641706401e-04,6.8606872559e+01,1.3114379644e+00,4.1229248745e-04,3.0548712891e+04
5,2.0090425014e+00,2.8505807859e-04,6.8355584145e-01,1.2202749252e+00,6.7901611328e-04,3.0547828125e+04
6,2.0086317062e+00,2.9067712603e-04,-6.9997566223e+01,1.1920406818e+00,2.2705536336e-02,3.0542947266e+04
7,2.0080173016e+00,2.4603662314e-04,-1.2166268921e+02,1.1400144100e+00,3.1280823052e-02,3.0533099609e+04
8,2.0070700645e+00,2.2864049242e-04,-1.6932144165e+02,1.1446678638e+00,-2.5384062901e-02,3.0518041016e+04
9,2.0060017109e+00,1.7949345056e-04,-1.9397773743e+02,1.1040970087e+00,-5.2517699078e-03,3.0499353516e+04
10,2.0049555302e+00,1.0320997535e-04,-2.0688465881e+02,1.0961265564e+00,4.2979124933e-02,3.0478011719e+04
11,2.0037982464e+00,1.7759544789e-05,-2.1737487793e+02,1.1251370907e+00,4.0978852659e-02,3.0454910156e+04
12,2.0025517941e+00,9.0241650469e-05,-2.2737060547e+02,1.1260364056e+00,2.5260619819e-02,3.0430119141e+04
13,2.0012662411e+00,8.0229685409e-05,-2.3462777710e+02,1.1665537357e+00,6.2228394672e-03,3.0405240234e+04
14,1.9998906851e+00,5.1337283367e-05,-2.4211059570e+02,1.1851963997e+00,1.7918396741e-02,3.0380070312e+04
15,1.9986004829e+00,-1.3661651792e-05,-2.4122064209e+02,1.1164327860e+00,-7.6835630462e-03,3.0354884766e+04
16,1.9973148108e+00,-2.5961642677e-05,-2.4402621460e+02,1.1818683147e+00,-2.7705229819e-02,3.0331791016e+04
17,1.9960306883e+00,9.6882176877e-05,-2.3595640564e+02,1.1929178238e+00,-4.0958099067e-02,3.0309955078e+04
18,1.9949158430e+00,-1.5053925745e-04,-2.2436631775e+02,1.1674360037e+00,-3.1016845256e-02,3.0290984375e+04
19,1.9938064814e+00,-1.1510014883e-04,-1.9506375122e+02,1.1597689390e+00,-2.0624389872e-02,3.0274607422e+04
20,1.9930106401e+00,-2.3638969287e-04,-1.6078176880e+02,1.2266814709e+00,1.6996612772e-02,3.0261460938e+04
21,1.9923858643e+00,-1.9013691053e-04,-1.1650719452e+02,1.2512824535e+00,-8.2925418392e-03,3.0254480469e+04
22,1.9919619560e+00,-1.7427626881e-04,-7.8618377686e+01,1.2077805996e+00,1.9486236852e-03,3.0250308594e+04
23,1.9917254448e+00,-2.1501661104e-04,-4.1371440887e+01,1.1917282343e+00,-5.8335494250e-02,3.0250117188e+04
24,1.9917634726e+00,-2.8447969817e-04,3.4818723202e+00,1.2122511864e+00,-5.3252641112e-02,3.0254794922e+04
25,1.9919502735e+00,-1.1477747466e-04,4.8845676422e+01,1.2905242443e+00,-1.1401596479e-02,3.0264183594e+04
26,1.9924403429e+00,-2.8583870153e-04,8.7821029663e+01,1.2423752546e+00,7.0675658062e-03,3.0278947266e+04
27,1.9930162430e+00,-1.4284696954e-04,1.1828560638e+02,1.2581298351e+00,-5.3522109985e-02,3.0296882812e+04
28,1.9937641621e+00,-1.1382916273e-04,1.4491680908e+02,1.2143809795e+00,-1.5516357496e-02,3.0317853516e+04
29,1.9946982861e+00,-2.0118070825e-04,1.6972756958e+02,1.2450288534e+00,-2.7767257765e-02,3.0342736328e+04
30,1.9956774712e+00,-1.6245926963e-04,1.8756610107e+02,1.2709578276e+00,-7.1937562898e-03,3.0369058594e+04
31,1.9967694283e+00,-1.0613622726e-04,2.0265885925e+02,1.3101290464e+00,-3.2202225178e-02,3.0395630859e+04
32,1.9978512526e+00,-4.2064490117e-05,2.0753985596e+02,1.2642592192e+00,-3.6709442735e-02,3.0424873047e+04
33,1.9989849329e+00,-5.4071006161e-05,2.1553813171e+02,1.2428165674e+00,-4.0290299803e-02,3.0454259766e+04
34,2.0000550747e+00,-3.9598897274e-05,2.0926870728e+02,1.2862521410e+00,6.0688783415e-03,3.0483439453e+04
35,2.0010948181e+00,6.0399921495e-05,2.0444647217e+02,1.2887994051e+00,-6.1293030158e-03,3.0512126953e+04
36,2.0021648407e+00,1.4876858040e-04,1.9521426392e+02,1.2626205683e+00,-5.1879882812e-04,3.0538390625e+04
37,2.0030879974e+00,1.8377118977e-05,1.8131500244e+02,1.2099473476e+00,2.1011276171e-02,3.0564048828e+04
38,2.0039587021e+00,4.1469815187e-05,1.6030499268e+02,1.2384672165e+00,-5.4811858572e-03,3.0586884766e+04
39,2.0046555996e+00,1.6949485871e-04,1.3962239075e+02,1.2486320734e+00,-5.3081132472e-02,3.0605902344e+04
40,2.0051963329e+00,8.7627522589e-05,1.1022789001e+02,1.2274703979e+00,-8.5560604930e-03,3.0622255859e+04
41,2.0055952072e+00,2.3470372253e-04,7.4732406616e+01,1.2605698109e+00,-1.6773605719e-02,3.0633998047e+04
42,2.0057940483e+00,1.4217998250e-04,4.3781623840e+01,1.2549790144e+00,2.5248032063e-02,3.0643013672e+04
43,2.0057971478e+00,1.3094839233e-04,5.3247466087e+00,1.1679800749e+00,-1.7464371398e-02,3.0649658203e+04
