step,vx_100_100,vy_100_100
0,4.9998757243e-01,-4.9998757243e-01
1,5.0051879883e-01,-5.0051879883e-01
2,5.0038987398e-01,-5.0038999319e-01
3,5.0038754940e-01,-5.0038272142e-01
4,5.0038528442e-01,-5.0037539005e-01
5,5.0038307905e-01,-5.0036811829e-01
6,5.0038087368e-01,-5.0036078691e-01
7,5.0037866831e-01,-5.0035333633e-01
8,5.0037646294e-01,-5.0034594536e-01
9,5.0037431717e-01,-5.0033855438e-01
10,5.0037217140e-01,-5.0033110380e-01
11,5.0037008524e-01,-5.0032365322e-01
12,5.0036793947e-01,-5.0031614304e-01
13,5.0036585331e-01,-5.0030863285e-01
14,5.0036382675e-01,-5.0030106306e-01
15,5.0036174059e-01,-5.0029355288e-01
16,5.0035977364e-01,-5.0028598309e-01
17,5.0035780668e-01,-5.0027841330e-01
18,5.0035578012e-01,-5.0027078390e-01
19,5.0035381317e-01,-5.0026315451e-01
20,5.0035184622e-01,-5.0025552511e-01
21,5.0034987926e-01,-5.0024783611e-01
22,5.0034803152e-01,-5.0024020672e-01
23,5.0034618378e-01,-5.0023251772e-01
24,5.0034433603e-01,-5.0022476912e-01
25,5.0034248829e-01,-5.0021702051e-01
26,5.0034070015e-01,-5.0020921230e-01
27,5.0033891201e-01,-5.0020146370e-01
28,5.0033712387e-01,-5.0019365549e-01
29,5.0033533573e-01,-5.0018584728e-01
30,5.0033366680e-01,-5.0017803907e-01
31,5.0033199787e-01,-5.0017011166e-01
32,5.0033032894e-01,-5.0016224384e-01
33,5.0032866001e-01,-5.0015437603e-01
34,5.0032699108e-01,-5.0014638901e-01
35,5.0032538176e-01,-5.0013840199e-01
36,5.0032377243e-01,-5.0013041496e-01
37,5.0032216311e-01,-5.0012242794e-01
38,5.0032055378e-01,-5.0011444092e-01
39,5.0031900406e-01,-5.0010645390e-01
40,5.0031751394e-01,-5.0009840727e-01
41,5.0031602383e-01,-5.0009036064e-01
42,5.0031453371e-01,-5.0008225441e-01
43,5.0031304359e-01,-5.0007414818e-01
44,5.0031155348e-01,-5.0006604195e-01
45,5.0031012297e-01,-5.0005793571e-01
46,5.0030875206e-01,-5.0004982948e-01
47,5.0030732155e-01,-5.0004166365e-01
48,5.0030595064e-01,-5.0003343821e-01
49,5.0030463934e-01,-5.0002521276e-01
50,5.0030332804e-01,-5.0001698732e-01
51,5.0030201674e-01,-5.0000882149e-01
52,5.0030076504e-01,-5.0000059605e-01
53,5.0029945374e-01,-4.9999228120e-01
54,5.0029820204e-01,-4.9998393655e-01
55,5.0029700994e-01,-4.9997565150e-01
56,5.0029581785e-01,-4.9996730685e-01
57,5.0029462576e-01,-4.9995896220e-01
58,5.0029343367e-01,-4.9995061755e-01
