step,vx_25_25,vy_25_25,pressure_25_25,energy
0,4.9975326657e-01,-4.9975326657e-01,0.0000000000e+00,2.3998945312e+03
1,5.0304681063e-01,-5.0216871500e-01,-2.1845254302e-01,2.4617409668e+03
2,4.9830526114e-01,-5.0278997421e-01,-1.1996531487e+00,2.4541721191e+03
3,5.0040113926e-01,-4.9875223637e-01,-3.7704771757e-01,2.4466142578e+03
4,4.9959212542e-01,-5.0185096264e-01,-1.7293423414e+00,2.4391645508e+03
5,4.9712029099e-01,-4.9583882093e-01,-7.1016865969e-01,2.4315944824e+03
6,4.9838027358e-01,-4.9704927206e-01,-1.6916637421e+00,2.4241530762e+03
7,4.9392163754e-01,-4.9826765060e-01,-1.4160591364e+00,2.4167863770e+03
8,4.9566340446e-01,-4.9607259035e-01,-1.8630179167e+00,2.4094809570e+03
9,4.9372711778e-01,-4.9555981159e-01,-2.0139665604e+00,2.4022866211e+03
10,4.9358102679e-01,-4.9436488748e-01,-2.4839513302e+00,2.3950820312e+03
11,4.9134543538e-01,-4.9513357878e-01,-2.1936221123e+00,2.3880351562e+03
12,4.9147871137e-01,-4.9337750673e-01,-2.8067867756e+00,2.3810195312e+03
13,4.9219071865e-01,-4.9140286446e-01,-2.6484515667e+00,2.3740998535e+03
14,4.9044579268e-01,-4.9249553680e-01,-3.4702744484e+00,2.3672651367e+03
15,4.8858302832e-01,-4.9098640680e-01,-3.7018904686e+00,2.3604497070e+03
16,4.8912960291e-01,-4.9030768871e-01,-3.7592754364e+00,2.3536655273e+03
17,4.8635745049e-01,-4.9001398683e-01,-3.9617574215e+00,2.3469689941e+03
18,4.8551982641e-01,-4.8896306753e-01,-4.5183143616e+00,2.3402988281e+03
19,4.8689392209e-01,-4.8716816306e-01,-4.3945064545e+00,2.3336806641e+03
20,4.8385345936e-01,-4.8812264204e-01,-4.6491708755e+00,2.3271396484e+03
21,4.8465788364e-01,-4.8700368404e-01,-4.6666822433e+00,2.3205764160e+03
22,4.8380872607e-01,-4.8682996631e-01,-4.9442286491e+00,2.3140107422e+03
23,4.8278263211e-01,-4.8680150509e-01,-4.9534664154e+00,2.3075065918e+03
24,4.8230552673e-01,-4.8662501574e-01,-5.4712491035e+00,2.3010283203e+03
25,4.8240277171e-01,-4.8534935713e-01,-5.5995740891e+00,2.2945529785e+03
26,4.8261961341e-01,-4.8408424854e-01,-6.0606069565e+00,2.2880676270e+03
27,4.8232153058e-01,-4.8223650455e-01,-6.3632621765e+00,2.2816115723e+03
28,4.8135674000e-01,-4.8118650913e-01,-6.6716327667e+00,2.2751655273e+03
29,4.8146015406e-01,-4.8139700294e-01,-6.9625577927e+00,2.2687578125e+03
30,4.7997805476e-01,-4.8128092289e-01,-7.2400903702e+00,2.2623481445e+03
31,4.8084470630e-01,-4.7816854715e-01,-7.3774862289e+00,2.2559335938e+03
32,4.8047351837e-01,-4.7890681028e-01,-7.5763216019e+00,2.2495507812e+03
33,4.7882023454e-01,-4.7774684429e-01,-7.7679767609e+00,2.2431508789e+03
34,4.7866496444e-01,-4.7761702538e-01,-8.0815916061e+00,2.2367475586e+03
35,4.7844192386e-01,-4.7638297081e-01,-8.3296823502e+00,2.2303559570e+03
36,4.7781613469e-01,-4.7612586617e-01,-8.4402694702e+00,2.2239951172e+03
37,4.7769847512e-01,-4.7562605143e-01,-8.5772294998e+00,2.2176010742e+03
38,4.7630962729e-01,-4.7420370579e-01,-8.6490240097e+00,2.2112355957e+03
39,4.7514292598e-01,-4.7241085768e-01,-9.0036020279e+00,2.2049262695e+03
40,4.7533318400e-01,-4.7074335814e-01,-9.2764701843e+00,2.1986149902e+03
41,4.7368669510e-01,-4.7001370788e-01,-9.5874662399e+00,2.1922951660e+03
42,4.7362887859e-01,-4.6831816435e-01,-9.5687007904e+00,2.1860034180e+03
43,4.7387731075e-01,-4.6750298142e-01,-9.8485622406e+00,2.1797531738e+03
44,4.7166532278e-01,-4.6644017100e-01,-9.8707370758e+00,2.1735112305e+03
45,4.7099816799e-01,-4.6636030078e-01,-1.0054861069e+01,2.1672907715e+03
46,4.7066989541e-01,-4.6412792802e-01,-1.0524207115e+01,2.1610651855e+03
47,4.7100773454e-01,-4.6494585276e-01,-1.0387911797e+01,2.1548862305e+03
48,4.6963256598e-01,-4.6298408508e-01,-1.0420989990e+01,2.1487585449e+03
49,4.6845117211e-01,-4.6280047297e-01,-1.0865727425e+01,2.1426142578e+03
50,4.6609321237e-01,-4.6170419455e-01,-1.0736398697e+01,2.1364934082e+03
51,4.6563595533e-01,-4.6046254039e-01,-1.0991919518e+01,2.1304440918e+03
52,4.6493771672e-01,-4.5987945795e-01,-1.0938667297e+01,2.1243835449e+03
53,4.6454605460e-01,-4.5870637894e-01,-1.0945649147e+01,2.1183515625e+03
54,4.6361565590e-01,-4.5849382877e-01,-1.0976530075e+01,2.1123317871e+03
55,4.6221488714e-01,-4.5730620623e-01,-1.0828613281e+01,2.1063413086e+03
56,4.6071100235e-01,-4.5672258735e-01,-1.1139730453e+01,2.1003823242e+03
57,4.6003061533e-01,-4.5565119386e-01,-1.1047306061e+01,2.0944711914e+03
58,4.5988202095e-01,-4.5424586535e-01,-1.1197011948e+01,2.0885617676e+03
59,4.6111467481e-01,-4.5262920856e-01,-1.1237635612e+01,2.0826967773e+03
60,4.5769509673e-01,-4.5400297642e-01,-1.1237318039e+01,2.0768620605e+03
61,4.5588889718e-01,-4.5268648863e-01,-1.1311264992e+01,2.0710671387e+03
62,4.5489120483e-01,-4.5164412260e-01,-1.1341164589e+01,2.0653078613e+03
63,4.5496776700e-01,-4.5101302862e-01,-1.1481517792e+01,2.0595991211e+03
64,4.5526784658e-01,-4.5011365414e-01,-1.1396319389e+01,2.0539331055e+03
65,4.5488387346e-01,-4.5007693768e-01,-1.1613739014e+01,2.0483212891e+03
66,4.5392471552e-01,-4.4897767901e-01,-1.1608895302e+01,2.0427579346e+03
67,4.5188695192e-01,-4.4828870893e-01,-1.1706443787e+01,2.0372202148e+03
68,4.5097166300e-01,-4.4698601961e-01,-1.1718781471e+01,2.0317344971e+03
69,4.5127117634e-01,-4.4639533758e-01,-1.1742752075e+01,2.0262897949e+03
70,4.5026695728e-01,-4.4592773914e-01,-1.1978602409e+01,2.0209057617e+03
71,4.4895851612e-01,-4.4597434998e-01,-1.1913180351e+01,2.0155578613e+03
72,4.4776031375e-01,-4.4531342387e-01,-1.2072352409e+01,2.0102608643e+03
73,4.4730418921e-01,-4.4473513961e-01,-1.2297034264e+01,2.0050278320e+03
74,4.4617667794e-01,-4.4414725900e-01,-1.2368269920e+01,1.9998371582e+03
75,4.4418534636e-01,-4.4360062480e-01,-1.2270093918e+01,1.9946929932e+03
76,4.4310763478e-01,-4.4272330403e-01,-1.2320346832e+01,1.9895927734e+03
77,4.4381824136e-01,-4.4206264615e-01,-1.2367853165e+01,1.9845524902e+03
78,4.4353225827e-01,-4.4187068939e-01,-1.2408443451e+01,1.9795557861e+03
79,4.4242301583e-01,-4.4083455205e-01,-1.2363131523e+01,1.9746220703e+03
80,4.4115141034e-01,-4.4039702415e-01,-1.2468314171e+01,1.9697348633e+03
81,4.3934583664e-01,-4.3974840641e-01,-1.2412178040e+01,1.9649029541e+03
82,4.3820241094e-01,-4.3921738863e-01,-1.2525420189e+01,1.9601079102e+03
83,4.3798458576e-01,-4.3910405040e-01,-1.2572424889e+01,1.9553571777e+03
84,4.3839862943e-01,-4.3885326385e-01,-1.2851018906e+01,1.9506458740e+03
85,4.3748128414e-01,-4.3815362453e-01,-1.2926464081e+01,1.9459575195e+03
86,4.3660989404e-01,-4.3742513657e-01,-1.3000765800e+01,1.9413300781e+03
87,4.3654185534e-01,-4.3661573529e-01,-1.3153323174e+01,1.9367626953e+03
88,4.3593198061e-01,-4.3635657430e-01,-1.3162215233e+01,1.9322145996e+03
89,4.3539941311e-01,-4.3614420295e-01,-1.3329469681e+01,1.9277005615e+03
90,4.3434417248e-01,-4.3599328399e-01,-1.3460135460e+01,1.9232172852e+03
91,4.3295890093e-01,-4.3541017175e-01,-1.3549761772e+01,1.9187707520e+03
92,4.3170112371e-01,-4.3462547660e-01,-1.3576475143e+01,1.9143486328e+03
93,4.3165066838e-01,-4.3378847837e-01,-1.3456272125e+01,1.9099700928e+03
94,4.3130981922e-01,-4.3349739909e-01,-1.3493918419e+01,1.9056127930e+03
95,4.3090349436e-01,-4.3271350861e-01,-1.3704158783e+01,1.9012651367e+03
96,4.3020853400e-01,-4.3216037750e-01,-1.3830749512e+01,1.8969505615e+03
97,4.3013471365e-01,-4.3161085248e-01,-1.3951521873e+01,1.8926539307e+03
98,4.2935699224e-01,-4.3131294847e-01,-1.4001947403e+01,1.8883891602e+03
99,4.2808061838e-01,-4.3149262667e-01,-1.4019634247e+01,1.8841103516e+03
100,4.2718306184e-01,-4.3097341061e-01,-1.4099708557e+01,1.8798499756e+03
