step,vx_100_100,vy_100_100
0,4.9998757243e-01,-4.9998757243e-01
1,5.0042378902e-01,-5.0061762333e-01
2,5.0026762486e-01,-5.0069820881e-01
3,5.0020873547e-01,-5.0067746639e-01
4,5.0036120415e-01,-5.0064724684e-01
5,5.0024038553e-01,-5.0048387051e-01
6,5.0012612343e-01,-5.0032424927e-01
7,5.0013571978e-01,-5.0028568506e-01
8,5.0020605326e-01,-5.0034600496e-01
9,5.0029319525e-01,-5.0034588575e-01
10,5.0031191111e-01,-5.0027012825e-01
11,5.0020819902e-01,-5.0015890598e-01
12,5.0012993813e-01,-5.0009721518e-01
13,5.0017285347e-01,-5.0017923117e-01
14,5.0022804737e-01,-5.0027829409e-01
15,5.0027430058e-01,-5.0028651953e-01
16,5.0023013353e-01,-5.0024998188e-01
17,5.0016880035e-01,-5.0018560886e-01
18,5.0017213821e-01,-5.0015205145e-01
19,5.0023227930e-01,-5.0012332201e-01
20,5.0035977364e-01,-5.0008094311e-01
21,5.0040900707e-01,-4.9998873472e-01
22,5.0037270784e-01,-4.9997290969e-01
23,5.0031071901e-01,-4.9997812510e-01
24,5.0024592876e-01,-4.9997723103e-01
25,5.0020223856e-01,-4.9994853139e-01
26,5.0014698505e-01,-4.9981796741e-01
27,5.0009828806e-01,-4.9982732534e-01
28,5.0010335445e-01,-4.9990695715e-01
29,5.0017780066e-01,-5.0004863739e-01
30,5.0019335747e-01,-5.0008708239e-01
31,5.0012391806e-01,-5.0001764297e-01
32,4.9996823072e-01,-4.9990287423e-01
33,4.9985679984e-01,-4.9982830882e-01
34,4.9986886978e-01,-4.9985209107e-01
35,4.9991682172e-01,-4.9995586276e-01
36,4.9997836351e-01,-5.0004398823e-01
37,4.9997937679e-01,-5.0007236004e-01
38,4.9991276860e-01,-5.0009000301e-01
39,4.9986284971e-01,-5.0002884865e-01
40,4.9979302287e-01,-4.9997439981e-01
41,4.9974423647e-01,-4.9996358156e-01
42,4.9971741438e-01,-4.9992254376e-01
43,4.9976587296e-01,-4.9996042252e-01
44,4.9986100197e-01,-4.9992549419e-01
45,4.9986162782e-01,-4.9987825751e-01
46,4.9982079864e-01,-4.9991902709e-01
47,4.9975645542e-01,-5.0002038479e-01
48,4.9972608685e-01,-5.0011932850e-01
49,4.9971741438e-01,-5.0016975403e-01
50,4.9966791272e-01,-5.0011420250e-01
51,4.9961861968e-01,-5.0003999472e-01
52,4.9959418178e-01,-5.0000458956e-01
53,4.9963313341e-01,-5.0001931190e-01
54,4.9967330694e-01,-4.9999907613e-01
55,4.9967283010e-01,-4.9993839860e-01
56,4.9959367514e-01,-4.9988493323e-01
57,4.9948605895e-01,-4.9984279275e-01
58,4.9943923950e-01,-4.9984773993e-01
59,4.9945113063e-01,-4.9978598952e-01
60,4.9949193001e-01,-4.9970540404e-01
61,4.9949404597e-01,-4.9961659312e-01
62,4.9953663349e-01,-4.9966490269e-01
63,4.9955099821e-01,-4.9975362420e-01
64,4.9959912896e-01,-4.9978733063e-01
65,4.9962064624e-01,-4.9970117211e-01
66,4.9951872230e-01,-4.9956113100e-01
67,4.9950325489e-01,-4.9940520525e-01
68,4.9957507849e-01,-4.9937421083e-01
69,4.9977383018e-01,-4.9948608875e-01
70,4.9992689490e-01,-4.9957776070e-01
71,4.9991887808e-01,-4.9955806136e-01
72,4.9972146749e-01,-4.9939066172e-01
73,4.9950054288e-01,-4.9920198321e-01
74,4.9936312437e-01,-4.9911141396e-01
75,4.9940133095e-01,-4.9909663200e-01
76,4.9958777428e-01,-4.9908962846e-01
77,4.9974849820e-01,-4.9915850163e-01
78,4.9984231591e-01,-4.9920347333e-01
79,4.9987056851e-01,-4.9922513962e-01
80,4.9982327223e-01,-4.9925056100e-01
81,4.9983313680e-01,-4.9927863479e-01
82,4.9980625510e-01,-4.9931710958e-01
83,4.9968671799e-01,-4.9933463335e-01
84,4.9959853292e-01,-4.9941512942e-01
85,4.9953150749e-01,-4.9949860573e-01
86,4.9950563908e-01,-4.9952781200e-01
87,4.9946382642e-01,-4.9951913953e-01
88,4.9936401844e-01,-4.9945524335e-01
89,4.9930104613e-01,-4.9940106273e-01
90,4.9923428893e-01,-4.9933397770e-01
91,4.9924200773e-01,-4.9929594994e-01
92,4.9931293726e-01,-4.9930727482e-01
93,4.9936726689e-01,-4.9933934212e-01
94,4.9938270450e-01,-4.9935045838e-01
95,4.9937033653e-01,-4.9929958582e-01
96,4.9937862158e-01,-4.9927052855e-01
97,4.9935618043e-01,-4.9923121929e-01
98,4.9935412407e-01,-4.9922195077e-01
99,4.9935713410e-01,-4.9925076962e-01
100,4.9938717484e-01,-4.9938827753e-01
101,4.9939152598e-01,-4.9951341748e-01
102,4.9934554100e-01,-4.9951601028e-01
103,4.9929863214e-01,-4.9939674139e-01
104,4.9920806289e-01,-4.9926295877e-01
105,4.9918311834e-01,-4.9919363856e-01
106,4.9921944737e-01,-4.9919837713e-01
107,4.9926659465e-01,-4.9925526977e-01
108,4.9933737516e-01,-4.9933522940e-01
109,4.9928849936e-01,-4.9937739968e-01
110,4.9913114309e-01,-4.9941113591e-01
111,4.9900266528e-01,-4.9940600991e-01
112,4.9892783165e-01,-4.9932095408e-01
113,4.9891203642e-01,-4.9914944172e-01
114,4.9886569381e-01,-4.9898731709e-01
115,4.9889761209e-01,-4.9892842770e-01
116,4.9899241328e-01,-4.9903050065e-01
117,4.9910101295e-01,-4.9914047122e-01
118,4.9915170670e-01,-4.9917900562e-01
119,4.9907237291e-01,-4.9914234877e-01
120,4.9899932742e-01,-4.9913188815e-01
121,4.9896734953e-01,-4.9912253022e-01
122,4.9898958206e-01,-4.9908334017e-01
123,4.9907830358e-01,-4.9901294708e-01
124,4.9911999702e-01,-4.9887332320e-01
125,4.9916243553e-01,-4.9878209829e-01
126,4.9915587902e-01,-4.9870195985e-01
127,4.9916228652e-01,-4.9873629212e-01
128,4.9915561080e-01,-4.9879926443e-01
129,4.9911186099e-01,-4.9885925651e-01
130,4.9906232953e-01,-4.9886044860e-01
131,4.9898737669e-01,-4.9884715676e-01
132,4.9889707565e-01,-4.9883726239e-01
133,4.9884909391e-01,-4.9879503250e-01
134,4.9889057875e-01,-4.9874773622e-01
135,4.9891781807e-01,-4.9869614840e-01
136,4.9888303876e-01,-4.9864286184e-01
137,4.9883237481e-01,-4.9862962961e-01
138,4.9880501628e-01,-4.9866583943e-01
139,4.9882975221e-01,-4.9864506721e-01
140,4.9891352654e-01,-4.9861276150e-01
141,4.9894580245e-01,-4.9859446287e-01
142,4.9894800782e-01,-4.9863639474e-01
143,4.9892839789e-01,-4.9869191647e-01
144,4.9894931912e-01,-4.9873921275e-01
145,4.9896448851e-01,-4.9876511097e-01
146,4.9891009927e-01,-4.9877610803e-01
147,4.9882102013e-01,-4.9871677160e-01
