step,vx_25_25,vy_25_25,pressure_25_25,energy
0,4.9975326657e-01,-4.9975326657e-01,0.0000000000e+00,2.3998942871e+03
1,5.0179821253e-01,-5.0287514925e-01,-5.1985692978e+00,2.4613337402e+03
2,5.0156611204e-01,-5.0252938271e-01,-1.7754577398e+00,2.4690776367e+03
3,5.0137418509e-01,-5.0226837397e-01,2.8764495850e+00,2.4749218750e+03
4,5.0224602222e-01,-5.0216227770e-01,9.8139685392e-01,2.4793569336e+03
5,5.0276005268e-01,-5.0208169222e-01,8.7171030045e-01,2.4827221680e+03
6,5.0227057934e-01,-5.0190472603e-01,3.3242991567e-01,2.4852700195e+03
7,5.0173854828e-01,-5.0194889307e-01,-1.4206330776e+00,2.4872001953e+03
8,5.0168901682e-01,-5.0179064274e-01,-9.0194487572e-01,2.4886645508e+03
9,5.0181913376e-01,-5.0175243616e-01,-1.0727320910e+00,2.4897604980e+03
10,5.0207644701e-01,-5.0189423561e-01,-7.4843394756e-01,2.4905737305e+03
11,5.0210440159e-01,-5.0210773945e-01,-3.2757696509e-01,2.4911687012e+03
12,5.0221729279e-01,-5.0216686726e-01,2.0760865510e-01,2.4916027832e+03
13,5.0183111429e-01,-5.0176095963e-01,-6.4777481556e-01,2.4919160156e+03
14,5.0175851583e-01,-5.0168508291e-01,-1.4705948830e+00,2.4921184082e+03
15,5.0166928768e-01,-5.0162249804e-01,-1.0773669481e+00,2.4922426758e+03
16,5.0193512440e-01,-5.0180852413e-01,-9.5179975033e-01,2.4923164062e+03
17,5.0226354599e-01,-5.0187212229e-01,-1.0634198189e+00,2.4923444824e+03
18,5.0241255760e-01,-5.0182217360e-01,-6.9218403101e-01,2.4923320312e+03
19,5.0251471996e-01,-5.0189346075e-01,-7.1665942669e-01,2.4922956543e+03
20,5.0223046541e-01,-5.0204509497e-01,-1.9900220633e+00,2.4922421875e+03
21,5.0225502253e-01,-5.0221371651e-01,-1.2692400217e+00,2.4921745605e+03
22,5.0221645832e-01,-5.0206720829e-01,-1.0639307499e+00,2.4920874023e+03
23,5.0236707926e-01,-5.0183790922e-01,-9.2901974916e-01,2.4919921875e+03
24,5.0233060122e-01,-5.0186961889e-01,-4.1733813286e-01,2.4918903809e+03
25,5.0229537487e-01,-5.0184547901e-01,-1.2955061197e+00,2.4917805176e+03
26,5.0227749348e-01,-5.0190323591e-01,-1.2307418585e+00,2.4916701660e+03
27,5.0225889683e-01,-5.0192213058e-01,-1.7291239500e+00,2.4915559082e+03
28,5.0213187933e-01,-5.0197023153e-01,-1.5840348005e+00,2.4914367676e+03
29,5.0188601017e-01,-5.0187462568e-01,-9.7283166647e-01,2.4913134766e+03
30,5.0191313028e-01,-5.0166368484e-01,-7.1457481384e-01,2.4911948242e+03
31,5.0200074911e-01,-5.0116717815e-01,-1.1712390184e+00,2.4910695801e+03
32,5.0214993954e-01,-5.0052958727e-01,-3.9287203550e-01,2.4909436035e+03
33,5.0224584341e-01,-4.9976193905e-01,-7.1580618620e-01,2.4908183594e+03
34,5.0219571590e-01,-4.9960210919e-01,-1.1702840328e+00,2.4906928711e+03
35,5.0241893530e-01,-4.9988329411e-01,-1.4149079323e+00,2.4905646973e+03
36,5.0248658657e-01,-5.0009620190e-01,-1.6598368883e+00,2.4904360352e+03
37,5.0247484446e-01,-5.0028562546e-01,-1.8399499655e+00,2.4903078613e+03
38,5.0220936537e-01,-5.0071507692e-01,-1.4480292797e+00,2.4901791992e+03
39,5.0252628326e-01,-5.0140595436e-01,-5.3880417347e-01,2.4900458984e+03
40,5.0282865763e-01,-5.0212186575e-01,-1.2545683384e+00,2.4899140625e+03
41,5.0265067816e-01,-5.0248980522e-01,-8.5181820393e-01,2.4897788086e+03
42,5.0222110748e-01,-5.0211226940e-01,1.8198883533e-01,2.4896469727e+03
43,5.0173646212e-01,-5.0153696537e-01,-1.5503773689e+00,2.4895168457e+03
44,5.0136232376e-01,-5.0074505806e-01,-1.7261480093e+00,2.4893823242e+03
45,5.0127422810e-01,-5.0022238493e-01,-2.3013722897e+00,2.4892480469e+03
46,5.0166791677e-01,-5.0017458200e-01,-1.2278941870e+00,2.4891208496e+03
47,5.0219309330e-01,-4.9996009469e-01,-1.1295828819e+00,2.4889899902e+03
48,5.0259625912e-01,-5.0022590160e-01,-1.3923776150e+00,2.4888615723e+03
49,5.0259369612e-01,-5.0056296587e-01,-7.4715828896e-01,2.4887307129e+03
50,5.0290411711e-01,-5.0132346153e-01,-6.3873267174e-01,2.4886010742e+03
51,5.0287806988e-01,-5.0153154135e-01,-9.4402396679e-01,2.4884697266e+03
52,5.0250440836e-01,-5.0138485432e-01,-1.1474127769e+00,2.4883398438e+03
53,5.0205761194e-01,-5.0104594231e-01,-4.5608699322e-01,2.4882099609e+03
54,5.0181269646e-01,-5.0062149763e-01,-1.3842434883e+00,2.4880815430e+03
55,5.0170576572e-01,-5.0081115961e-01,-2.3692395687e+00,2.4879472656e+03
56,5.0197333097e-01,-5.0093400478e-01,-1.1794939041e+00,2.4878183594e+03
57,5.0245100260e-01,-5.0090676546e-01,-4.3295589089e-01,2.4876860352e+03
58,5.0226157904e-01,-5.0069129467e-01,-1.5311909914e+00,2.4875561523e+03
59,5.0172209740e-01,-4.9986892939e-01,-1.7500022650e+00,2.4874279785e+03
60,5.0151753426e-01,-4.9964982271e-01,-1.6650766134e+00,2.4873007812e+03
61,5.0192064047e-01,-4.9999478459e-01,-1.2225394249e+00,2.4871689453e+03
62,5.0251448154e-01,-5.0090521574e-01,-1.4659601450e+00,2.4870422363e+03
63,5.0259923935e-01,-5.0103807449e-01,-1.5065790415e+00,2.4869128418e+03
64,5.0182837248e-01,-5.0033831596e-01,-1.7296441793e+00,2.4867866211e+03
65,5.0106012821e-01,-4.9951994419e-01,-1.1142053604e+00,2.4866567383e+03
66,5.0088948011e-01,-4.9937510490e-01,-3.0258506536e-01,2.4865239258e+03
67,5.0171041489e-01,-4.9998083711e-01,-3.4270596504e-01,2.4863950195e+03
68,5.0259363651e-01,-5.0069177151e-01,1.9201293588e-01,2.4862683105e+03
69,5.0284135342e-01,-5.0097632408e-01,-1.5982866287e+00,2.4861413574e+03
70,5.0246036053e-01,-5.0079971552e-01,-2.1159141064e+00,2.4860151367e+03
71,5.0214290619e-01,-5.0029212236e-01,-1.5782797337e+00,2.4858879395e+03
72,5.0182127953e-01,-5.0022339821e-01,-1.9511880875e+00,2.4857626953e+03
73,5.0160545111e-01,-4.9992102385e-01,-2.2802200317e+00,2.4856352539e+03
74,5.0159364939e-01,-4.9962478876e-01,-1.9843792915e+00,2.4855063477e+03
75,5.0153744221e-01,-4.9903371930e-01,-4.0318882465e-01,2.4853801270e+03
76,5.0156366825e-01,-4.9884682894e-01,-9.9094682932e-01,2.4852556152e+03
77,5.0176978111e-01,-4.9895676970e-01,-1.0422669649e+00,2.4851284180e+03
78,5.0172203779e-01,-4.9929550290e-01,-1.6347366571e+00,2.4849980469e+03
79,5.0192290545e-01,-4.9945715070e-01,-1.9212578535e+00,2.4848740234e+03
80,5.0195682049e-01,-4.9977231026e-01,-1.9106190205e+00,2.4847497559e+03
