step,vx_50_50,vy_50_50
0,4.9994447827e-01,-4.9994447827e-01
1,5.0118601322e-01,-5.0118601322e-01
2,5.0098526478e-01,-5.0098037720e-01
3,5.0097405910e-01,-5.0095546246e-01
4,5.0096303225e-01,-5.0093036890e-01
5,5.0095218420e-01,-5.0090509653e-01
6,5.0094145536e-01,-5.0087958574e-01
7,5.0093090534e-01,-5.0085395575e-01
8,5.0092053413e-01,-5.0082814693e-01
9,5.0091040134e-01,-5.0080215931e-01
10,5.0090038776e-01,-5.0077599287e-01
11,5.0089055300e-01,-5.0074970722e-01
12,5.0088089705e-01,-5.0072330236e-01
13,5.0087136030e-01,-5.0069665909e-01
14,5.0086194277e-01,-5.0066989660e-01
15,5.0085276365e-01,-5.0064295530e-01
16,5.0084370375e-01,-5.0061589479e-01
17,5.0083482265e-01,-5.0058865547e-01
18,5.0082606077e-01,-5.0056129694e-01
19,5.0081747770e-01,-5.0053375959e-01
20,5.0080907345e-01,-5.0050610304e-01
21,5.0080078840e-01,-5.0047826767e-01
22,5.0079262257e-01,-5.0045019388e-01
23,5.0078469515e-01,-5.0042200089e-01
24,5.0077688694e-01,-5.0039374828e-01
25,5.0076919794e-01,-5.0036525726e-01
26,5.0076168776e-01,-5.0033670664e-01
27,5.0075429678e-01,-5.0030797720e-01
28,5.0074708462e-01,-5.0027912855e-01
29,5.0074005127e-01,-5.0025004148e-01
30,5.0073313713e-01,-5.0022083521e-01
31,5.0072634220e-01,-5.0019156933e-01
32,5.0071972609e-01,-5.0016212463e-01
33,5.0071328878e-01,-5.0013250113e-01
34,5.0070697069e-01,-5.0010275841e-01
35,5.0070089102e-01,-5.0007289648e-01
36,5.0069487095e-01,-5.0004285574e-01
37,5.0068902969e-01,-5.0001269579e-01
38,5.0068330765e-01,-4.9998241663e-01
39,5.0067770481e-01,-4.9995201826e-01
40,5.0067228079e-01,-4.9992150068e-01
41,5.0066703558e-01,-4.9989080429e-01
42,5.0066190958e-01,-4.9985998869e-01
43,5.0065690279e-01,-4.9982899427e-01
44,5.0065207481e-01,-4.9979794025e-01
45,5.0064736605e-01,-4.9976682663e-01
46,5.0064277649e-01,-4.9973553419e-01
47,5.0063836575e-01,-4.9970412254e-01
48,5.0063407421e-01,-4.9967253208e-01
49,5.0063002110e-01,-4.9964082241e-01
50,5.0062602758e-01,-4.9960899353e-01
51,5.0062215328e-01,-4.9957704544e-01
52,5.0061845779e-01,-4.9954491854e-01
53,5.0061488152e-01,-4.9951273203e-01
54,5.0061142445e-01,-4.9948048592e-01
55,5.0060814619e-01,-4.9944806099e-01
56,5.0060498714e-01,-4.9941545725e-01
57,5.0060194731e-01,-4.9938279390e-01
58,5.0059908628e-01,-4.9935001135e-01
59,5.0059634447e-01,-4.9931710958e-01
60,5.0059372187e-01,-4.9928414822e-01
61,5.0059127808e-01,-4.9925100803e-01
62,5.0058895350e-01,-4.9921780825e-01
63,5.0058674812e-01,-4.9918448925e-01
64,5.0058466196e-01,-4.9915105104e-01
65,5.0058269501e-01,-4.9911755323e-01
66,5.0058096647e-01,-4.9908393621e-01
67,5.0029182434e-01,-4.9955081940e-01
68,5.0001084805e-01,-5.0000882149e-01
69,5.0020921230e-01,-4.9965748191e-01
70,5.0028002262e-01,-4.9955654144e-01
71,5.0027215481e-01,-4.9954190850e-01
72,5.0026428699e-01,-4.9952730536e-01
73,5.0025641918e-01,-4.9951258302e-01
74,5.0024867058e-01,-4.9949780107e-01
75,5.0022995472e-01,-4.9948859215e-01
76,5.0021100044e-01,-4.9947959185e-01
77,5.0019198656e-01,-4.9947071075e-01
78,5.0017303228e-01,-4.9946177006e-01
79,5.0015419722e-01,-4.9945276976e-01
80,5.0013542175e-01,-4.9944359064e-01
81,5.0011682510e-01,-4.9943441153e-01
82,5.0009840727e-01,-4.9942505360e-01
83,5.0008010864e-01,-4.9941563606e-01
84,5.0006186962e-01,-4.9940609932e-01
85,5.0004380941e-01,-4.9939650297e-01
86,5.0002586842e-01,-4.9938678741e-01
87,5.0000804663e-01,-4.9937689304e-01
88,4.9999037385e-01,-4.9936687946e-01
89,4.9997285008e-01,-4.9935686588e-01
90,4.9995544553e-01,-4.9934667349e-01
91,4.9993818998e-01,-4.9933642149e-01
92,4.9992108345e-01,-4.9932605028e-01
93,4.9990406632e-01,-4.9931550026e-01
94,4.9988716841e-01,-4.9930495024e-01
95,4.9987038970e-01,-4.9929428101e-01
96,4.9985378981e-01,-4.9928349257e-01
97,4.9983733892e-01,-4.9927258492e-01
98,4.9982094765e-01,-4.9926161766e-01
99,4.9980476499e-01,-4.9925053120e-01
100,4.9978870153e-01,-4.9923932552e-01
101,4.9977272749e-01,-4.9922806025e-01
102,4.9975687265e-01,-4.9921673536e-01
103,4.9974119663e-01,-4.9920529127e-01
104,4.9972558022e-01,-4.9919372797e-01
105,4.9971011281e-01,-4.9918204546e-01
106,4.9972021580e-01,-4.9893167615e-01
107,4.9972233176e-01,-4.9875202775e-01
108,4.9968931079e-01,-4.9865832925e-01
109,4.9964872003e-01,-4.9859607220e-01
110,4.9961212277e-01,-4.9858224392e-01
111,4.9958854914e-01,-4.9857714772e-01
112,4.9956819415e-01,-4.9857324362e-01
113,4.9954780936e-01,-4.9856948853e-01
114,4.9953284860e-01,-4.9856379628e-01
115,4.9951800704e-01,-4.9855789542e-01
116,4.9950337410e-01,-4.9855193496e-01
117,4.9948886037e-01,-4.9854585528e-01
118,4.9947440624e-01,-4.9853971601e-01
119,4.9946007133e-01,-4.9853351712e-01
120,4.9944660068e-01,-4.9852687120e-01
121,4.9943378568e-01,-4.9851971865e-01
122,4.9942132831e-01,-4.9851226807e-01
123,4.9940910935e-01,-4.9850457907e-01
124,4.9939709902e-01,-4.9849677086e-01
125,4.9938523769e-01,-4.9848878384e-01
126,4.9937355518e-01,-4.9848073721e-01
127,4.9936199188e-01,-4.9847263098e-01
128,4.9935054779e-01,-4.9846446514e-01
129,4.9933919311e-01,-4.9845623970e-01
130,4.9932801723e-01,-4.9844789505e-01
131,4.9931687117e-01,-4.9843949080e-01
132,4.9930581450e-01,-4.9843102694e-01
133,4.9929487705e-01,-4.9842256308e-01
134,4.9928405881e-01,-4.9841403961e-01
135,4.9927335978e-01,-4.9840539694e-01
136,4.9926272035e-01,-4.9839675426e-01
137,4.9925217032e-01,-4.9838805199e-01
138,4.9924173951e-01,-4.9837923050e-01
139,4.9923136830e-01,-4.9837040901e-01
140,4.9922114611e-01,-4.9836158752e-01
141,4.9918296933e-01,-4.9819445610e-01
142,4.9915635586e-01,-4.9801447988e-01
143,4.9911916256e-01,-4.9790897965e-01
144,4.9908474088e-01,-4.9786573648e-01
145,4.9906241894e-01,-4.9785849452e-01
146,4.9904292822e-01,-4.9785488844e-01
147,4.9902331829e-01,-4.9785161018e-01
148,4.9900922179e-01,-4.9784511328e-01
149,4.9899512529e-01,-4.9783873558e-01
150,4.9898111820e-01,-4.9783235788e-01
151,4.9896714091e-01,-4.9782586098e-01
152,4.9895328283e-01,-4.9781936407e-01
153,4.9893951416e-01,-4.9781280756e-01
154,4.9892586470e-01,-4.9780625105e-01
155,4.9891224504e-01,-4.9779957533e-01
156,4.9889874458e-01,-4.9779284000e-01
157,4.9888536334e-01,-4.9778604507e-01
158,4.9887210131e-01,-4.9777925014e-01
159,4.9885892868e-01,-4.9777233601e-01
160,4.9884584546e-01,-4.9776542187e-01
161,4.9883285165e-01,-4.9775844812e-01
162,4.9881991744e-01,-4.9775141478e-01
163,4.9880713224e-01,-4.9774432182e-01
164,4.9879390001e-01,-4.9773764610e-01
165,4.9878114462e-01,-4.9773055315e-01
166,4.9876874685e-01,-4.9772316217e-01
167,4.9875655770e-01,-4.9771553278e-01
168,4.9874457717e-01,-4.9770772457e-01
169,4.9873274565e-01,-4.9769985676e-01
170,4.9872106314e-01,-4.9769192934e-01
171,4.9868702888e-01,-4.9760213494e-01
172,4.9866592884e-01,-4.9750301242e-01
173,4.9864858389e-01,-4.9742591381e-01
174,4.9862462282e-01,-4.9738550186e-01
175,4.9859446287e-01,-4.9734860659e-01
176,4.9857962132e-01,-4.9731418490e-01
177,4.9855142832e-01,-4.9726092815e-01
178,4.9853926897e-01,-4.9723371863e-01
179,4.9850690365e-01,-4.9721840024e-01
180,4.9847719073e-01,-4.9720752239e-01
181,4.9846968055e-01,-4.9718645215e-01
182,4.9844989181e-01,-4.9718156457e-01
183,4.9842560291e-01,-4.9716633558e-01
184,4.9840241671e-01,-4.9714216590e-01
185,4.9843296409e-01,-4.9712330103e-01
186,4.9838286638e-01,-4.9713754654e-01
187,4.9837496877e-01,-4.9712473154e-01
188,4.9839189649e-01,-4.9705001712e-01
189,4.9837276340e-01,-4.9709495902e-01
190,4.9835121632e-01,-4.9713712931e-01
191,4.9835315347e-01,-4.9706289172e-01
192,4.9830657244e-01,-4.9713304639e-01
193,4.9832546711e-01,-4.9706724286e-01
194,4.9829092622e-01,-4.9709743261e-01
195,4.9824360013e-01,-4.9711588025e-01
196,4.9830770493e-01,-4.9703592062e-01
197,4.9819114804e-01,-4.9709317088e-01
198,4.9825701118e-01,-4.9700599909e-01
199,4.9815908074e-01,-4.9704328179e-01
200,4.9819126725e-01,-4.9697422981e-01
201,4.9814432859e-01,-4.9695423245e-01
202,4.9814227223e-01,-4.9693229795e-01
203,4.9815964699e-01,-4.9685886502e-01
204,4.9810776114e-01,-4.9685990810e-01
205,4.9806082249e-01,-4.9683335423e-01
206,4.9808859825e-01,-4.9677968025e-01
207,4.9803617597e-01,-4.9675384164e-01
208,4.9803528190e-01,-4.9675586820e-01
209,4.9804654717e-01,-4.9667778611e-01
210,4.9800878763e-01,-4.9669077992e-01
211,4.9793878198e-01,-4.9671947956e-01
212,4.9801021814e-01,-4.9661615491e-01
213,4.9790975451e-01,-4.9668839574e-01
214,4.9794578552e-01,-4.9662908912e-01
215,4.9794742465e-01,-4.9661463499e-01
216,4.9789357185e-01,-4.9664473534e-01
217,4.9786436558e-01,-4.9662965536e-01
218,4.9790528417e-01,-4.9659663439e-01
219,4.9778252840e-01,-4.9665683508e-01
220,4.9789440632e-01,-4.9657559395e-01
221,4.9779236317e-01,-4.9658939242e-01
222,4.9777594209e-01,-4.9662107229e-01
223,4.9777296185e-01,-4.9656236172e-01
224,4.9777239561e-01,-4.9654710293e-01
225,4.9775201082e-01,-4.9651986361e-01
226,4.9773132801e-01,-4.9651357532e-01
227,4.9772182107e-01,-4.9647423625e-01
228,4.9768751860e-01,-4.9646073580e-01
229,4.9768289924e-01,-4.9643564224e-01
230,4.9763563275e-01,-4.9644157290e-01
231,4.9764519930e-01,-4.9639102817e-01
232,4.9766460061e-01,-4.9632051587e-01
233,4.9760434031e-01,-4.9632292986e-01
234,4.9756112695e-01,-4.9634322524e-01
235,4.9761983752e-01,-4.9622926116e-01
236,4.9748188257e-01,-4.9633634090e-01
237,4.9756112695e-01,-4.9621391296e-01
238,4.9747976661e-01,-4.9627977610e-01
239,4.9750289321e-01,-4.9620512128e-01
240,4.9749088287e-01,-4.9621874094e-01
241,4.9745863676e-01,-4.9622443318e-01
242,4.9747508764e-01,-4.9616381526e-01
243,4.9743503332e-01,-4.9618032575e-01
244,4.9739611149e-01,-4.9619033933e-01
245,4.9744257331e-01,-4.9612310529e-01
246,4.9733272195e-01,-4.9620470405e-01
247,4.9740976095e-01,-4.9609223008e-01
248,4.9732261896e-01,-4.9616092443e-01
249,4.9734783173e-01,-4.9609494209e-01
250,4.9732992053e-01,-4.9607551098e-01
251,4.9730294943e-01,-4.9608477950e-01
252,4.9725568295e-01,-4.9608203769e-01
253,4.9730959535e-01,-4.9600943923e-01
254,4.9732002616e-01,-4.9595260620e-01
255,4.9727475643e-01,-4.9595901370e-01
256,4.9714931846e-01,-4.9604406953e-01
257,4.9725452065e-01,-4.9589249492e-01
258,4.9712258577e-01,-4.9599829316e-01
259,4.9719756842e-01,-4.9586784840e-01
260,4.9710756540e-01,-4.9593701959e-01
261,4.9714419246e-01,-4.9585258961e-01
262,4.9706333876e-01,-4.9590322375e-01
263,4.9714446068e-01,-4.9578332901e-01
264,4.9698409438e-01,-4.9591702223e-01
265,4.9697390199e-01,-4.9589365721e-01
266,4.9700644612e-01,-4.9581968784e-01
267,4.9704444408e-01,-4.9574530125e-01
268,4.9696627259e-01,-4.9581578374e-01
269,4.9703428149e-01,-4.9569439888e-01
270,4.9692037702e-01,-4.9581688643e-01
271,4.9695101380e-01,-4.9574753642e-01
272,4.9688935280e-01,-4.9576336145e-01
273,4.9697515368e-01,-4.9566304684e-01
274,4.9685251713e-01,-4.9573662877e-01
275,4.9683055282e-01,-4.9573287368e-01
276,4.9688872695e-01,-4.9565467238e-01
277,4.9681299925e-01,-4.9568116665e-01
278,4.9686792493e-01,-4.9561828375e-01
279,4.9681007862e-01,-4.9561485648e-01
280,4.9679994583e-01,-4.9560585618e-01
281,4.9671551585e-01,-4.9566397071e-01
282,4.9677091837e-01,-4.9555948377e-01
283,4.9676731229e-01,-4.9554362893e-01
284,4.9670377374e-01,-4.9555054307e-01
285,4.9672952294e-01,-4.9551245570e-01
286,4.9670222402e-01,-4.9548208714e-01
287,4.9668040872e-01,-4.9548774958e-01
288,4.9666309357e-01,-4.9545830488e-01
289,4.9662441015e-01,-4.9546730518e-01
290,4.9663335085e-01,-4.9542605877e-01
291,4.9662587047e-01,-4.9540200830e-01
292,4.9658888578e-01,-4.9540695548e-01
293,4.9656698108e-01,-4.9539908767e-01
294,4.9662673473e-01,-4.9530810118e-01
295,4.9654257298e-01,-4.9536269903e-01
296,4.9650236964e-01,-4.9536874890e-01
297,4.9656841159e-01,-4.9527940154e-01
298,4.9645021558e-01,-4.9536222219e-01
299,4.9651163816e-01,-4.9527710676e-01
300,4.9646770954e-01,-4.9528458714e-01
301,4.9643811584e-01,-4.9529212713e-01
302,4.9645289779e-01,-4.9523913860e-01
303,4.9641913176e-01,-4.9524989724e-01
304,4.9637153745e-01,-4.9525582790e-01
305,4.9631124735e-01,-4.9528717995e-01
306,4.9636021256e-01,-4.9520978332e-01
307,4.9639409781e-01,-4.9514010549e-01
308,4.9632373452e-01,-4.9518305063e-01
309,4.9630394578e-01,-4.9516531825e-01
310,4.9632993340e-01,-4.9511292577e-01
311,4.9625465274e-01,-4.9514451623e-01
312,4.9630382657e-01,-4.9507045746e-01
313,4.9624437094e-01,-4.9509674311e-01
314,4.9622666836e-01,-4.9508321285e-01
315,4.9625638127e-01,-4.9502006173e-01
316,4.9615994096e-01,-4.9508601427e-01
317,4.9621778727e-01,-4.9499648809e-01
318,4.9621763825e-01,-4.9496132135e-01
319,4.9615836143e-01,-4.9499616027e-01
320,4.9615603685e-01,-4.9495869875e-01
321,4.9612796307e-01,-4.9496921897e-01
322,4.9616351724e-01,-4.9489498138e-01
323,4.9610069394e-01,-4.9493405223e-01
324,4.9605983496e-01,-4.9494081736e-01
325,4.9610728025e-01,-4.9486809969e-01
326,4.9600425363e-01,-4.9493512511e-01
327,4.9608391523e-01,-4.9483278394e-01
328,4.9610114098e-01,-4.9478065968e-01
329,4.9605667591e-01,-4.9479928613e-01
330,4.9595686793e-01,-4.9487310648e-01
331,4.9596694112e-01,-4.9481883645e-01
332,4.9597573280e-01,-4.9479898810e-01
333,4.9596309662e-01,-4.9475637078e-01
334,4.9588114023e-01,-4.9482068419e-01
335,4.9595227838e-01,-4.9471357465e-01
336,4.9589136243e-01,-4.9475285411e-01
337,4.9586912990e-01,-4.9473211169e-01
338,4.9588704109e-01,-4.9470120668e-01
339,4.9591079354e-01,-4.9464154243e-01
340,4.9583911896e-01,-4.9468261003e-01
341,4.9577337503e-01,-4.9471464753e-01
342,4.9581092596e-01,-4.9464002252e-01
343,4.9579870701e-01,-4.9463018775e-01
344,4.9578973651e-01,-4.9459591508e-01
345,4.9571931362e-01,-4.9464896321e-01
346,4.9578547478e-01,-4.9454191327e-01
347,4.9572521448e-01,-4.9458408356e-01
348,4.9569737911e-01,-4.9456840754e-01
349,4.9565631151e-01,-4.9458327889e-01
350,4.9566954374e-01,-4.9454542994e-01
351,4.9567663670e-01,-4.9451094866e-01
352,4.9568322301e-01,-4.9447730184e-01
353,4.9560338259e-01,-4.9451497197e-01
354,4.9563589692e-01,-4.9446934462e-01
355,4.9561858177e-01,-4.9445208907e-01
356,4.9561357498e-01,-4.9443116784e-01
357,4.9556547403e-01,-4.9443969131e-01
358,4.9557766318e-01,-4.9441480637e-01
359,4.9556666613e-01,-4.9437680840e-01
360,4.9553796649e-01,-4.9439519644e-01
361,4.9546357989e-01,-4.9442869425e-01
362,4.9548631907e-01,-4.9438807368e-01
363,4.9554640055e-01,-4.9430090189e-01
364,4.9545797706e-01,-4.9434986711e-01
365,4.9550339580e-01,-4.9427053332e-01
366,4.9541604519e-01,-4.9433201551e-01
367,4.9550631642e-01,-4.9420821667e-01
368,4.9537268281e-01,-4.9431541562e-01
369,4.9545571208e-01,-4.9419626594e-01
370,4.9538421631e-01,-4.9424931407e-01
371,4.9540024996e-01,-4.9419072270e-01
372,4.9535569549e-01,-4.9422243237e-01
373,4.9538773298e-01,-4.9415871501e-01
374,4.9537122250e-01,-4.9414590001e-01
375,4.9533802271e-01,-4.9414536357e-01
376,4.9530768394e-01,-4.9414294958e-01
377,4.9527621269e-01,-4.9413880706e-01
378,4.9528396130e-01,-4.9412041903e-01
379,4.9528229237e-01,-4.9407869577e-01
380,4.9527728558e-01,-4.9406671524e-01
381,4.9524116516e-01,-4.9406766891e-01
382,4.9523442984e-01,-4.9405157566e-01
383,4.9524393678e-01,-4.9401214719e-01
384,4.9518963695e-01,-4.9403536320e-01
385,4.9521014094e-01,-4.9399077892e-01
386,4.9522128701e-01,-4.9394765496e-01
387,4.9519312382e-01,-4.9394977093e-01
388,4.9512326717e-01,-4.9399068952e-01
389,4.9517145753e-01,-4.9391552806e-01
390,4.9511128664e-01,-4.9394240975e-01
391,4.9513241649e-01,-4.9389857054e-01
392,4.9508106709e-01,-4.9391254783e-01
393,4.9513003230e-01,-4.9384540319e-01
394,4.9502041936e-01,-4.9391537905e-01
395,4.9501362443e-01,-4.9389964342e-01
396,4.9500745535e-01,-4.9387401342e-01
397,4.9503278732e-01,-4.9382162094e-01
398,4.9502956867e-01,-4.9380031228e-01
399,4.9501505494e-01,-4.9378430843e-01
