step,vx_450_150,vy_450_150,pressure_450_150,Cd,Cl,singularity_count
35,3.9976027012e+00,2.4889432825e-04,9.0116271973e+02,9.9048596621e-01,-9.8648073617e-05,0.0000000000e+00
36,3.9984033108e+00,2.4691454018e-04,9.0116271973e+02,9.9048596621e-01,-9.8648073617e-05,0.0000000000e+00
37,3.9991848469e+00,2.4556758581e-04,8.3046197510e+02,1.0172665119e+00,-1.2298584625e-04,0.0000000000e+00
38,3.9999725819e+00,2.4991552345e-04,8.3046197510e+02,1.0172665119e+00,-1.2298584625e-04,0.0000000000e+00
39,4.0007252693e+00,2.8729106998e-04,7.7653649902e+02,1.0124887228e+00,-4.4555665227e-05,0.0000000000e+00
40,4.0014123917e+00,5.6294400565e-05,7.5553576660e+02,1.0218864679e+00,-1.4923095296e-04,0.0000000000e+00
41,4.0023369789e+00,6.0297723394e-05,7.5553576660e+02,1.0218864679e+00,-1.4923095296e-04,0.0000000000e+00
42,4.0028557777e+00,5.7273424318e-05,7.0334564209e+02,1.0682765245e+00,-3.5171509808e-05,0.0000000000e+00
43,4.0036468506e+00,3.3985474147e-05,7.0362469482e+02,1.0637034178e+00,-7.0877074904e-05,0.0000000000e+00
44,4.0044646263e+00,1.1088734755e-04,6.9350445557e+02,1.0531437397e+00,-6.9274901762e-05,0.0000000000e+00
45,4.0051918030e+00,9.2307142040e-05,6.9350445557e+02,1.0531437397e+00,-6.9274901762e-05,0.0000000000e+00
46,4.0056672096e+00,1.8677224580e-04,6.7417346191e+02,1.0871531963e+00,-5.1498413086e-05,0.0000000000e+00
47,4.0060591698e+00,1.9690852787e-04,6.7417346191e+02,1.0871531963e+00,-5.1498413086e-05,0.0000000000e+00
48,4.0071072578e+00,-1.8201635976e-04,6.9205291748e+02,1.0924929380e+00,-2.2811889721e-05,0.0000000000e+00
49,4.0077214241e+00,1.3554916950e-04,7.1890765381e+02,1.0966267586e+00,-5.4168700444e-05,0.0000000000e+00
50,4.0084753036e+00,-9.0214736701e-05,7.1694879150e+02,1.1076823473e+00,-9.1934205557e-05,0.0000000000e+00
51,4.0094547272e+00,-8.2683553046e-05,7.1694879150e+02,1.1076823473e+00,-9.1934205557e-05,0.0000000000e+00
52,4.0098152161e+00,-2.4294806644e-04,7.7509930420e+02,1.1236518621e+00,-7.9803467088e-05,0.0000000000e+00
53,4.0102968216e+00,-2.3719836463e-05,8.1249353027e+02,1.1236240864e+00,1.1138916307e-05,0.0000000000e+00
54,4.0105552673e+00,-2.1252108127e-05,8.1249353027e+02,1.1236240864e+00,1.1138916307e-05,0.0000000000e+00
55,4.0115804672e+00,6.2986182456e-06,1.0318576660e+03,1.1104784012e+00,-2.2735595121e-04,0.0000000000e+00
56,4.0125808716e+00,8.1634243543e-06,1.0318576660e+03,1.1104784012e+00,-2.2735595121e-04,0.0000000000e+00
57,4.0135798454e+00,8.4881285147e-06,1.0318576660e+03,1.1104784012e+00,-2.2735595121e-04,0.0000000000e+00
58,4.0131549835e+00,1.9330473151e-04,9.2248773193e+02,1.1201227903e+00,1.0879516776e-04,0.0000000000e+00
59,4.0125370026e+00,1.9366039487e-04,9.2248773193e+02,1.1201227903e+00,1.0879516776e-04,0.0000000000e+00
60,4.0136976242e+00,2.3902786779e-04,6.0465827942e+01,1.1179237366e+00,-3.8124085404e-04,0.0000000000e+00
61,4.0148119926e+00,2.3734371644e-04,6.0465827942e+01,1.1179237366e+00,-3.8124085404e-04,0.0000000000e+00
62,4.0134701729e+00,2.3289991077e-04,-3.3287976074e+02,1.1300734282e+00,1.1535644444e-04,0.0000000000e+00
63,4.0121378899e+00,2.3138386314e-04,-3.3287976074e+02,1.1300734282e+00,1.1535644444e-04,0.0000000000e+00
64,4.0128221512e+00,2.6636387338e-04,-4.5296386719e+02,1.1511237621e+00,-3.5354614374e-04,0.0000000000e+00
65,4.0134553909e+00,2.6610051282e-04,-4.5296386719e+02,1.1511237621e+00,-3.5354614374e-04,0.0000000000e+00
66,4.0119214058e+00,2.4153431877e-04,-6.6315856934e+02,1.1674162149e+00,9.8037722637e-05,0.0000000000e+00
67,4.0104370117e+00,2.4418727844e-04,-6.6315856934e+02,1.1674162149e+00,9.8037722637e-05,0.0000000000e+00
68,4.0108451843e+00,3.4078210592e-04,-6.7093115234e+02,1.1806262732e+00,-3.7315368536e-04,0.0000000000e+00
69,4.0111389160e+00,3.6052998621e-04,-6.7093115234e+02,1.1806262732e+00,-3.7315368536e-04,0.0000000000e+00
70,4.0097484589e+00,2.1434132941e-04,-8.5895428467e+02,1.1899514198e+00,7.0800779213e-05,0.0000000000e+00
71,4.0085153580e+00,1.8244489911e-04,-8.5895428467e+02,1.1899514198e+00,7.0800779213e-05,0.0000000000e+00
72,4.0081658363e+00,6.1808954342e-05,-7.4843981934e+02,1.2110655308e+00,-3.4652708564e-04,0.0000000000e+00
73,4.0079216957e+00,1.0270380153e-04,-7.4843981934e+02,1.2110655308e+00,-3.4652708564e-04,0.0000000000e+00
74,4.0067949295e+00,3.6022625864e-04,-1.0361890869e+03,1.1980034113e+00,-4.6691893658e-05,0.0000000000e+00
75,4.0054416656e+00,3.0441884883e-04,-1.0361890869e+03,1.1980034113e+00,-4.6691893658e-05,0.0000000000e+00
76,4.0041756630e+00,2.7964776382e-04,-1.0361890869e+03,1.1980034113e+00,-4.6691893658e-05,0.0000000000e+00
77,4.0053782463e+00,1.3538909843e-04,-5.4396734619e+02,1.2734954357e+00,-5.1277159946e-04,0.0000000000e+00
78,4.0031099319e+00,3.6678375909e-04,-1.2315968018e+03,1.2112565041e+00,1.1512756464e-04,0.0000000000e+00
79,4.0031352043e+00,-2.3200068972e-04,-8.4462005615e+02,1.2555928230e+00,-4.1999816312e-04,0.0000000000e+00
80,4.0036807060e+00,-1.9429725944e-04,-8.4462005615e+02,1.2555928230e+00,-4.1999816312e-04,0.0000000000e+00
81,4.0041098595e+00,-1.8111491227e-04,-8.4462005615e+02,1.2555928230e+00,-4.1999816312e-04,0.0000000000e+00
82,4.0001797676e+00,-3.5492074676e-04,-1.5675539551e+03,1.1794288158e+00,4.4982909458e-04,0.0000000000e+00
83,3.9966082573e+00,-3.8300754386e-04,-1.5675539551e+03,1.1794288158e+00,4.4982909458e-04,0.0000000000e+00
84,3.9989869595e+00,4.4140781392e-04,-6.7583032227e+02,1.2729291916e+00,-6.9145200541e-04,0.0000000000e+00
85,4.0003929138e+00,4.5431146282e-04,-6.7583032227e+02,1.2729291916e+00,-6.9145200541e-04,0.0000000000e+00
86,3.9970226288e+00,-4.6293466585e-04,-1.3898616943e+03,1.2099006176e+00,1.4106750314e-04,0.0000000000e+00
87,3.9946928024e+00,-4.7488251585e-04,-1.3898616943e+03,1.2099006176e+00,1.4106750314e-04,0.0000000000e+00
88,3.9963824749e+00,-3.2375202863e-04,-5.1339556885e+02,1.2727643251e+00,-7.8277586726e-04,0.0000000000e+00
89,3.9947700500e+00,1.4216326235e-04,-1.2830395508e+03,1.2023528814e+00,4.7111511230e-04,0.0000000000e+00
90,3.9947717190e+00,-3.7058210000e-04,-6.2696551514e+02,1.2599012852e+00,-3.5514830961e-04,0.0000000000e+00
91,3.9951748848e+00,-3.4904453787e-04,-6.2696551514e+02,1.2599012852e+00,-3.5514830961e-04,0.0000000000e+00
92,3.9925963879e+00,-9.4948416518e-05,-1.3658118896e+03,1.1798157692e+00,5.1193237596e-05,0.0000000000e+00
93,3.9934232235e+00,-1.5187633107e-04,-3.7590844727e+02,1.2664549351e+00,-6.4758298686e-04,0.0000000000e+00
94,3.9917085171e+00,-5.1883507695e-06,-9.8441302490e+02,1.2119088173e+00,3.5705565097e-05,0.0000000000e+00
95,3.9899713993e+00,-4.4100997911e-05,-9.8441302490e+02,1.2119088173e+00,3.5705565097e-05,0.0000000000e+00
96,3.9912831783e+00,2.2412593535e-04,-7.9942741394e+01,1.2672642469e+00,-4.5631409739e-04,0.0000000000e+00
97,3.9921648502e+00,2.7073331876e-04,-7.9942741394e+01,1.2672642469e+00,-4.5631409739e-04,0.0000000000e+00
98,3.9894945621e+00,1.0990130249e-05,-1.0655278320e+03,1.1961705685e+00,1.3099670468e-04,0.0000000000e+00
99,3.9899008274e+00,2.2033076675e-04,-1.7111369324e+02,1.2453433275e+00,-2.9495239141e-04,0.0000000000e+00
100,3.9900348186e+00,2.4126211065e-04,-1.7111369324e+02,1.2453433275e+00,-2.9495239141e-04,0.0000000000e+00
101,3.9900820255e+00,2.6761498884e-04,-1.7111369324e+02,1.2453433275e+00,-2.9495239141e-04,0.0000000000e+00
102,3.9883253574e+00,-1.4318272588e-04,-7.2341302490e+02,1.2098284960e+00,-6.3705447246e-05,0.0000000000e+00
103,3.9885787964e+00,2.6182757574e-04,-1.3700500488e+02,1.2431079149e+00,-2.8778077103e-04,0.0000000000e+00
104,3.9883887768e+00,2.7782711550e-04,-1.3700500488e+02,1.2431079149e+00,-2.8778077103e-04,0.0000000000e+00
105,3.9875960350e+00,-1.6142854292e-05,-3.4570462036e+02,1.2257184982e+00,-2.2674560023e-04,0.0000000000e+00
106,3.9871480465e+00,-4.9130947446e-05,-3.4570462036e+02,1.2257184982e+00,-2.2674560023e-04,0.0000000000e+00
107,3.9874830246e+00,1.9593149773e-04,-2.8156793594e+01,1.2461631298e+00,-2.6542664273e-04,0.0000000000e+00
108,3.9870834351e+00,-5.1971030189e-05,-2.1975619507e+02,1.2363291979e+00,-2.2491454729e-04,0.0000000000e+00
109,3.9869496822e+00,-6.4866595494e-05,-2.1975619507e+02,1.2363291979e+00,-2.2491454729e-04,0.0000000000e+00
110,3.9868979454e+00,6.4843778091e-05,-9.3408020020e+01,1.2353088856e+00,-2.4726867559e-04,0.0000000000e+00
111,3.9866716862e+00,9.6066571132e-05,-9.3408020020e+01,1.2353088856e+00,-2.4726867559e-04,0.0000000000e+00
112,3.9866700172e+00,2.4004224542e-05,-2.0450547791e+02,1.2369483709e+00,-2.3849487479e-04,0.0000000000e+00
113,3.9867832661e+00,-1.2816566596e-05,-2.0450547791e+02,1.2369483709e+00,-2.3849487479e-04,0.0000000000e+00
114,3.9865956306e+00,-1.7436874259e-05,-3.9334018707e+01,1.2380726337e+00,-2.7496338589e-04,0.0000000000e+00
115,3.9863829613e+00,1.3699045667e-05,-3.9334018707e+01,1.2380726337e+00,-2.7496338589e-04,0.0000000000e+00
116,3.9865524769e+00,-1.0023450886e-04,-7.8666809082e+01,1.2436866760e+00,-2.4322509125e-04,0.0000000000e+00
117,3.9868643284e+00,-1.2843284640e-04,-7.8666809082e+01,1.2436866760e+00,-2.4322509125e-04,0.0000000000e+00
118,3.9866492748e+00,-1.0097588529e-05,7.4849136353e+01,1.2335140705e+00,-2.7481079451e-04,0.0000000000e+00
119,3.9862887859e+00,1.8253536837e-05,7.4849136353e+01,1.2335140705e+00,-2.7481079451e-04,0.0000000000e+00
120,3.9870657921e+00,-1.1295162403e-04,-1.2843387604e+01,1.2468562126e+00,-2.5382995955e-04,0.0000000000e+00
121,3.9880101681e+00,-1.4495254436e-04,-1.2843387604e+01,1.2468562126e+00,-2.5382995955e-04,0.0000000000e+00
122,3.9870872498e+00,3.9191203541e-05,2.7782626343e+02,1.2350217104e+00,-2.7404783759e-04,0.0000000000e+00
123,3.9859330654e+00,8.8056069217e-05,2.7782626343e+02,1.2350217104e+00,-2.7404783759e-04,0.0000000000e+00
124,3.9874634743e+00,-2.5528710103e-04,1.6477586365e+02,1.2537031174e+00,-3.1021118048e-04,0.0000000000e+00
125,3.9873688221e+00,-9.0609522886e-05,3.5786120605e+02,1.2364755869e+00,-2.6168822660e-04,0.0000000000e+00
126,3.9871058464e+00,-6.3143728767e-05,3.5786120605e+02,1.2364755869e+00,-2.6168822660e-04,0.0000000000e+00
127,3.9868140221e+00,-4.0973027353e-05,3.5786120605e+02,1.2364755869e+00,-2.6168822660e-04,0.0000000000e+00
128,3.9889910221e+00,-1.4754131553e-04,3.1824829102e+02,1.2179307938e+00,-4.1320800665e-04,0.0000000000e+00
129,3.9885544777e+00,-4.2999461584e-05,4.9503228760e+02,1.2439138889e+00,-2.3338317988e-04,0.0000000000e+00
130,3.9880151749e+00,-8.4547209553e-06,4.9503228760e+02,1.2439138889e+00,-2.3338317988e-04,0.0000000000e+00
131,3.9902369976e+00,-1.5379034448e-04,4.5187554932e+02,1.2013597488e+00,-3.1494139694e-04,0.0000000000e+00
132,3.9897456169e+00,-9.2917653092e-06,6.0791864014e+02,1.2327386141e+00,-3.0929566128e-04,0.0000000000e+00
133,3.9891211987e+00,3.1624178519e-05,6.0791864014e+02,1.2327386141e+00,-3.0929566128e-04,0.0000000000e+00
134,3.9917638302e+00,-1.8023049051e-04,5.6926062012e+02,1.1916487217e+00,-2.8121948708e-04,0.0000000000e+00
135,3.9945688248e+00,-2.7085826150e-04,5.6926062012e+02,1.1916487217e+00,-2.8121948708e-04,0.0000000000e+00
136,3.9920325279e+00,1.0477090837e-04,7.6869622803e+02,1.2382861376e+00,-3.7658691872e-04,0.0000000000e+00
137,3.9936723709e+00,-2.3270599195e-04,7.4281506348e+02,1.2139933109e+00,-3.1036377186e-04,0.0000000000e+00
138,3.9955797195e+00,-3.0594246346e-04,7.4281506348e+02,1.2139933109e+00,-3.1036377186e-04,0.0000000000e+00
139,3.9934005737e+00,9.3112881586e-05,8.2572473145e+02,1.2023329735e+00,-3.7124633673e-04,0.0000000000e+00
140,3.9955887794e+00,-1.8203398213e-04,8.2310693359e+02,1.1968363523e+00,-2.2911072301e-04,0.0000000000e+00
141,3.9979391098e+00,-2.5697072851e-04,8.2310693359e+02,1.1968363523e+00,-2.2911072301e-04,0.0000000000e+00
142,3.9951696396e+00,1.3225886505e-04,8.8046313477e+02,1.2012401819e+00,-3.9474488585e-04,0.0000000000e+00
143,3.9977681637e+00,-1.3985473197e-04,8.7581274414e+02,1.1964826584e+00,-2.7690886054e-04,0.0000000000e+00
144,4.0004415512e+00,-2.7919150307e-04,8.7581274414e+02,1.1964826584e+00,-2.7690886054e-04,0.0000000000e+00
145,3.9970085621e+00,1.4258093142e-04,8.9809570312e+02,1.1941719055e+00,-4.2709350237e-04,0.0000000000e+00
146,4.0000195503e+00,-6.8803230533e-05,9.0673693848e+02,1.1938742399e+00,-2.5779724820e-04,0.0000000000e+00
147,3.9986875057e+00,2.5178000215e-04,8.9223400879e+02,1.1924619675e+00,-3.6537169944e-04,0.0000000000e+00
148,3.9973220825e+00,4.0354614612e-04,8.9223400879e+02,1.1924619675e+00,-3.6537169944e-04,0.0000000000e+00
149,4.0019087791e+00,1.7466110876e-05,9.0460119629e+02,1.1890654564e+00,-2.2163390531e-04,0.0000000000e+00
150,4.0001764297e+00,1.2864750170e-04,8.3882250977e+02,1.1887571812e+00,-3.7845611223e-04,0.0000000000e+00
151,4.0027546883e+00,-4.1778926970e-05,8.3938311768e+02,1.1929850578e+00,-2.8381348238e-04,0.0000000000e+00
152,4.0051436424e+00,-2.0330533152e-04,8.3938311768e+02,1.1929850578e+00,-2.8381348238e-04,0.0000000000e+00
153,4.0020823479e+00,1.3668647443e-04,7.4315087891e+02,1.1770738363e+00,-4.1122437688e-04,0.0000000000e+00
154,4.0049171448e+00,2.3872655584e-04,7.5851568604e+02,1.1918624640e+00,-2.9018401983e-04,0.0000000000e+00
155,4.0035853386e+00,2.8829544317e-04,6.6448211670e+02,1.1823505163e+00,-3.7189482828e-04,0.0000000000e+00
156,4.0052819252e+00,3.0975090340e-05,6.4583941650e+02,1.1886173487e+00,-3.0361174140e-04,0.0000000000e+00
157,4.0069055557e+00,-8.8319575298e-05,6.4583941650e+02,1.1886173487e+00,-3.0361174140e-04,0.0000000000e+00
158,4.0049204826e+00,8.6710788310e-05,5.4090380859e+02,1.1699820757e+00,-3.9123534225e-04,0.0000000000e+00
159,4.0070333481e+00,3.3932476072e-04,5.3758392334e+02,1.1863796711e+00,-3.0395507929e-04,0.0000000000e+00
160,4.0061049461e+00,2.0623457385e-04,4.5150659180e+02,1.1757241488e+00,-3.7166595575e-04,0.0000000000e+00
161,4.0056695938e+00,3.2910087612e-04,4.5150659180e+02,1.1757241488e+00,-3.7166595575e-04,0.0000000000e+00
162,4.0080628395e+00,3.1159419450e-04,4.4776895142e+02,1.1806086302e+00,-2.9289245140e-04,0.0000000000e+00
163,4.0077724457e+00,3.1992583536e-04,3.1774307251e+02,1.1771887541e+00,-3.9611815009e-04,0.0000000000e+00
164,4.0077738762e+00,4.2017613305e-04,3.1774307251e+02,1.1771887541e+00,-3.9611815009e-04,0.0000000000e+00
165,4.0085887909e+00,2.5573780295e-04,3.6417453003e+02,1.1643425226e+00,-2.2216797515e-04,0.0000000000e+00
166,4.0082440376e+00,-7.9409954196e-05,2.3095513916e+02,1.1715809107e+00,-4.0298461681e-04,0.0000000000e+00
167,4.0088791847e+00,1.4305970399e-04,2.6737045288e+02,1.1674323082e+00,-3.0143736512e-04,0.0000000000e+00
168,4.0090084076e+00,6.9534900831e-05,2.6737045288e+02,1.1674323082e+00,-3.0143736512e-04,0.0000000000e+00
169,4.0090885162e+00,-8.8253007561e-05,1.5778028870e+02,1.1628749371e+00,-4.2274474981e-04,0.0000000000e+00
170,4.0092310905e+00,5.6890625274e-05,2.0532307434e+02,1.1648608446e+00,-3.0052184593e-04,0.0000000000e+00
171,4.0090031624e+00,-2.1651176212e-06,2.0532307434e+02,1.1648608446e+00,-3.0052184593e-04,0.0000000000e+00
172,4.0097527504e+00,-5.5218260968e-05,1.0535420227e+02,1.1578235626e+00,-4.2945862515e-04,0.0000000000e+00
173,4.0099492073e+00,-1.5867088223e-05,1.3306112671e+02,1.1583861113e+00,-3.3897400135e-04,0.0000000000e+00
174,4.0100712776e+00,-1.9379134756e-05,1.3306112671e+02,1.1583861113e+00,-3.3897400135e-04,0.0000000000e+00
175,4.0101618767e+00,-2.9566363082e-05,1.3306112671e+02,1.1583861113e+00,-3.3897400135e-04,0.0000000000e+00
176,4.0102305412e+00,-3.8203706936e-05,1.3306112671e+02,1.1583861113e+00,-3.3897400135e-04,0.0000000000e+00
177,4.0102796555e+00,-4.6488399676e-05,1.3306112671e+02,1.1583861113e+00,-3.3897400135e-04,0.0000000000e+00
178,4.0102891922e+00,1.0105854017e-04,1.0200175476e+02,1.1260037422e+00,-3.6712645669e-04,0.0000000000e+00
179,4.0103449821e+00,6.9604022428e-05,7.1099609375e+01,1.1542296410e+00,-3.4950257395e-04,0.0000000000e+00
180,4.0104336739e+00,6.4890751673e-05,7.1099609375e+01,1.1542296410e+00,-3.4950257395e-04,0.0000000000e+00
181,4.0105290413e+00,6.9030444138e-05,7.1099609375e+01,1.1542296410e+00,-3.4950257395e-04,0.0000000000e+00
182,4.0102133751e+00,1.4260123135e-04,2.7207912445e+01,1.1300177574e+00,-3.2913207542e-04,0.0000000000e+00
183,4.0098118782e+00,1.3681591372e-04,2.7207912445e+01,1.1300177574e+00,-3.2913207542e-04,0.0000000000e+00
184,4.0103726387e+00,1.1109712068e-04,2.2150388718e+01,1.1493027210e+00,-3.3325195545e-04,0.0000000000e+00
185,4.0100007057e+00,1.7969142937e-04,-4.5459575653e+01,1.1278451681e+00,-4.0267943405e-04,0.0000000000e+00
186,4.0099034309e+00,1.0868776008e-04,-5.6822238922e+01,1.1357897520e+00,-3.4912108094e-04,0.0000000000e+00
187,4.0098772049e+00,1.1055561481e-04,-5.6822238922e+01,1.1357897520e+00,-3.4912108094e-04,0.0000000000e+00
188,4.0098490715e+00,1.1044774146e-04,-5.6822238922e+01,1.1357897520e+00,-3.4912108094e-04,0.0000000000e+00
189,4.0097522736e+00,1.2679546489e-04,-7.7851829529e+01,1.1288011074e+00,-3.8177490933e-04,0.0000000000e+00
190,4.0097570419e+00,1.2948224321e-04,-1.0560679626e+02,1.1400370598e+00,-3.1188965659e-04,0.0000000000e+00
191,4.0097599030e+00,1.3243420108e-04,-1.0560679626e+02,1.1400370598e+00,-3.1188965659e-04,0.0000000000e+00
192,4.0097608566e+00,1.3446337834e-04,-1.0560679626e+02,1.1400370598e+00,-3.1188965659e-04,0.0000000000e+00
193,4.0093317032e+00,3.2907805871e-04,-1.6021562195e+02,1.1186474562e+00,-2.6138304383e-04,0.0000000000e+00
194,4.0089292526e+00,1.6396160936e-04,-2.5672857666e+02,1.1358695030e+00,-3.9916991955e-04,0.0000000000e+00
195,4.0087075233e+00,1.7282574845e-04,-2.5672857666e+02,1.1358695030e+00,-3.9916991955e-04,0.0000000000e+00
196,4.0085349083e+00,1.6459968174e-04,-1.9561471558e+02,1.1165233850e+00,-3.8337707520e-04,0.0000000000e+00
197,4.0084643364e+00,3.2022659434e-04,-3.2260003662e+02,1.1360213757e+00,-3.4309388138e-04,0.0000000000e+00
198,4.0082612038e+00,3.2680176082e-04,-3.2260003662e+02,1.1360213757e+00,-3.4309388138e-04,0.0000000000e+00
199,4.0080757141e+00,3.2781783375e-04,-3.2260003662e+02,1.1360213757e+00,-3.4309388138e-04,0.0000000000e+00
200,4.0076212883e+00,2.6308748056e-04,-2.2592797852e+02,1.1090930700e+00,-2.6947021252e-04,0.0000000000e+00
201,4.0069918633e+00,-6.6305459768e-05,-4.6796685791e+02,1.1440670490e+00,-3.6956786062e-04,0.0000000000e+00
202,4.0067124367e+00,-6.6851236625e-05,-4.6796685791e+02,1.1440670490e+00,-3.6956786062e-04,0.0000000000e+00
203,4.0064539909e+00,-7.1930393460e-05,-4.6796685791e+02,1.1440670490e+00,-3.6956786062e-04,0.0000000000e+00
204,4.0062198639e+00,-7.8094111814e-05,-4.6796685791e+02,1.1440670490e+00,-3.6956786062e-04,0.0000000000e+00
205,4.0054030418e+00,2.0591067732e-04,-3.1444958496e+02,1.0640952587e+00,-2.8610229492e-04,0.0000000000e+00
206,4.0053734779e+00,3.8769205275e-05,-5.6900402832e+02,1.1689969301e+00,-2.2735595121e-04,0.0000000000e+00
207,4.0047988892e+00,2.9771128902e-04,-4.5756597900e+02,1.1063073874e+00,-2.8526305687e-04,0.0000000000e+00
208,4.0045251846e+00,1.9385354244e-04,-7.0478015137e+02,1.1386393309e+00,-3.4934998257e-04,0.0000000000e+00
209,4.0044136047e+00,1.9820340094e-04,-7.0478015137e+02,1.1386393309e+00,-3.4934998257e-04,0.0000000000e+00
210,4.0043544769e+00,1.8199151964e-04,-7.0478015137e+02,1.1386393309e+00,-3.4934998257e-04,0.0000000000e+00
211,4.0025978088e+00,1.9644726126e-04,-2.7988723755e+02,1.0932297707e+00,-3.8772582775e-04,0.0000000000e+00
212,4.0023145676e+00,-5.9437377786e-05,-6.6781188965e+02,1.1527435780e+00,-3.0982971657e-04,0.0000000000e+00
213,4.0023150444e+00,-7.3301605880e-05,-6.6781188965e+02,1.1527435780e+00,-3.0982971657e-04,0.0000000000e+00
214,4.0023550987e+00,-8.2769285655e-05,-6.6781188965e+02,1.1527435780e+00,-3.0982971657e-04,0.0000000000e+00
215,4.0006098747e+00,3.5372874117e-04,-5.7678894043e+02,1.0799289942e+00,-2.5054931757e-04,0.0000000000e+00
216,3.9983813763e+00,3.9489509072e-04,-5.7678894043e+02,1.0799289942e+00,-2.5054931757e-04,0.0000000000e+00
217,3.9995272160e+00,4.7052424634e-05,-8.1868096924e+02,1.1736387014e+00,-3.9833068149e-04,0.0000000000e+00
