step,vx_25_25,vy_25_25,pressure_25_25,energy
0,4.9975326657e-01,-4.9975326657e-01,0.0000000000e+00,2.3998945312e+03
1,5.0097900629e-01,-5.0222355127e-01,2.3467617035e+00,2.4614189453e+03
2,5.0083154440e-01,-5.0197434425e-01,2.4652588367e+00,2.4613876953e+03
3,5.0091010332e-01,-5.0194150209e-01,-3.1688690186e-01,2.4613535156e+03
4,5.0098258257e-01,-5.0191426277e-01,-7.4691051245e-01,2.4613208008e+03
5,5.0098395348e-01,-5.0193041563e-01,-9.0797185898e-01,2.4612895508e+03
6,5.0108420849e-01,-5.0199317932e-01,-5.3661423922e-01,2.4612604980e+03
7,5.0130712986e-01,-5.0200766325e-01,-1.3757596016e+00,2.4612280273e+03
8,5.0126755238e-01,-5.0211846828e-01,-1.9222921133e+00,2.4611972656e+03
9,5.0131332874e-01,-5.0204455853e-01,-1.0608794689e+00,2.4611701660e+03
10,5.0139153004e-01,-5.0205677748e-01,-1.8181048632e+00,2.4611416016e+03
11,5.0146085024e-01,-5.0191879272e-01,-5.0537931919e-01,2.4611140137e+03
12,5.0155258179e-01,-5.0188368559e-01,-9.6001136303e-01,2.4610817871e+03
13,5.0155371428e-01,-5.0181508064e-01,-1.2905403972e-01,2.4610529785e+03
14,5.0139415264e-01,-5.0174486637e-01,-3.7868291140e-01,2.4610251465e+03
15,5.0142192841e-01,-5.0178366899e-01,-1.3756507635e+00,2.4609956055e+03
16,5.0143682957e-01,-5.0173103809e-01,4.5798701048e-01,2.4609702148e+03
17,5.0146120787e-01,-5.0169569254e-01,-3.8590008020e-01,2.4609421387e+03
18,5.0149601698e-01,-5.0177979469e-01,-5.3057652712e-01,2.4609121094e+03
19,5.0150215626e-01,-5.0155484676e-01,1.2155858427e-01,2.4608833008e+03
20,5.0157248974e-01,-5.0157904625e-01,-8.2850283384e-01,2.4608532715e+03
21,5.0165456533e-01,-5.0164353848e-01,-4.1991290450e-01,2.4608251953e+03
22,5.0166839361e-01,-5.0165671110e-01,-1.0789543390e+00,2.4607956543e+03
23,5.0159150362e-01,-5.0173151493e-01,-1.0176355839e+00,2.4607680664e+03
24,5.0180435181e-01,-5.0171947479e-01,-7.5044882298e-01,2.4607416992e+03
25,5.0158643723e-01,-5.0181752443e-01,-1.6276868582e+00,2.4607160645e+03
26,5.0192975998e-01,-5.0182002783e-01,-5.8086645603e-01,2.4606896973e+03
27,5.0191754103e-01,-5.0189036131e-01,-9.3825763464e-01,2.4606616211e+03
28,5.0177937746e-01,-5.0184386969e-01,-1.2854793072e+00,2.4606342773e+03
29,5.0186014175e-01,-5.0189149380e-01,-8.7129819393e-01,2.4606071777e+03
30,5.0192987919e-01,-5.0191265345e-01,-5.6987744570e-01,2.4605803223e+03
31,5.0185114145e-01,-5.0194406509e-01,-7.0434385538e-01,2.4605537109e+03
32,5.0178116560e-01,-5.0198656321e-01,-8.5744154453e-01,2.4605285645e+03
33,5.0198227167e-01,-5.0198608637e-01,-5.6923981756e-02,2.4605012207e+03
