step,vx_166_1,vx_166_2,vx_166_3,vx_166_4,vx_166_5,vx_166_6,vx_166_7,vx_166_8,vx_166_9,vx_166_10,vx_166_11,vx_166_12,vx_166_13,vx_166_14,vx_166_15,vx_166_16,vx_166_17,vx_166_18,vx_166_19,vx_166_20,vx_166_21,vx_166_22,vx_166_23,vx_166_24,vx_166_25,vx_166_26,vx_166_27,vx_166_28,vx_166_29,vx_166_30,vx_166_31,vx_166_32,vx_166_33,vx_166_34,vx_166_35,vx_166_36,vx_166_37,vx_166_38,vx_166_39,vx_166_40,vx_166_41,vx_166_42,vx_166_43,vx_166_44,vx_166_45,vx_166_46,vx_166_47,vx_166_48,vx_166_49,vx_166_50,vx_166_51,vx_166_52,vx_166_53,vx_166_54,vx_166_55,vx_166_56,vx_166_57,vx_166_58,vx_166_59,vx_166_60,vx_166_61,vx_166_62,vx_166_63,vx_166_64,vx_166_65,vx_166_66,vx_166_67,vx_166_68,vx_166_69,vx_166_70,vx_166_71,vx_166_72,vx_166_73,vx_166_74,vx_166_75,vx_166_76,vx_166_77,vx_166_78,vx_166_79,vx_166_80,vx_166_81,vx_166_82,vx_166_83,vx_166_84,vx_166_85,vx_166_86,vx_166_87,vx_166_88,vx_166_89,vx_166_90,vx_166_91,vx_166_92,vx_166_93,vx_166_94,vx_166_95,vx_166_96,vx_166_97,vx_166_98,vx_166_99
1,3.9248280525e+00,3.9228827953e+00,3.9249141216e+00,3.9229922295e+00,3.9250156879e+00,3.9230389595e+00,3.9249844551e+00,3.9229922295e+00,3.9249453545e+00,3.9230704308e+00,3.9251172543e+00,3.9231250286e+00,3.9250156879e+00,3.9231796265e+00,3.9251172543e+00,3.9231796265e+00,3.9251563549e+00,3.9232108593e+00,3.9251952171e+00,3.9232656956e+00,3.9252967834e+00,3.9232969284e+00,3.9252891541e+00,3.9232344627e+00,3.9251875877e+00,3.9232656956e+00,3.9252579212e+00,3.9233047962e+00,3.9252343178e+00,3.9232733250e+00,3.9252030849e+00,3.9232578278e+00,3.9251563549e+00,3.9232656956e+00,3.9252030849e+00,3.9233124256e+00,3.9251718521e+00,3.9232733250e+00,3.9252655506e+00,3.9232890606e+00,3.9253594875e+00,3.9232969284e+00,3.9252655506e+00,3.9232187271e+00,3.9252734184e+00,3.9233281612e+00,3.9252891541e+00,3.9233436584e+00,3.9252421856e+00,3.9232733250e+00,3.9251718521e+00,3.9232811928e+00,3.9252812862e+00,3.9233047962e+00,3.9252264500e+00,3.9232656956e+00,3.9252734184e+00,3.9232656956e+00,3.9252734184e+00,3.9232578278e+00,3.9251952171e+00,3.9232499599e+00,3.9252030849e+00,3.9232578278e+00,3.9251639843e+00,3.9232578278e+00,3.9252188206e+00,3.9232499599e+00,3.9251952171e+00,3.9232187271e+00,3.9252343178e+00,3.9232420921e+00,3.9252343178e+00,3.9232108593e+00,3.9252343178e+00,3.9232265949e+00,3.9251327515e+00,3.9231405258e+00,3.9251172543e+00,3.9231405258e+00,3.9251093864e+00,3.9231016636e+00,3.9250469208e+00,3.9230859280e+00,3.9250781536e+00,3.9230155945e+00,3.9249844551e+00,3.9230000973e+00,3.9249608517e+00,3.9229922295e+00,3.9248750210e+00,3.9229764938e+00,3.9249608517e+00,3.9228594303e+00,3.9247813225e+00,3.9228045940e+00,3.9247188568e+00,3.9227657318e+00,3.9227657318e+00
2333,4.1320843697e+00,4.1323070526e+00,4.1325988770e+00,4.1338620186e+00,4.1347217560e+00,4.1371231079e+00,4.1385936737e+00,4.1420898438e+00,4.1443257332e+00,4.1487669945e+00,4.1520957947e+00,4.1574106216e+00,4.1619000435e+00,4.1679787636e+00,4.1736984253e+00,4.1806292534e+00,4.1875228882e+00,4.1948537827e+00,4.2028388977e+00,4.2104816437e+00,4.2192916870e+00,4.2271857262e+00,4.2362995148e+00,4.2443423271e+00,4.2529516220e+00,4.2608289719e+00,4.2677907944e+00,4.2745656967e+00,4.2784624100e+00,4.2824935913e+00,4.2810502052e+00,4.2790288925e+00,4.2685093880e+00,4.2559695244e+00,4.2328667641e+00,4.2071619034e+00,4.1704306602e+00,4.1322698593e+00,4.0837759972e+00,4.0358729362e+00,3.9796397686e+00,3.9261019230e+00,3.8671662807e+00,3.8128476143e+00,3.7565898895e+00,3.7063937187e+00,3.6577401161e+00,3.6158711910e+00,3.5784852505e+00,3.5478372574e+00,3.5238163471e+00,3.5056741238e+00,3.4953908920e+00,3.4893403053e+00,3.4917054176e+00,3.4959433079e+00,3.5087029934e+00,3.5208296776e+00,3.5408241749e+00,3.5580060482e+00,3.5817675591e+00,3.6010060310e+00,3.6254546642e+00,3.6443817616e+00,3.6677074432e+00,3.6862452030e+00,3.7106714249e+00,3.7346665859e+00,3.7694466114e+00,3.8110685349e+00,3.8660526276e+00,3.9258446693e+00,3.9864606857e+00,4.0377583504e+00,4.0764660835e+00,4.1021881104e+00,4.1175441742e+00,4.1267585754e+00,4.1316046715e+00,4.1347880363e+00,4.1361041069e+00,4.1369132996e+00,4.1369261742e+00,4.1365365982e+00,4.1360564232e+00,4.1349043846e+00,4.1341447830e+00,4.1325263977e+00,4.1319298744e+00,4.1300559044e+00,4.1296486855e+00,4.1277594566e+00,4.1273999214e+00,4.1259479523e+00,4.1255068779e+00,4.1247034073e+00,4.1240358353e+00,4.1240262985e+00,4.1240262985e+00
4666,4.1452379227e+00,4.1468529701e+00,4.1470808983e+00,4.1501612663e+00,4.1514997482e+00,4.1560492516e+00,4.1587257385e+00,4.1647639275e+00,4.1689753532e+00,4.1765646935e+00,4.1826667786e+00,4.1918334961e+00,4.2001390457e+00,4.2112360001e+00,4.2221131325e+00,4.2355322838e+00,4.2491927147e+00,4.2655105591e+00,4.2824869156e+00,4.3022818565e+00,4.3228836060e+00,4.3460454941e+00,4.3684906960e+00,4.3892712593e+00,4.3999176025e+00,4.3955569267e+00,4.3689198494e+00,4.3283066750e+00,4.2819356918e+00,4.2451796532e+00,4.2157206535e+00,4.1949429512e+00,4.1716628075e+00,4.1482806206e+00,4.1168193817e+00,4.0835690498e+00,4.0418143272e+00,3.9991731644e+00,3.9490649700e+00,3.9000740051e+00,3.8453099728e+00,3.7941045761e+00,3.7396302223e+00,3.6910037994e+00,3.6418833733e+00,3.6007385254e+00,3.5613529682e+00,3.5314598083e+00,3.5048942566e+00,3.4884808064e+00,3.4760181904e+00,3.4734687805e+00,3.4746437073e+00,3.4848718643e+00,3.4979753494e+00,3.5188355446e+00,3.5412261486e+00,3.5700819492e+00,3.5989944935e+00,3.6329417229e+00,3.6656384468e+00,3.7020959854e+00,3.7357757092e+00,3.7722203732e+00,3.8045213223e+00,3.8385870457e+00,3.8677470684e+00,3.8979959488e+00,3.9228246212e+00,3.9484381676e+00,3.9687421322e+00,3.9898171425e+00,4.0057840347e+00,4.0227088928e+00,4.0348706245e+00,4.0481758118e+00,4.0570755005e+00,4.0673947334e+00,4.0735378265e+00,4.0814900398e+00,4.0854930878e+00,4.0914316177e+00,4.0938744545e+00,4.0983204842e+00,4.0995721817e+00,4.1030244827e+00,4.1034059525e+00,4.1059994698e+00,4.1058115959e+00,4.1077947617e+00,4.1073670387e+00,4.1088109016e+00,4.1083002090e+00,4.1093392372e+00,4.1088466644e+00,4.1095447540e+00,4.1091566086e+00,4.1095185280e+00,4.1095185280e+00
6998,4.1036820412e+00,4.1014332771e+00,4.1024360657e+00,4.1003689766e+00,4.1005868912e+00,4.0989260674e+00,4.0982608795e+00,4.0969166756e+00,4.0953507423e+00,4.0940279961e+00,4.0914006233e+00,4.0899691582e+00,4.0861964226e+00,4.0841293335e+00,4.0791387558e+00,4.0755963326e+00,4.0690398216e+00,4.0631666183e+00,4.0547232628e+00,4.0458574295e+00,4.0342555046e+00,4.0211472511e+00,4.0055341721e+00,3.9868273735e+00,3.9636321068e+00,3.9359035492e+00,3.9016613960e+00,3.8607666492e+00,3.8134670258e+00,3.7606108189e+00,3.7055549622e+00,3.6502950191e+00,3.5988245010e+00,3.5520043373e+00,3.5112035275e+00,3.4760103226e+00,3.4450852871e+00,3.4188559055e+00,3.3944711685e+00,3.3743355274e+00,3.3550853729e+00,3.3411030769e+00,3.3284726143e+00,3.3231065273e+00,3.3203406334e+00,3.3270039558e+00,3.3382751942e+00,3.3606164455e+00,3.3889114857e+00,3.4294421673e+00,3.4761748314e+00,3.5349950790e+00,3.5988278389e+00,3.6727545261e+00,3.7488663197e+00,3.8316054344e+00,3.9127891064e+00,3.9964392185e+00,4.0748901367e+00,4.1522417068e+00,4.2215089798e+00,4.2875342369e+00,4.3440055847e+00,4.3967237473e+00,4.4403181076e+00,4.4809994698e+00,4.5132102966e+00,4.5413374901e+00,4.5570306778e+00,4.5622143745e+00,4.5503811836e+00,4.5292005539e+00,4.4985480309e+00,4.4679026604e+00,4.4355511665e+00,4.4069414139e+00,4.3790268898e+00,4.3544473648e+00,4.3313670158e+00,4.3107175827e+00,4.2918272018e+00,4.2743906975e+00,4.2591352463e+00,4.2445130348e+00,4.2326025963e+00,4.2203402519e+00,4.2114443779e+00,4.2012143135e+00,4.1947298050e+00,4.1862487793e+00,4.1816830635e+00,4.1748952866e+00,4.1718873978e+00,4.1667904854e+00,4.1650819778e+00,4.1617035866e+00,4.1610455513e+00,4.1594638824e+00,4.1594638824e+00
