step,vx_100_100,vy_100_100
0,4.9998757243e-01,-4.9998757243e-01
1,5.0069087744e-01,-5.0051337481e-01
2,5.0057053566e-01,-5.0046837330e-01
3,5.0040984154e-01,-5.0035500526e-01
4,5.0038635731e-01,-5.0032758713e-01
5,5.0035190582e-01,-5.0032460690e-01
6,5.0034207106e-01,-5.0033539534e-01
7,5.0030916929e-01,-5.0033062696e-01
8,5.0028604269e-01,-5.0030505657e-01
9,5.0028860569e-01,-5.0029802322e-01
10,5.0028008223e-01,-5.0026273727e-01
11,5.0030475855e-01,-5.0027143955e-01
12,5.0029408932e-01,-5.0024777651e-01
13,5.0034940243e-01,-5.0025904179e-01
14,5.0037688017e-01,-5.0027793646e-01
15,5.0040102005e-01,-5.0029164553e-01
16,5.0040102005e-01,-5.0030708313e-01
17,5.0040185452e-01,-5.0033044815e-01
18,5.0038701296e-01,-5.0032836199e-01
19,5.0039398670e-01,-5.0031477213e-01
20,5.0038087368e-01,-5.0032246113e-01
21,5.0036084652e-01,-5.0032013655e-01
22,5.0033098459e-01,-5.0032693148e-01
23,5.0032401085e-01,-5.0032377243e-01
24,5.0029397011e-01,-5.0032889843e-01
25,5.0028711557e-01,-5.0031989813e-01
26,5.0027227402e-01,-5.0030893087e-01
27,5.0027811527e-01,-5.0031584501e-01
28,5.0026684999e-01,-5.0032573938e-01
29,5.0027275085e-01,-5.0032752752e-01
30,5.0028216839e-01,-5.0032985210e-01
31,5.0029140711e-01,-5.0032711029e-01
32,5.0028085709e-01,-5.0032836199e-01
33,5.0028824806e-01,-5.0033485889e-01
34,5.0029706955e-01,-5.0033122301e-01
35,5.0030583143e-01,-5.0033545494e-01
36,5.0031995773e-01,-5.0033414364e-01
37,5.0032073259e-01,-5.0032347441e-01
38,5.0034242868e-01,-5.0032192469e-01
39,5.0034773350e-01,-5.0032377243e-01
40,5.0035476685e-01,-5.0032639503e-01
41,5.0036233664e-01,-5.0033420324e-01
42,5.0035244226e-01,-5.0032037497e-01
43,5.0038635731e-01,-5.0032031536e-01
44,5.0038236380e-01,-5.0032365322e-01
45,5.0037467480e-01,-5.0032609701e-01
46,5.0037550926e-01,-5.0032603741e-01
47,5.0036633015e-01,-5.0033253431e-01
48,5.0034797192e-01,-5.0032013655e-01
49,5.0034397840e-01,-5.0032222271e-01
50,5.0033682585e-01,-5.0032353401e-01
51,5.0032645464e-01,-5.0031816959e-01
52,5.0032395124e-01,-5.0031369925e-01
53,5.0031417608e-01,-5.0030726194e-01
54,5.0030297041e-01,-5.0030076504e-01
55,5.0032001734e-01,-5.0032746792e-01
56,5.0031703711e-01,-5.0032246113e-01
57,5.0030481815e-01,-5.0031679869e-01
58,5.0029939413e-01,-5.0031554699e-01
59,5.0030863285e-01,-5.0030589104e-01
60,5.0032478571e-01,-5.0029695034e-01
61,5.0031995773e-01,-5.0030159950e-01
62,5.0032883883e-01,-5.0030511618e-01
63,5.0033503771e-01,-5.0031524897e-01
64,5.0035858154e-01,-5.0032502413e-01
65,5.0034302473e-01,-5.0034415722e-01
66,5.0034528971e-01,-5.0033181906e-01
67,5.0034946203e-01,-5.0034517050e-01
68,5.0035583973e-01,-5.0033050776e-01
69,5.0033110380e-01,-5.0034058094e-01
70,5.0032430887e-01,-5.0032925606e-01
71,5.0031614304e-01,-5.0032246113e-01
72,5.0028687716e-01,-5.0032222271e-01
73,5.0028514862e-01,-5.0031858683e-01
74,5.0027513504e-01,-5.0031399727e-01
75,5.0026637316e-01,-5.0031256676e-01
76,5.0025385618e-01,-5.0030630827e-01
77,5.0027149916e-01,-5.0032538176e-01
78,5.0028347969e-01,-5.0032585859e-01
79,5.0028437376e-01,-5.0033164024e-01
80,5.0029385090e-01,-5.0032490492e-01
81,5.0028163195e-01,-5.0031048059e-01
82,5.0028365850e-01,-5.0027543306e-01
83,5.0029379129e-01,-5.0028210878e-01
84,5.0030726194e-01,-5.0027120113e-01
85,5.0030559301e-01,-5.0027054548e-01
86,4.9807053804e-01,-4.9984720349e-01
87,4.9833595753e-01,-4.9981895089e-01
88,4.9857383966e-01,-4.9981027842e-01
89,4.9879968166e-01,-4.9979206920e-01
90,4.9900463223e-01,-4.9976572394e-01
91,4.9918514490e-01,-4.9976107478e-01
92,4.9935880303e-01,-4.9972862005e-01
93,4.9952811003e-01,-4.9973732233e-01
94,4.9967461824e-01,-4.9973589182e-01
95,4.9980372190e-01,-4.9973833561e-01
96,4.9991565943e-01,-4.9975949526e-01
97,5.0002288818e-01,-4.9979364872e-01
98,5.0011998415e-01,-4.9981579185e-01
99,5.0017458200e-01,-4.9982333183e-01
100,5.0025922060e-01,-4.9988225102e-01
101,5.0032258034e-01,-4.9992504716e-01
102,5.0034666061e-01,-4.9996596575e-01
103,5.0037932396e-01,-4.9999225140e-01
104,5.0039196014e-01,-5.0002944469e-01
105,5.0038999319e-01,-5.0006353855e-01
106,5.0038474798e-01,-5.0007832050e-01
107,5.0037586689e-01,-5.0009077787e-01
108,5.0037580729e-01,-5.0011193752e-01
109,5.0037759542e-01,-5.0012856722e-01
110,5.0035059452e-01,-5.0014042854e-01
111,5.0033676624e-01,-5.0015991926e-01
112,5.0031042099e-01,-5.0016564131e-01
113,5.0029569864e-01,-5.0017678738e-01
114,5.0028473139e-01,-5.0018560886e-01
115,5.0027185678e-01,-5.0018024445e-01
116,5.0025165081e-01,-5.0021076202e-01
117,5.0021374226e-01,-5.0019609928e-01
118,5.0021517277e-01,-5.0020819902e-01
119,5.0019550323e-01,-5.0019371510e-01
120,5.0016295910e-01,-5.0020819902e-01
121,5.0015199184e-01,-5.0019699335e-01
122,5.0016140938e-01,-5.0017505884e-01
123,5.0012665987e-01,-5.0019419193e-01
124,5.0012385845e-01,-5.0017857552e-01
125,5.0011289120e-01,-5.0018268824e-01
126,5.0011324883e-01,-5.0017583370e-01
127,5.0011003017e-01,-5.0016182661e-01
128,5.0018954277e-01,-5.0025594234e-01
129,5.0016272068e-01,-5.0022917986e-01
130,5.0014317036e-01,-5.0021362305e-01
131,5.0010770559e-01,-5.0020277500e-01
132,5.0011307001e-01,-5.0019675493e-01
133,5.0008016825e-01,-5.0018095970e-01
134,5.0009250641e-01,-5.0017523766e-01
135,5.0010442734e-01,-5.0015681982e-01
136,5.0013130903e-01,-5.0016689301e-01
137,5.0015461445e-01,-5.0016903877e-01
138,5.0016236305e-01,-5.0017160177e-01
139,5.0014841557e-01,-5.0015878677e-01
140,5.0016969442e-01,-5.0018197298e-01
141,5.0019496679e-01,-5.0017482042e-01
142,5.0020951033e-01,-5.0019323826e-01
143,5.0022828579e-01,-5.0020354986e-01
144,5.0026285648e-01,-5.0021684170e-01
145,5.0026476383e-01,-5.0023519993e-01
146,5.0025713444e-01,-5.0024425983e-01
147,5.0027185678e-01,-5.0025773048e-01
148,5.0027501583e-01,-5.0026005507e-01
149,5.0027912855e-01,-5.0026071072e-01
150,5.0027745962e-01,-5.0028234720e-01
151,5.0029128790e-01,-5.0027269125e-01
152,5.0027924776e-01,-5.0027996302e-01
153,5.0028699636e-01,-5.0027191639e-01
154,5.0029122829e-01,-5.0026839972e-01
155,5.0028151274e-01,-5.0027352571e-01
