step,vx_12_12,vy_12_12
0,4.9999982119e-01,-4.9999982119e-01
1,5.0378382206e-01,-5.0418126583e-01
2,5.0307571888e-01,-5.0354713202e-01
3,5.0327247381e-01,-5.0385200977e-01
4,5.0279051065e-01,-5.0426054001e-01
5,5.0272351503e-01,-5.0443136692e-01
6,5.0261580944e-01,-5.0436151028e-01
7,5.0241547823e-01,-5.0471556187e-01
8,5.0282984972e-01,-5.0428116322e-01
9,5.0250881910e-01,-5.0446856022e-01
10,5.0255239010e-01,-5.0422978401e-01
11,5.0251418352e-01,-5.0395214558e-01
12,5.0262433290e-01,-5.0367492437e-01
13,5.0225132704e-01,-5.0358974934e-01
14,5.0246495008e-01,-5.0323098898e-01
15,5.0239038467e-01,-5.0297498703e-01
16,5.0236487389e-01,-5.0263637304e-01
17,5.0266581774e-01,-5.0242775679e-01
18,5.0252687931e-01,-5.0248193741e-01
19,5.0236713886e-01,-5.0238281488e-01
20,5.0261324644e-01,-5.0203907490e-01
21,5.0200062990e-01,-5.0254762173e-01
22,5.0224334002e-01,-5.0238072872e-01
23,5.0202178955e-01,-5.0238251686e-01
24,5.0199383497e-01,-5.0249278545e-01
25,5.0202816725e-01,-5.0241512060e-01
26,5.0196439028e-01,-5.0237834454e-01
27,5.0184398890e-01,-5.0253039598e-01
28,5.0177031755e-01,-5.0239914656e-01
29,5.0174355507e-01,-5.0217443705e-01
30,5.0164604187e-01,-5.0218176842e-01
31,5.0108253956e-01,-5.0229752064e-01
32,5.0170910358e-01,-5.0199425220e-01
33,5.0067085028e-01,-5.0234001875e-01
34,5.0137543678e-01,-5.0209695101e-01
35,5.0109171867e-01,-5.0202524662e-01
36,5.0139993429e-01,-5.0217515230e-01
37,5.0070953369e-01,-5.0228053331e-01
38,5.0074779987e-01,-5.0230777264e-01
39,5.0083482265e-01,-5.0238782167e-01
40,5.0085079670e-01,-5.0241273642e-01
41,5.0073659420e-01,-5.0266808271e-01
42,5.0062549114e-01,-5.0291097164e-01
43,5.0062900782e-01,-5.0325995684e-01
44,5.0055611134e-01,-5.0322687626e-01
45,5.0054109097e-01,-5.0306773186e-01
46,5.0053924322e-01,-5.0334310532e-01
47,5.0042361021e-01,-5.0353407860e-01
48,5.0048506260e-01,-5.0381773710e-01
49,5.0041383505e-01,-5.0375932455e-01
50,5.0054883957e-01,-5.0383198261e-01
51,5.0068759918e-01,-5.0373774767e-01
52,5.0084424019e-01,-5.0344908237e-01
53,5.0074219704e-01,-5.0351214409e-01
54,5.0033861399e-01,-5.0366246700e-01
55,5.0056326389e-01,-5.0358372927e-01
