step,vx_6_6,vy_6_6
0,4.9903917313e-01,-4.9903917313e-01
1,5.0150889158e-01,-5.0236344337e-01
2,5.0027048588e-01,-5.0302553177e-01
3,5.0091356039e-01,-5.0304102898e-01
4,5.0118815899e-01,-5.0380498171e-01
5,5.0128585100e-01,-5.0477689505e-01
6,5.0158637762e-01,-5.0562894344e-01
7,5.0147783756e-01,-5.0609880686e-01
8,5.0183242559e-01,-5.0729817152e-01
9,5.0211501122e-01,-5.0752586126e-01
10,5.0120627880e-01,-5.0861877203e-01
11,5.0110530853e-01,-5.0895369053e-01
12,5.0089448690e-01,-5.0921481848e-01
13,5.0101137161e-01,-5.0869464874e-01
14,5.0128036737e-01,-5.0885248184e-01
15,5.0083804131e-01,-5.0826817751e-01
16,5.0104320049e-01,-5.0817382336e-01
17,5.0092405081e-01,-5.0764536858e-01
18,5.0093770027e-01,-5.0737369061e-01
19,5.0104826689e-01,-5.0769042969e-01
20,5.0040918589e-01,-5.0734531879e-01
21,5.0057488680e-01,-5.0710010529e-01
22,5.0092327595e-01,-5.0751501322e-01
23,5.0145345926e-01,-5.0812184811e-01
24,5.0158882141e-01,-5.0889182091e-01
25,5.0221294165e-01,-5.0853991508e-01
26,5.0168669224e-01,-5.0946450233e-01
27,5.0231236219e-01,-5.0904995203e-01
28,5.0130420923e-01,-5.1032000780e-01
29,5.0217175484e-01,-5.0953072309e-01
30,5.0203824043e-01,-5.1027452946e-01
31,5.0221383572e-01,-5.1017928123e-01
32,5.0266450644e-01,-5.0922417641e-01
33,5.0196611881e-01,-5.0973182917e-01
34,5.0247037411e-01,-5.0930601358e-01
35,5.0257557631e-01,-5.0859266520e-01
36,5.0243413448e-01,-5.0868999958e-01
37,5.0269246101e-01,-5.0845026970e-01
38,5.0312918425e-01,-5.0703424215e-01
39,5.0277251005e-01,-5.0810211897e-01
40,5.0355195999e-01,-5.0647854805e-01
41,5.0383794308e-01,-5.0716608763e-01
42,5.0349330902e-01,-5.0640529394e-01
43,5.0397825241e-01,-5.0605112314e-01
