step,vx_12_12,vy_12_12,pressure_12_12,energy
0,4.9999997020e-01,-4.9999997020e-01,0.0000000000e+00,5.7480023193e+02
1,5.0543117523e-01,-5.0543117523e-01,7.6977157732e-05,6.2462451172e+02
2,5.0474089384e-01,-5.0476974249e-01,2.9041955948e+01,6.2426422119e+02
3,5.0428152084e-01,-5.0414705276e-01,2.9278556824e+01,6.2390319824e+02
4,5.0417250395e-01,-5.0393450260e-01,2.9353710175e+01,6.2354211426e+02
5,5.0406652689e-01,-5.0371795893e-01,2.9353710175e+01,6.2318133545e+02
6,5.0396347046e-01,-5.0349783897e-01,2.9353710175e+01,6.2282098389e+02
7,5.0386315584e-01,-5.0327450037e-01,2.9353710175e+01,6.2246112061e+02
8,5.0376564264e-01,-5.0304812193e-01,2.9353710175e+01,6.2210168457e+02
9,5.0367081165e-01,-5.0281882286e-01,2.9353710175e+01,6.2174291992e+02
10,5.0357860327e-01,-5.0258678198e-01,2.9353710175e+01,6.2138464355e+02
11,5.0348913670e-01,-5.0235211849e-01,2.9353710175e+01,6.2102697754e+02
12,5.0340235233e-01,-5.0211483240e-01,2.9353710175e+01,6.2066979980e+02
13,5.0331825018e-01,-5.0187498331e-01,2.9353710175e+01,6.2031353760e+02
14,5.0323677063e-01,-5.0163263083e-01,2.9353710175e+01,6.1995776367e+02
15,5.0315797329e-01,-5.0138783455e-01,2.9353710175e+01,6.1960284424e+02
16,5.0308185816e-01,-5.0114065409e-01,2.9353710175e+01,6.1924865723e+02
17,5.0300842524e-01,-5.0089114904e-01,2.9353710175e+01,6.1889544678e+02
18,5.0285375118e-01,-5.0127947330e-01,2.7436494827e+01,6.1853991699e+02
19,5.0270634890e-01,-5.0166541338e-01,2.7436494827e+01,6.1818231201e+02
20,5.0255811214e-01,-5.0205522776e-01,2.6762432098e+01,6.1782318115e+02
21,5.0260537863e-01,-5.0136637688e-01,2.7482551575e+01,6.1746484375e+02
22,5.0254070759e-01,-5.0057375431e-01,2.7860736847e+01,6.1710882568e+02
