step,volume,free_surface_area,vx_10_20,pressure_25_30
1265,1.5192999840e+00,4.6449975967e+00,4.8375681043e-02,2.5047214355e+03
1266,1.5192997456e+00,4.6849980354e+00,5.0958123058e-02,2.2467116699e+03
1267,1.5197247267e+00,4.6949973106e+00,5.0740312785e-02,2.2707292480e+03
1268,1.5196496248e+00,4.6949977875e+00,5.1323480904e-02,2.2893823242e+03
1269,1.5194494724e+00,4.7899980545e+00,5.1675219089e-02,2.3096618652e+03
1270,1.5190242529e+00,4.7099981308e+00,5.0839740783e-02,2.3139396973e+03
1271,1.5190488100e+00,4.7599973679e+00,5.1905550063e-02,2.2944086914e+03
1272,1.5189487934e+00,4.6899976730e+00,5.0836198032e-02,2.3185346680e+03
1273,1.5184233189e+00,4.7099976540e+00,5.1897194237e-02,2.2862041016e+03
1274,1.5182733536e+00,4.6949973106e+00,5.1365684718e-02,2.3090832520e+03
1275,1.5183229446e+00,4.6699976921e+00,5.1030699164e-02,2.2783327637e+03
1276,1.5186228752e+00,4.6799974442e+00,5.1444843411e-02,2.2650720215e+03
1277,1.5185728073e+00,4.6699976921e+00,5.0292097032e-02,2.3334074707e+03
1278,1.5185976028e+00,4.6599979401e+00,5.2343405783e-02,2.1706838379e+03
1279,1.5186975002e+00,4.6699976921e+00,4.9226917326e-02,2.3872343750e+03
1280,1.5192723274e+00,4.6849975586e+00,5.2784163505e-02,2.1813095703e+03
1281,1.5192221403e+00,4.6549978256e+00,4.8948403448e-02,2.2537753906e+03
1282,1.5194720030e+00,4.6749978065e+00,5.1612526178e-02,2.2226396484e+03
1283,1.5194969177e+00,4.6849975586e+00,5.0522740930e-02,2.2307666016e+03
1284,1.5194215775e+00,4.6799979210e+00,5.1562227309e-02,2.2602343750e+03
1285,1.5195965767e+00,4.7099976540e+00,5.1740717143e-02,2.2032470703e+03
1286,1.5193963051e+00,4.7899975777e+00,5.2484180778e-02,2.2914626465e+03
1287,1.5188958645e+00,4.8049974442e+00,5.1121085882e-02,2.1960175781e+03
1288,1.5182957649e+00,4.6849975586e+00,5.0216231495e-02,2.2927368164e+03
1289,1.5180706978e+00,4.7299976349e+00,5.0246320665e-02,2.1544643555e+03
1290,1.5181953907e+00,4.6999979019e+00,5.2539385855e-02,2.2744145508e+03
1291,1.5185201168e+00,4.6799974442e+00,5.2259132266e-02,2.1757995605e+03
1292,1.5185701847e+00,4.6899976730e+00,5.2908312529e-02,2.1999187012e+03
1293,1.5186948776e+00,4.6649975777e+00,5.1335744560e-02,2.2595942383e+03
1294,1.5187448263e+00,4.7049975395e+00,5.0908192992e-02,2.1675839844e+03
1295,1.5188195705e+00,4.6749978065e+00,5.1019243896e-02,2.2482114258e+03
1296,1.5191694498e+00,4.6849980354e+00,4.9942567945e-02,2.1633093262e+03
1297,1.5189192295e+00,4.6799979210e+00,5.1400028169e-02,2.2325678711e+03
1298,1.5192689896e+00,4.6999979019e+00,4.8916574568e-02,2.1656152344e+03
1299,1.5191688538e+00,4.6599974632e+00,4.7929570079e-02,2.2558630371e+03
1300,1.5190186501e+00,4.7299971581e+00,5.1923144609e-02,2.0874396973e+03
1301,1.5186436176e+00,4.6799979210e+00,4.8302143812e-02,2.2810759277e+03
1302,1.5190184116e+00,4.6699976921e+00,5.1671262830e-02,2.0625187988e+03
1303,1.5193932056e+00,4.7799978256e+00,4.9421515316e-02,2.2533186035e+03
1304,1.5188179016e+00,4.7399978638e+00,5.1017928869e-02,2.0351800537e+03
1305,1.5186927319e+00,4.7249975204e+00,4.7949213535e-02,2.3059650879e+03
1306,1.5187927485e+00,4.7149977684e+00,5.5027872324e-02,1.9401535645e+03
1307,1.5186175108e+00,4.6849975586e+00,5.2330456674e-02,2.2028254395e+03
1308,1.5186172724e+00,4.6949977875e+00,5.1407571882e-02,2.1922456055e+03
1309,1.5186671019e+00,4.6999974251e+00,5.1791246980e-02,2.1763125000e+03
1310,1.5189419985e+00,4.6899971962e+00,4.7828838229e-02,2.1761411133e+03
1311,1.5190417767e+00,4.6999974251e+00,5.3440578282e-02,2.0974191895e+03
1312,1.5185916424e+00,4.6799974442e+00,4.6351484954e-02,2.2358132324e+03
1313,1.5185413361e+00,4.7249975204e+00,5.0933547318e-02,2.0897590332e+03
1314,1.5183912516e+00,4.7449975014e+00,4.7174435109e-02,2.2011552734e+03
1315,1.5184409618e+00,4.6999979019e+00,5.2435111254e-02,2.0396076660e+03
1316,1.5184907913e+00,4.6849975586e+00,5.0282921642e-02,2.1394023438e+03
1317,1.5188405514e+00,4.6749978065e+00,5.0196483731e-02,2.1316567383e+03
1318,1.5190405846e+00,4.6949977875e+00,4.9951188266e-02,2.0709790039e+03
1319,1.5194654465e+00,4.6749973297e+00,5.0093561411e-02,2.1348652344e+03
1320,1.5196652412e+00,4.7399973869e+00,4.9604807049e-02,2.0397316895e+03
1321,1.5192151070e+00,4.7699971199e+00,5.0297092646e-02,2.1470280762e+03
1322,1.5189900398e+00,4.7499976158e+00,4.9169447273e-02,2.0287714844e+03
1323,1.5189646482e+00,4.6849970818e+00,4.8663526773e-02,2.1409758301e+03
1324,1.5186645985e+00,4.6849975586e+00,4.7979712486e-02,2.0678737793e+03
1325,1.5187144279e+00,4.7249975204e+00,5.1405373961e-02,2.0987319336e+03
1326,1.5187141895e+00,4.7249975204e+00,4.7517295927e-02,2.1016303711e+03
1327,1.5187890530e+00,4.7099976540e+00,5.1306009293e-02,2.1047192383e+03
1328,1.5182387829e+00,4.7399978638e+00,4.7243483365e-02,2.0973369141e+03
1329,1.5179133415e+00,4.7449975014e+00,5.2121005952e-02,2.0937490234e+03
1330,1.5179885626e+00,4.6699976921e+00,4.6363666654e-02,2.0597089844e+03
1331,1.5182633400e+00,4.6799974442e+00,4.7854110599e-02,2.0740410156e+03
1332,1.5185630322e+00,4.6899976730e+00,4.7521315515e-02,2.0373789062e+03
1333,1.5188879967e+00,4.6749973297e+00,4.9955438823e-02,2.0378214111e+03
1334,1.5193130970e+00,4.6749973297e+00,4.9038525671e-02,2.0155795898e+03
1335,1.5195877552e+00,4.6649971008e+00,4.9541648477e-02,2.0696694336e+03
1336,1.5198125839e+00,4.6699972153e+00,4.9167562276e-02,1.9948358154e+03
1337,1.5200874805e+00,4.6999974251e+00,4.7125421464e-02,2.0878300781e+03
1338,1.5194872618e+00,4.8199973106e+00,4.8371262848e-02,1.9916589355e+03
1339,1.5189368725e+00,4.7649974823e+00,5.0217419863e-02,2.0610559082e+03
1340,1.5190867186e+00,4.6849975586e+00,4.6677555889e-02,2.0434477539e+03
1341,1.5189117193e+00,4.7549977303e+00,5.1695942879e-02,2.0390750732e+03
1342,1.5184364319e+00,4.7399973869e+00,4.5032549649e-02,2.0539279785e+03
1343,1.5180112123e+00,4.7799973488e+00,4.5370899141e-02,2.0489069824e+03
1344,1.5176110268e+00,4.7349972725e+00,4.8386849463e-02,2.0088603516e+03
1345,1.5179108381e+00,4.6699976921e+00,5.0681322813e-02,2.0418808594e+03
1346,1.5179356337e+00,4.6599974632e+00,4.9620959908e-02,2.0425401611e+03
1347,1.5182605982e+00,4.6699976921e+00,4.9747064710e-02,1.9638244629e+03
1348,1.5186104774e+00,4.6649975777e+00,4.9019146711e-02,2.0358487549e+03
1349,1.5190603733e+00,4.6749973297e+00,4.8991102725e-02,1.9698323975e+03
1350,1.5192602873e+00,4.6849975586e+00,4.7378990799e-02,1.9568496094e+03
1351,1.5191600323e+00,4.6799974442e+00,5.0280079246e-02,1.9406839600e+03
1352,1.5198600292e+00,4.6899976730e+00,4.8250790685e-02,1.9914543457e+03
1353,1.5200350285e+00,4.6899976730e+00,4.9152594060e-02,1.9552418213e+03
1354,1.5201597214e+00,4.7449975014e+00,4.7340162098e-02,1.9961164551e+03
1355,1.5195094347e+00,4.8549971581e+00,4.8869561404e-02,1.9891696777e+03
1356,1.5190343857e+00,4.7749977112e+00,4.9889322370e-02,1.9654650879e+03
1357,1.5186588764e+00,4.7599973679e+00,4.9913045019e-02,2.0404528809e+03
1358,1.5177588463e+00,4.7899975777e+00,4.7331757843e-02,2.0011225586e+03
1359,1.5175833702e+00,4.8249974251e+00,4.9707043916e-02,1.9683024902e+03
1360,1.5173833370e+00,4.7499976158e+00,4.7853089869e-02,2.0224891357e+03
1361,1.5176582336e+00,4.7199974060e+00,4.9550857395e-02,1.9131730957e+03
1362,1.5177328587e+00,4.7149972916e+00,4.8334278166e-02,2.0027065430e+03
1363,1.5180828571e+00,4.7349977493e+00,4.8305246979e-02,1.8793552246e+03
1364,1.5184078217e+00,4.7249975204e+00,4.8761710525e-02,1.9677010498e+03
1365,1.5185825825e+00,4.7299976349e+00,4.8991788179e-02,1.8623558350e+03
1366,1.5190073252e+00,4.7099971771e+00,4.7744225711e-02,1.9724729004e+03
1367,1.5190824270e+00,4.7199974060e+00,4.8749640584e-02,1.8515223389e+03
1368,1.5190322399e+00,4.7049975395e+00,4.7340419143e-02,1.9719555664e+03
1369,1.5197319984e+00,4.7249975204e+00,4.7227963805e-02,1.9074857178e+03
1370,1.5194569826e+00,4.7099976540e+00,4.8914711922e-02,1.8751507568e+03
1371,1.5199317932e+00,4.7099976540e+00,4.6597287059e-02,2.0267153320e+03
1372,1.5194314718e+00,4.7999973297e+00,4.8510368913e-02,1.8583948975e+03
1373,1.5183061361e+00,4.8249974251e+00,4.6929843724e-02,2.0381563721e+03
1374,1.5174808502e+00,4.8049974442e+00,4.8029836267e-02,1.8734925537e+03
1375,1.5171306133e+00,4.7449975014e+00,4.7465350479e-02,2.0205633545e+03
1376,1.5170803070e+00,4.6949977875e+00,4.8204373568e-02,1.8357744141e+03
1377,1.5172052383e+00,4.7249975204e+00,4.7488421202e-02,2.0129916992e+03
1378,1.5172802210e+00,4.6899971962e+00,4.8115558922e-02,1.7893002930e+03
1379,1.5173299313e+00,4.6899976730e+00,4.8080846667e-02,1.9904180908e+03
1380,1.5175046921e+00,4.6949973106e+00,4.7222390771e-02,1.7421840820e+03
1381,1.5178797245e+00,4.6849975586e+00,4.5811548829e-02,1.9202203369e+03
1382,1.5180294514e+00,4.6749973297e+00,4.7024782747e-02,1.8564739990e+03
1383,1.5184042454e+00,4.7099976540e+00,4.8406951129e-02,1.8216185303e+03
1384,1.5186042786e+00,4.6699976921e+00,4.5559946448e-02,1.9085755615e+03
1385,1.5189791918e+00,4.6949977875e+00,4.8135131598e-02,1.8197464600e+03
1386,1.5189540386e+00,4.6749973297e+00,4.6441663057e-02,1.9371710205e+03
1387,1.5192037821e+00,4.6799974442e+00,4.6950399876e-02,1.8438045654e+03
1388,1.5192536116e+00,4.6899976730e+00,4.7025334090e-02,1.9448077393e+03
1389,1.5194034576e+00,4.8499975204e+00,4.6663884073e-02,1.8625920410e+03
1390,1.5178281069e+00,4.8749971390e+00,4.6467401087e-02,1.9581713867e+03
1391,1.5170526505e+00,4.7399973869e+00,4.7345202416e-02,1.8311043701e+03
1392,1.5168776512e+00,4.7149977684e+00,4.6488136053e-02,1.8831383057e+03
1393,1.5170273781e+00,4.6749978065e+00,4.8557832837e-02,1.8638228760e+03
1394,1.5171272755e+00,4.6999974251e+00,4.4976238161e-02,1.9335836182e+03
1395,1.5170271397e+00,4.6799974442e+00,4.9090202898e-02,1.7143315430e+03
1396,1.5176019669e+00,4.7099976540e+00,4.4890251011e-02,1.9965919189e+03
1397,1.5179017782e+00,4.6849975586e+00,4.9478463829e-02,1.5979029541e+03
1398,1.5176765919e+00,4.6949973106e+00,4.3707225472e-02,2.0326862793e+03
1399,1.5179765224e+00,4.6899976730e+00,4.8728246242e-02,1.6666019287e+03
1400,1.5183262825e+00,4.6799979210e+00,4.4549152255e-02,1.8640291748e+03
1401,1.5184011459e+00,4.7049975395e+00,4.7722596675e-02,1.7042006836e+03
1402,1.5184261799e+00,4.6749973297e+00,4.5804560184e-02,1.8904538574e+03
1403,1.5189509392e+00,4.6899971962e+00,4.5393757522e-02,1.7997026367e+03
1404,1.5192258358e+00,4.6799974442e+00,4.6444144100e-02,1.8033874512e+03
1405,1.5194509029e+00,4.7099971771e+00,4.6455029398e-02,1.8965024414e+03
1406,1.5194506645e+00,4.7549972534e+00,4.8625689000e-02,1.7641816406e+03
1407,1.5179252625e+00,4.9099969864e+00,4.7324102372e-02,1.9495478516e+03
1408,1.5169001818e+00,4.7849969864e+00,4.3686792254e-02,1.8425002441e+03
1409,1.5168501139e+00,4.7449975014e+00,5.1040269434e-02,1.7446778564e+03
1410,1.5169999599e+00,4.7199974060e+00,4.0786720812e-02,1.9818818359e+03
1411,1.5171248913e+00,4.7099971771e+00,5.2021794021e-02,1.5878262939e+03
1412,1.5168248415e+00,4.6949977875e+00,4.1877541691e-02,1.9509128418e+03
1413,1.5172996521e+00,4.7049975395e+00,4.9001321197e-02,1.6325843506e+03
1414,1.5174496174e+00,4.6799974442e+00,4.5207515359e-02,1.8231571045e+03
1415,1.5173494816e+00,4.6799974442e+00,4.8081617802e-02,1.6562766113e+03
1416,1.5175497532e+00,4.7149972916e+00,4.3413005769e-02,1.8439774170e+03
1417,1.5178496838e+00,4.7149972916e+00,4.7546494752e-02,1.6362021484e+03
1418,1.5181000233e+00,4.7099971771e+00,4.2771764100e-02,1.8815955811e+03
1419,1.5180499554e+00,4.6999974251e+00,4.8012759537e-02,1.6226834717e+03
1420,1.5183252096e+00,4.7049970627e+00,4.3028514832e-02,1.9561878662e+03
1421,1.5186505318e+00,4.7349972725e+00,4.7391220927e-02,1.6084715576e+03
1422,1.5186007023e+00,4.7099971771e+00,4.2900156230e-02,2.0344421387e+03
1423,1.5188257694e+00,4.7299976349e+00,4.4896129519e-02,1.7446988525e+03
1424,1.5183007717e+00,4.9299974442e+00,4.3905675411e-02,1.7890612793e+03
1425,1.5173258781e+00,4.7899975777e+00,4.3204400688e-02,1.7694890137e+03
1426,1.5169758797e+00,4.7349972725e+00,4.7835312784e-02,1.7546571045e+03
1427,1.5166012049e+00,4.7149972916e+00,4.3490272015e-02,1.7967973633e+03
1428,1.5167512894e+00,4.7199974060e+00,4.6536408365e-02,1.7132374268e+03
1429,1.5167014599e+00,4.7399978638e+00,4.6331081539e-02,1.7098344727e+03
1430,1.5167015791e+00,4.7149972916e+00,4.4469520450e-02,1.7550430908e+03
1431,1.5169017315e+00,4.6949973106e+00,4.6784348786e-02,1.5950930176e+03
1432,1.5169768333e+00,4.6999974251e+00,4.3389756233e-02,1.7701127930e+03
1433,1.5173521042e+00,4.6999974251e+00,4.6179648489e-02,1.5621252441e+03
1434,1.5171523094e+00,4.7149972916e+00,4.3216023594e-02,1.8301752930e+03
1435,1.5174527168e+00,4.7049975395e+00,4.5734006912e-02,1.5323575439e+03
1436,1.5177278519e+00,4.7099976540e+00,4.2349178344e-02,1.8388815918e+03
1437,1.5178279877e+00,4.6899971962e+00,4.5592911541e-02,1.6529699707e+03
1438,1.5179281235e+00,4.7149972916e+00,4.4732995331e-02,1.8261212158e+03
1439,1.5180282593e+00,4.7149972916e+00,4.3950106949e-02,1.6851538086e+03
1440,1.5184534788e+00,4.7499976158e+00,4.7086820006e-02,1.7791505127e+03
1441,1.5185537338e+00,4.7599973679e+00,4.1600983590e-02,1.7946727295e+03
1442,1.5179538727e+00,4.9099974632e+00,4.8278745264e-02,1.6716944580e+03
1443,1.5169038773e+00,4.7799973488e+00,4.1187524796e-02,1.8307492676e+03
1444,1.5165289640e+00,4.7549977303e+00,4.7436255962e-02,1.6052828369e+03
1445,1.5165042877e+00,4.7449979782e+00,4.4978447258e-02,1.7479329834e+03
1446,1.5168294907e+00,4.7599973679e+00,4.4883213937e-02,1.6476522217e+03
1447,1.5164295435e+00,4.7549972534e+00,4.6588957310e-02,1.6057482910e+03
1448,1.5164797306e+00,4.7549977303e+00,4.1955474764e-02,1.8062154541e+03
1449,1.5164549351e+00,4.7399973869e+00,4.7144167125e-02,1.4488048096e+03
1450,1.5165301561e+00,4.7399973869e+00,4.1254024953e-02,1.8746767578e+03
1451,1.5169053078e+00,4.7349977493e+00,4.6928733587e-02,1.4106120605e+03
1452,1.5165306330e+00,4.7149977684e+00,4.1349623352e-02,1.8982569580e+03
1453,1.5170807838e+00,4.7499976158e+00,4.6259719878e-02,1.4970424805e+03
1454,1.5174310207e+00,4.7299976349e+00,4.1829258204e-02,1.7982988281e+03
1455,1.5172061920e+00,4.7249975204e+00,4.4837489724e-02,1.5360509033e+03
1456,1.5176066160e+00,4.7349977493e+00,4.3085820973e-02,1.8476405029e+03
1457,1.5174816847e+00,4.7599973679e+00,4.4025178999e-02,1.5282927246e+03
1458,1.5180068016e+00,4.7249975204e+00,4.3561667204e-02,1.8587358398e+03
1459,1.5178320408e+00,4.7249975204e+00,4.3612472713e-02,1.5113251953e+03
1460,1.5179574490e+00,4.8099975586e+00,4.0391132236e-02,1.7883127441e+03
1461,1.5168323517e+00,4.8749976158e+00,4.3460186571e-02,1.6167441406e+03
1462,1.5164575577e+00,4.7899975777e+00,4.3533921242e-02,1.7184669189e+03
1463,1.5160326958e+00,4.7899975777e+00,4.3370101601e-02,1.5795996094e+03
1464,1.5164328814e+00,4.7749977112e+00,4.3381281197e-02,1.7191883545e+03
1465,1.5165332556e+00,4.7599978447e+00,4.4854354113e-02,1.4996854248e+03
1466,1.5161081553e+00,4.7499976158e+00,4.1553936899e-02,1.7641859131e+03
1467,1.5163335800e+00,4.7749972343e+00,4.6251840889e-02,1.3947789307e+03
1468,1.5162587166e+00,4.7449975014e+00,4.2958982289e-02,1.6669221191e+03
1469,1.5162589550e+00,4.7399973869e+00,4.4115819037e-02,1.5997033691e+03
1470,1.5164841413e+00,4.7749972343e+00,4.5242361724e-02,1.6163807373e+03
1471,1.5165845156e+00,4.7549977303e+00,4.1915964335e-02,1.6163774414e+03
1472,1.5170347691e+00,4.7499976158e+00,4.4943138957e-02,1.6035167236e+03
1473,1.5170099735e+00,4.7899975777e+00,4.1406758130e-02,1.6484743652e+03
1474,1.5168851614e+00,4.7649974823e+00,4.4953193516e-02,1.6344698486e+03
1475,1.5173854828e+00,4.7849974632e+00,4.1598752141e-02,1.6286738281e+03
1476,1.5173106194e+00,4.8099975586e+00,4.0746007115e-02,1.7149212646e+03
1477,1.5173108578e+00,4.7549977303e+00,4.1218299419e-02,1.5825793457e+03
1478,1.5177111626e+00,4.7649974823e+00,4.5961778611e-02,1.6273081055e+03
1479,1.5175364017e+00,4.8399972916e+00,4.0608175099e-02,1.6845361328e+03
1480,1.5171116590e+00,4.9049968719e+00,4.5375596732e-02,1.5732144775e+03
1481,1.5164366961e+00,4.8399972916e+00,4.1727427393e-02,1.6172270508e+03
1482,1.5160619020e+00,4.8049974442e+00,4.5861542225e-02,1.5836107178e+03
1483,1.5160121918e+00,4.8049974442e+00,4.0995799005e-02,1.5298604736e+03
1484,1.5160623789e+00,4.8299970627e+00,3.9934825152e-02,1.6158067627e+03
1485,1.5159375668e+00,4.8149971962e+00,4.0481794626e-02,1.5077048340e+03
1486,1.5162379742e+00,4.8249974251e+00,4.4651471078e-02,1.4817143555e+03
1487,1.5161631107e+00,4.7899971008e+00,4.0762253106e-02,1.6078618164e+03
1488,1.5161883831e+00,4.7999973297e+00,4.4114582241e-02,1.5222733154e+03
1489,1.5163387060e+00,4.8049969673e+00,4.0600359440e-02,1.5747333984e+03
1490,1.5164388418e+00,4.8199973106e+00,4.5051645488e-02,1.6013334961e+03
1491,1.5163640976e+00,4.8199973106e+00,4.5717604458e-02,1.5102427979e+03
1492,1.5165895224e+00,4.8049969673e+00,4.2494464666e-02,1.6951213379e+03
1493,1.5167149305e+00,4.8399972916e+00,4.2104315013e-02,1.5233481445e+03
1494,1.5166399479e+00,4.8399972916e+00,4.3437272310e-02,1.6567352295e+03
1495,1.5168151855e+00,4.8249974251e+00,4.0078427643e-02,1.5208078613e+03
1496,1.5171406269e+00,4.8249974251e+00,4.5627862215e-02,1.6598548584e+03
1497,1.5171160698e+00,4.8399972916e+00,3.9332751185e-02,1.4680882568e+03
1498,1.5173163414e+00,4.8349971771e+00,4.6450465918e-02,1.6995388184e+03
1499,1.5168914795e+00,4.9599971771e+00,4.8984166235e-02,1.4050789795e+03
1500,1.5163666010e+00,4.9449973106e+00,4.4230267406e-02,1.6146593018e+03
1501,1.5160167217e+00,4.8499970436e+00,3.9043363184e-02,1.6430305176e+03
1502,1.5159671307e+00,4.8799972534e+00,4.3419271708e-02,1.3563195801e+03
1503,1.5158423185e+00,4.8249969482e+00,4.2020630091e-02,1.6381646729e+03
1504,1.5158673525e+00,4.8699970245e+00,4.3791763484e-02,1.4045051270e+03
1505,1.5160174370e+00,4.8699970245e+00,4.0201745927e-02,1.5879768066e+03
1506,1.5157927275e+00,4.8649973869e+00,4.0960866958e-02,1.5204516602e+03
1507,1.5157428980e+00,4.8599972725e+00,4.1146729141e-02,1.4453691406e+03
1508,1.5161181688e+00,4.8799972534e+00,4.1884776205e-02,1.5764510498e+03
1509,1.5160181522e+00,4.8449974060e+00,4.2656388134e-02,1.4331765137e+03
1510,1.5160434246e+00,4.8499970436e+00,3.9946921170e-02,1.6152701416e+03
1511,1.5162686110e+00,4.8899970055e+00,4.4105667621e-02,1.4199923096e+03
1512,1.5160187483e+00,4.8849973679e+00,3.8597855717e-02,1.6593488770e+03
1513,1.5163938999e+00,4.8599972725e+00,4.5276988298e-02,1.3868801270e+03
1514,1.5166442394e+00,4.8799972534e+00,3.8274616003e-02,1.6896528320e+03
1515,1.5163692236e+00,4.8949971199e+00,4.5538112521e-02,1.3467673340e+03
1516,1.5164945126e+00,4.8899974823e+00,4.4159479439e-02,1.5402048340e+03
1517,1.5165446997e+00,4.8899970055e+00,4.4575780630e-02,1.5501647949e+03
1518,1.5167198181e+00,4.8849968910e+00,4.2394217104e-02,1.5986512451e+03
1519,1.5167701244e+00,4.9299974442e+00,3.9260424674e-02,1.4942019043e+03
1520,1.5165451765e+00,4.9949975014e+00,4.2995087802e-02,1.5257623291e+03
1521,1.5159702301e+00,4.9299969673e+00,4.0809113532e-02,1.4019992676e+03
1522,1.5155203342e+00,4.9349970818e+00,4.1241653264e-02,1.6097392578e+03
1523,1.5158205032e+00,4.9149971008e+00,4.3710473925e-02,1.3316268311e+03
1524,1.5153205395e+00,4.9299969673e+00,3.7841103971e-02,1.5893247070e+03
1525,1.5154206753e+00,4.9049968719e+00,4.4765189290e-02,1.3502058105e+03
1526,1.5152708292e+00,4.9199972153e+00,3.7288323045e-02,1.5630938721e+03
1527,1.5153961182e+00,4.9299969673e+00,4.4471979141e-02,1.3228236084e+03
1528,1.5155463219e+00,4.9449968338e+00,4.0282834321e-02,1.4938033447e+03
1529,1.5155715942e+00,4.9399971962e+00,4.4034585357e-02,1.4449223633e+03
1530,1.5157465935e+00,4.9499969482e+00,3.6943770945e-02,1.6482650146e+03
1531,1.5155218840e+00,4.9349970818e+00,4.3993357569e-02,1.2356004639e+03
1532,1.5159469843e+00,4.9299969673e+00,3.8415674120e-02,1.7274145508e+03
1533,1.5157722235e+00,4.9299969673e+00,4.2703226209e-02,1.2263228760e+03
1534,1.5158224106e+00,4.9449973106e+00,3.8503654301e-02,1.7415595703e+03
1535,1.5162974596e+00,4.9399971962e+00,4.2845562100e-02,1.2103927002e+03
1536,1.5160225630e+00,4.9249973297e+00,3.7913411856e-02,1.6171898193e+03
1537,1.5161728859e+00,4.9649968147e+00,4.1330754757e-02,1.4884946289e+03
1538,1.5161230564e+00,4.9699969292e+00,4.3765541166e-02,1.3727508545e+03
1539,1.5161981583e+00,4.9549970627e+00,4.2208876461e-02,1.5155257568e+03
1540,1.5163483620e+00,4.9849972725e+00,3.8276355714e-02,1.5153182373e+03
1541,1.5160984993e+00,5.0449972153e+00,4.3057762086e-02,1.3179454346e+03
1542,1.5156486034e+00,5.0699968338e+00,3.5785946995e-02,1.6804020996e+03
1543,1.5153987408e+00,5.0049967766e+00,4.2030077428e-02,1.1683977051e+03
1544,1.5158488750e+00,5.0249967575e+00,3.8241017610e-02,1.6774100342e+03
1545,1.5148988962e+00,4.9899969101e+00,3.9704181254e-02,1.1612115479e+03
1546,1.5152741671e+00,4.9949970245e+00,4.1157361120e-02,1.6423824463e+03
1547,1.5152492523e+00,4.9799971581e+00,3.8251958787e-02,1.2045924072e+03
1548,1.5150995255e+00,4.9899969101e+00,3.6585420370e-02,1.5337847900e+03
1549,1.5151996613e+00,4.9949970245e+00,4.2020980269e-02,1.3262999268e+03
1550,1.5151497126e+00,4.9899969101e+00,4.0380559862e-02,1.5101793213e+03
1551,1.5149749517e+00,4.9949965477e+00,3.8923937827e-02,1.3274600830e+03
1552,1.5152251720e+00,4.9849972725e+00,4.2387299240e-02,1.5172518311e+03
1553,1.5153502226e+00,4.9899973869e+00,3.4598417580e-02,1.4010781250e+03
1554,1.5152254105e+00,4.9849967957e+00,4.6495433897e-02,1.3685947266e+03
1555,1.5154006481e+00,5.0099968910e+00,3.0287889764e-02,1.5661978760e+03
1556,1.5155258179e+00,5.0199971199e+00,4.9440566450e-02,1.2200937500e+03
1557,1.5153508186e+00,5.0049967766e+00,2.8598167002e-02,1.6658568115e+03
1558,1.5153260231e+00,4.9699969292e+00,3.7855416536e-02,1.2775258789e+03
1559,1.5156512260e+00,4.9649972916e+00,3.9261102676e-02,1.4299769287e+03
1560,1.5156762600e+00,4.9449973106e+00,3.9147961885e-02,1.3968122559e+03
1561,1.5152264833e+00,4.9699969292e+00,3.9144210517e-02,1.4115887451e+03
1562,1.5155017376e+00,4.9849967957e+00,3.9105042815e-02,1.4089962158e+03
1563,1.5155266523e+00,4.9849967957e+00,3.8799352944e-02,1.4085875244e+03
1564,1.5152268410e+00,5.0249967575e+00,3.8959451020e-02,1.4033426514e+03
1565,1.5148519278e+00,4.9699969292e+00,3.8768429309e-02,1.3961186523e+03
1566,1.5146520138e+00,4.9649968147e+00,3.8721550256e-02,1.3888632812e+03
1567,1.5144020319e+00,4.9599971771e+00,3.8655381650e-02,1.3816165771e+03
1568,1.5147523880e+00,4.9549970627e+00,3.8572572172e-02,1.3758724365e+03
1569,1.5140022039e+00,4.9249968529e+00,3.8476057351e-02,1.3734277344e+03
1570,1.5146024227e+00,4.9099969864e+00,3.8410779089e-02,1.3719965820e+03
1571,1.5144524574e+00,4.9149966240e+00,3.8320492953e-02,1.3732894287e+03
1572,1.5141774416e+00,4.8999972343e+00,3.8201514632e-02,1.3742534180e+03
1573,1.5143024921e+00,4.8849968910e+00,3.8090862334e-02,1.3768717041e+03
1574,1.5143276453e+00,4.8949971199e+00,3.8043826818e-02,1.3795552979e+03
1575,1.5141526461e+00,4.9099965096e+00,3.7976030260e-02,1.3807315674e+03
1576,1.5142525434e+00,4.8949966431e+00,3.7920359522e-02,1.3816968994e+03
1577,1.5143777132e+00,4.9199967384e+00,3.7955485284e-02,1.3783828125e+03
1578,1.5140028000e+00,4.9299964905e+00,3.7818484008e-02,1.3751141357e+03
1579,1.5142776966e+00,4.9149966240e+00,3.7809796631e-02,1.3757155762e+03
1580,1.5143778324e+00,4.8999967575e+00,3.7639278919e-02,1.3725106201e+03
1581,1.5142028332e+00,4.9049968719e+00,3.7699166685e-02,1.3758054199e+03
1582,1.5139528513e+00,4.9099969864e+00,3.7687432021e-02,1.3743455811e+03
1583,1.5142529011e+00,4.9649968147e+00,3.7368703634e-02,1.3751141357e+03
1584,1.5143030882e+00,4.9349970818e+00,3.7406958640e-02,1.3718175049e+03
1585,1.5145533085e+00,4.9399967194e+00,3.7422854453e-02,1.3721480713e+03
1586,1.5138785839e+00,4.9649968147e+00,3.7158902735e-02,1.3675954590e+03
1587,1.5141538382e+00,4.9749970436e+00,3.7442844361e-02,1.3548614502e+03
1588,1.5138292313e+00,5.0399966240e+00,3.7269093096e-02,1.3479827881e+03
