step,volume,free_surface_area,vx_10_20,pressure_25_30
2517,1.5067369938e+00,1.4309989929e+01,2.0094564557e-01,5.7998569336e+03
2518,1.5065871477e+00,1.4374989510e+01,1.9755898416e-01,5.9048051758e+03
2519,1.5062621832e+00,1.4379990578e+01,2.0193205774e-01,5.9273862305e+03
2520,1.5066121817e+00,1.4389988899e+01,1.9969007373e-01,5.9601879883e+03
2521,1.5067874193e+00,1.4369989395e+01,1.9743107259e-01,6.0296923828e+03
2522,1.5065125227e+00,1.4409989357e+01,2.0154340565e-01,6.0210234375e+03
2523,1.5066875219e+00,1.4389989853e+01,1.9407197833e-01,6.0665854492e+03
2524,1.5065376759e+00,1.4429989815e+01,2.0274680853e-01,6.0715068359e+03
2525,1.5067627430e+00,1.4409989357e+01,1.9456490874e-01,6.1789013672e+03
2526,1.5064628124e+00,1.4369989395e+01,1.9387383759e-01,6.1554174805e+03
2527,1.5065879822e+00,1.4419989586e+01,1.9589595497e-01,6.2147910156e+03
2528,1.5064879656e+00,1.4379989624e+01,1.8909557164e-01,6.3746030273e+03
2529,1.5068629980e+00,1.4464989662e+01,1.8979889154e-01,6.3637231445e+03
2530,1.5068380833e+00,1.4429989815e+01,1.8994560838e-01,6.4451577148e+03
2531,1.5066632032e+00,1.4459989548e+01,1.9436268508e-01,6.4453964844e+03
2532,1.5063883066e+00,1.4414989471e+01,1.8951481581e-01,6.5093593750e+03
2533,1.5069634914e+00,1.4484989166e+01,1.8993569911e-01,6.6206796875e+03
2534,1.5063384771e+00,1.4489990234e+01,1.8336312473e-01,6.5347426758e+03
2535,1.5062886477e+00,1.4509989738e+01,1.9007185102e-01,6.5794179688e+03
2536,1.5067385435e+00,1.4554989815e+01,1.8566823006e-01,6.5924370117e+03
2537,1.5063136816e+00,1.4574989319e+01,1.9049063325e-01,6.6890439453e+03
2538,1.5069887638e+00,1.4494989395e+01,1.8407964706e-01,6.6712021484e+03
2539,1.5057387352e+00,1.4539987564e+01,1.8615490198e-01,6.7614218750e+03
2540,1.5063390732e+00,1.4574987411e+01,1.8465851247e-01,6.6930761719e+03
2541,1.5066140890e+00,1.4604989052e+01,1.8096052110e-01,6.9132299805e+03
2542,1.5072143078e+00,1.4534988403e+01,1.8128138781e-01,6.8480878906e+03
2543,1.5068143606e+00,1.4584989548e+01,1.7630024254e-01,6.9426699219e+03
2544,1.5068144798e+00,1.4554988861e+01,1.8062418699e-01,6.9031987305e+03
2545,1.5071644783e+00,1.4544990540e+01,1.7873457074e-01,7.0905180664e+03
2546,1.5064647198e+00,1.4594989777e+01,1.7468078434e-01,7.0240512695e+03
2547,1.5060646534e+00,1.4579990387e+01,1.7448951304e-01,7.1156831055e+03
2548,1.5062648058e+00,1.4614989281e+01,1.7651054263e-01,7.1460039062e+03
2549,1.5064148903e+00,1.4604989052e+01,1.6919888556e-01,7.2590957031e+03
2550,1.5063148737e+00,1.4594988823e+01,1.7343866825e-01,7.2673652344e+03
2551,1.5062649250e+00,1.4529989243e+01,1.7028722167e-01,7.3201694336e+03
2552,1.5061901808e+00,1.4544989586e+01,1.6957803071e-01,7.2943901367e+03
2553,1.5063401461e+00,1.4554989815e+01,1.7028747499e-01,7.3444111328e+03
2554,1.5062153339e+00,1.4474988937e+01,1.6805754602e-01,7.4018525391e+03
2555,1.5063654184e+00,1.4509989738e+01,1.6234858334e-01,7.4744599609e+03
2556,1.5062655210e+00,1.4479989052e+01,1.6407442093e-01,7.4683100586e+03
2557,1.5065405369e+00,1.4494989395e+01,1.6090668738e-01,7.5193833008e+03
2558,1.5060406923e+00,1.4544988632e+01,1.6114620864e-01,7.4607534180e+03
2559,1.5062156916e+00,1.4529989243e+01,1.5716274083e-01,7.6046015625e+03
2560,1.5060658455e+00,1.4489989281e+01,1.6071377695e-01,7.5354790039e+03
2561,1.5058407784e+00,1.4589990616e+01,1.5892150998e-01,7.6748476562e+03
2562,1.5062911510e+00,1.4464990616e+01,1.5450617671e-01,7.5954609375e+03
2563,1.5062661171e+00,1.4479989052e+01,1.5655985475e-01,7.7721684570e+03
2564,1.5055661201e+00,1.4539988518e+01,1.5076401830e-01,7.7210390625e+03
2565,1.5063164234e+00,1.4429989815e+01,1.5261717141e-01,7.9627700195e+03
2566,1.5064415932e+00,1.4439989090e+01,1.5686699748e-01,7.8154721680e+03
2567,1.5063166618e+00,1.4369989395e+01,1.5015678108e-01,8.2398457031e+03
2568,1.5071167946e+00,1.4299990654e+01,1.4849790931e-01,8.4844179688e+03
2569,1.5059916973e+00,1.4309991837e+01,1.4419569075e-01,9.2781054688e+03
2570,1.5066168308e+00,1.4269989967e+01,1.4137320220e-01,1.0111160156e+04
2571,1.5061169863e+00,1.4179989815e+01,1.4882631600e-01,1.0391548828e+04
2572,1.5061169863e+00,1.4204990387e+01,1.4874912798e-01,1.0626493164e+04
2573,1.5058171749e+00,1.4324990273e+01,1.4629408717e-01,1.0607417969e+04
2574,1.5054922104e+00,1.4149990082e+01,1.4790549874e-01,1.0490946289e+04
2575,1.5059173107e+00,1.4179988861e+01,1.5301719308e-01,1.0454864258e+04
2576,1.5056674480e+00,1.4119989395e+01,1.4536310732e-01,1.0027792969e+04
2577,1.5059676170e+00,1.4204990387e+01,1.3976995647e-01,1.0308419922e+04
2578,1.5050675869e+00,1.4164990425e+01,1.3367183506e-01,1.0839004883e+04
2579,1.5053677559e+00,1.4204990387e+01,1.3016277552e-01,1.1860916016e+04
2580,1.5057928562e+00,1.4144990921e+01,1.2793269753e-01,1.2513638672e+04
2581,1.5052678585e+00,1.4174991608e+01,1.3258174062e-01,1.2764465820e+04
2582,1.5050179958e+00,1.4169989586e+01,1.2444646657e-01,1.3237903320e+04
2583,1.5051429272e+00,1.4099991798e+01,1.2704150379e-01,1.3431459961e+04
2584,1.5053181648e+00,1.4109991074e+01,1.2579260767e-01,1.3451890625e+04
2585,1.5055682659e+00,1.4139990807e+01,1.2183082104e-01,1.3697695312e+04
2586,1.5057183504e+00,1.4119991302e+01,1.2152977288e-01,1.3562487305e+04
2587,1.5050184727e+00,1.4139991760e+01,1.1994288117e-01,1.3512189453e+04
2588,1.5051184893e+00,1.4114991188e+01,1.1878143251e-01,1.3587566406e+04
2589,1.5050935745e+00,1.4074990273e+01,1.1203996092e-01,1.3813197266e+04
2590,1.5049686432e+00,1.4144990921e+01,1.1156904697e-01,1.3683911133e+04
2591,1.5048185587e+00,1.4134990692e+01,1.1369405687e-01,1.3284252930e+04
2592,1.5048687458e+00,1.4134991646e+01,1.2530395389e-01,1.2475930664e+04
2593,1.5046688318e+00,1.4179990768e+01,1.1799867451e-01,1.2255569336e+04
2594,1.5039689541e+00,1.4199991226e+01,1.2256732583e-01,1.1111198242e+04
2595,1.5045688152e+00,1.4199991226e+01,1.1765994877e-01,1.0415007812e+04
2596,1.5047439337e+00,1.4249990463e+01,1.2115243822e-01,8.9964238281e+03
2597,1.5044941902e+00,1.4189991951e+01,1.2039569020e-01,8.2388076172e+03
2598,1.5042440891e+00,1.4349990845e+01,1.1803515255e-01,7.6656464844e+03
2599,1.5051442385e+00,1.4259990692e+01,1.1212813109e-01,6.8575468750e+03
2600,1.5050442219e+00,1.4404990196e+01,1.1124162376e-01,6.0271049805e+03
2601,1.5047693253e+00,1.4294990540e+01,1.1025787145e-01,5.7090556641e+03
2602,1.5052695274e+00,1.4344990730e+01,1.0719460249e-01,5.4803891602e+03
2603,1.5051945448e+00,1.4294990540e+01,9.9798835814e-02,5.6701801758e+03
2604,1.5053195953e+00,1.4294989586e+01,9.7390457988e-02,5.5979243164e+03
2605,1.5046695471e+00,1.4324989319e+01,9.8235644400e-02,5.9470434570e+03
2606,1.5050446987e+00,1.4379989624e+01,9.2385873199e-02,6.1821372070e+03
2607,1.5049196482e+00,1.4359990120e+01,9.2699214816e-02,6.3347006836e+03
2608,1.5053448677e+00,1.4349990845e+01,9.0912789106e-02,7.0411767578e+03
2609,1.5050199032e+00,1.4369989395e+01,9.0003781021e-02,7.4152143555e+03
2610,1.5047448874e+00,1.4399990082e+01,9.0207085013e-02,7.8271567383e+03
2611,1.5050950050e+00,1.4449989319e+01,9.1094724834e-02,8.0731586914e+03
2612,1.5053199530e+00,1.4409989357e+01,9.2429637909e-02,8.3908291016e+03
2613,1.5047950745e+00,1.4509989738e+01,9.2645294964e-02,8.4929345703e+03
2614,1.5054701567e+00,1.4444988251e+01,9.4691686332e-02,8.5941044922e+03
2615,1.5050703287e+00,1.4484990120e+01,9.5230542123e-02,8.7220693359e+03
2616,1.5051703453e+00,1.4454989433e+01,9.9924884737e-02,8.4220234375e+03
2617,1.5052704811e+00,1.4534989357e+01,9.5286965370e-02,8.6561074219e+03
2618,1.5044453144e+00,1.4534988403e+01,9.8152950406e-02,8.1721850586e+03
2619,1.5048954487e+00,1.4554988861e+01,1.0002507269e-01,8.2588046875e+03
2620,1.5048956871e+00,1.4584989548e+01,9.5698252320e-02,7.8529770508e+03
2621,1.5057206154e+00,1.4574989319e+01,1.0321838409e-01,7.5232993164e+03
2622,1.5050957203e+00,1.4679988861e+01,9.5627769828e-02,7.1164746094e+03
2623,1.5048207045e+00,1.4759989738e+01,1.0437371582e-01,6.9948115234e+03
2624,1.5057457685e+00,1.4679988861e+01,9.0391650796e-02,6.2887470703e+03
2625,1.5055458546e+00,1.4809988976e+01,1.0373866558e-01,6.4623647461e+03
2626,1.5051208735e+00,1.4789990425e+01,9.9131040275e-02,5.5112324219e+03
2627,1.5055710077e+00,1.4919989586e+01,9.3167088926e-02,5.6821645508e+03
2628,1.5055961609e+00,1.4829991341e+01,8.6452491581e-02,5.6949165039e+03
2629,1.5054211617e+00,1.4869990349e+01,8.9930847287e-02,5.4785605469e+03
2630,1.5059963465e+00,1.4869991302e+01,8.7807789445e-02,5.7061391602e+03
2631,1.5055463314e+00,1.4939990044e+01,8.5828401148e-02,5.6760991211e+03
2632,1.5057213306e+00,1.4864991188e+01,8.3745151758e-02,5.9263793945e+03
2633,1.5055212975e+00,1.4954988480e+01,8.7654396892e-02,6.1184990234e+03
2634,1.5062464476e+00,1.5044988632e+01,8.1657871604e-02,6.4590112305e+03
2635,1.5057466030e+00,1.4974988937e+01,8.6853824556e-02,6.5148256836e+03
2636,1.5057715178e+00,1.5104988098e+01,8.1060603261e-02,6.9181772461e+03
2637,1.5057966709e+00,1.5044987679e+01,8.5714995861e-02,6.8373598633e+03
2638,1.5057468414e+00,1.5054988861e+01,8.1228949130e-02,7.5178999023e+03
2639,1.5064966679e+00,1.5184990883e+01,8.8934436440e-02,7.0658076172e+03
2640,1.5053718090e+00,1.5244988441e+01,8.1364169717e-02,7.9935922852e+03
2641,1.5064469576e+00,1.5224989891e+01,8.6244702339e-02,7.4675991211e+03
2642,1.5060468912e+00,1.5254989624e+01,8.8765069842e-02,8.0572368164e+03
2643,1.5063971281e+00,1.5314990044e+01,8.7775491178e-02,7.7737304688e+03
2644,1.5058470964e+00,1.5349988937e+01,8.9790873230e-02,7.9640864258e+03
2645,1.5061222315e+00,1.5289990425e+01,8.7346404791e-02,7.8393452148e+03
2646,1.5064722300e+00,1.5329990387e+01,9.2381156981e-02,7.7369887695e+03
2647,1.5066223145e+00,1.5349989891e+01,8.8371023536e-02,7.6194589844e+03
2648,1.5065224171e+00,1.5419990540e+01,9.3031398952e-02,7.3667988281e+03
2649,1.5065724850e+00,1.5489989281e+01,9.2408053577e-02,7.2272436523e+03
2650,1.5066475868e+00,1.5389988899e+01,9.4319999218e-02,6.9763730469e+03
2651,1.5062226057e+00,1.5509987831e+01,8.9883476496e-02,6.8329794922e+03
2652,1.5065727234e+00,1.5509989738e+01,9.3532815576e-02,6.2930312500e+03
2653,1.5059977770e+00,1.5569988251e+01,8.8000051677e-02,6.6139189453e+03
2654,1.5067478418e+00,1.5529989243e+01,9.3074470758e-02,5.8678793945e+03
2655,1.5065228939e+00,1.5599988937e+01,8.7567657232e-02,6.0989877930e+03
2656,1.5066978931e+00,1.5649987221e+01,9.3732386827e-02,5.7098354492e+03
2657,1.5065729618e+00,1.5599987984e+01,8.7700247765e-02,5.9999282227e+03
2658,1.5068230629e+00,1.5689987183e+01,8.8736973703e-02,5.5837338867e+03
2659,1.5071983337e+00,1.5729989052e+01,8.7073490024e-02,6.1225751953e+03
2660,1.5065232515e+00,1.5719989777e+01,9.1949537396e-02,5.7573295898e+03
2661,1.5070734024e+00,1.5729990005e+01,8.8600084186e-02,6.1783276367e+03
2662,1.5066983700e+00,1.5719987869e+01,8.4542736411e-02,6.1441831055e+03
2663,1.5071234703e+00,1.5799987793e+01,8.6967170238e-02,6.3913696289e+03
2664,1.5068234205e+00,1.5779988289e+01,8.2894995809e-02,6.4010283203e+03
2665,1.5072736740e+00,1.5849988937e+01,8.7256453931e-02,6.7988300781e+03
2666,1.5072987080e+00,1.5919988632e+01,8.7739229202e-02,6.7892915039e+03
2667,1.5073738098e+00,1.5919988632e+01,8.5241891444e-02,7.0406118164e+03
2668,1.5072238445e+00,1.5944990158e+01,8.5889860988e-02,7.0529453125e+03
2669,1.5067989826e+00,1.5944988251e+01,9.0516835451e-02,7.1183383789e+03
2670,1.5071991682e+00,1.5964987755e+01,8.6355343461e-02,7.0967114258e+03
2671,1.5068241358e+00,1.6004987717e+01,8.9742548764e-02,7.2784243164e+03
2672,1.5075242519e+00,1.5964987755e+01,9.2467553914e-02,6.9723593750e+03
2673,1.5073242188e+00,1.6004987717e+01,9.0779557824e-02,7.0277626953e+03
2674,1.5078244209e+00,1.6104988098e+01,9.0347819030e-02,6.9094868164e+03
2675,1.5078494549e+00,1.6034986496e+01,9.2615030706e-02,6.6963896484e+03
2676,1.5074745417e+00,1.6094987869e+01,9.1215394437e-02,6.6588027344e+03
2677,1.5072745085e+00,1.5994988441e+01,9.3209840357e-02,6.4499975586e+03
2678,1.5079247952e+00,1.6044986725e+01,9.1704346240e-02,6.4171479492e+03
2679,1.5078246593e+00,1.6094987869e+01,9.3590490520e-02,6.2342797852e+03
2680,1.5078999996e+00,1.6034988403e+01,9.2132709920e-02,6.1902895508e+03
2681,1.5077998638e+00,1.6164987564e+01,9.3186743557e-02,6.0278408203e+03
2682,1.5070999861e+00,1.6064987183e+01,9.1520801187e-02,5.9902885742e+03
2683,1.5080250502e+00,1.6124986649e+01,9.2830382288e-02,5.8764223633e+03
2684,1.5075500011e+00,1.6094985962e+01,9.0896978974e-02,5.8747871094e+03
2685,1.5086002350e+00,1.6244987488e+01,9.2745147645e-02,5.7924106445e+03
2686,1.5082002878e+00,1.6204986572e+01,9.0179651976e-02,5.8729248047e+03
2687,1.5080504417e+00,1.6124988556e+01,9.1024346650e-02,5.8719360352e+03
2688,1.5079004765e+00,1.6139987946e+01,9.0727686882e-02,5.9257768555e+03
2689,1.5072754622e+00,1.6179988861e+01,8.9940622449e-02,6.0481840820e+03
2690,1.5076506138e+00,1.6234989166e+01,9.1111630201e-02,6.0491684570e+03
2691,1.5076507330e+00,1.6169988632e+01,9.0509034693e-02,6.2508525391e+03
2692,1.5084007978e+00,1.6249988556e+01,9.0693056583e-02,6.3600498047e+03
2693,1.5079259872e+00,1.6179986954e+01,9.1559849679e-02,6.4191069336e+03
2694,1.5078511238e+00,1.6229988098e+01,9.1594234109e-02,6.4865346680e+03
2695,1.5077511072e+00,1.6149988174e+01,9.2537946999e-02,6.5157368164e+03
2696,1.5083261728e+00,1.6139987946e+01,9.2711687088e-02,6.5371562500e+03
2697,1.5083264112e+00,1.6199987411e+01,9.3244716525e-02,6.5392924805e+03
2698,1.5083763599e+00,1.6179986954e+01,9.4106800854e-02,6.5325512695e+03
2699,1.5080014467e+00,1.6259988785e+01,9.4432838261e-02,6.4874775391e+03
2700,1.5079016685e+00,1.6189987183e+01,9.5425650477e-02,6.4681870117e+03
2701,1.5082017183e+00,1.6289985657e+01,9.5266766846e-02,6.4150957031e+03
2702,1.5078767538e+00,1.6289985657e+01,9.5545530319e-02,6.3723232422e+03
2703,1.5084018707e+00,1.6279987335e+01,9.6034273505e-02,6.2638544922e+03
2704,1.5081770420e+00,1.6209987640e+01,9.6345655620e-02,6.2335009766e+03
2705,1.5086020231e+00,1.6289989471e+01,9.6310496330e-02,6.1156298828e+03
2706,1.5082271099e+00,1.6264987946e+01,9.6668846905e-02,6.0784428711e+03
2707,1.5084772110e+00,1.6289987564e+01,9.6399918199e-02,6.0286328125e+03
2708,1.5085023642e+00,1.6239986420e+01,9.7096949816e-02,5.9256088867e+03
2709,1.5081523657e+00,1.6359987259e+01,9.5723196864e-02,5.9965766602e+03
2710,1.5084526539e+00,1.6339986801e+01,9.7485564649e-02,5.8804384766e+03
2711,1.5082527399e+00,1.6314987183e+01,9.6470490098e-02,5.9773437500e+03
2712,1.5085526705e+00,1.6344985962e+01,9.6550107002e-02,5.9423417969e+03
2713,1.5081528425e+00,1.6284988403e+01,9.7240723670e-02,5.9951962891e+03
2714,1.5086779594e+00,1.6324987411e+01,9.7100354731e-02,6.0192036133e+03
2715,1.5082280636e+00,1.6304986954e+01,9.7165174782e-02,6.1487402344e+03
2716,1.5083782673e+00,1.6279987335e+01,9.7814224660e-02,6.0794809570e+03
2717,1.5080784559e+00,1.6314989090e+01,9.6713602543e-02,6.3360737305e+03
2718,1.5088284016e+00,1.6404987335e+01,9.9688604474e-02,6.2464228516e+03
2719,1.5088535547e+00,1.6409986496e+01,9.8284497857e-02,6.4349594727e+03
2720,1.5085537434e+00,1.6289989471e+01,9.9680066109e-02,6.4204697266e+03
2721,1.5087788105e+00,1.6369989395e+01,9.9986180663e-02,6.4874658203e+03
2722,1.5089290142e+00,1.6329986572e+01,1.0063451529e-01,6.5076933594e+03
2723,1.5085790157e+00,1.6339986801e+01,1.0119538009e-01,6.5274355469e+03
2724,1.5083792210e+00,1.6284988403e+01,1.0183891654e-01,6.5200312500e+03
2725,1.5086542368e+00,1.6404987335e+01,1.0201975703e-01,6.5059052734e+03
2726,1.5083544254e+00,1.6404987335e+01,1.0251887143e-01,6.4784116211e+03
2727,1.5089045763e+00,1.6384986877e+01,1.0305144638e-01,6.4332436523e+03
2728,1.5092546940e+00,1.6374988556e+01,1.0351740569e-01,6.4092246094e+03
2729,1.5089547634e+00,1.6359987259e+01,1.0381594300e-01,6.3670483398e+03
2730,1.5089048147e+00,1.6429986954e+01,1.0418837517e-01,6.3360068359e+03
2731,1.5083799362e+00,1.6419986725e+01,1.0475743562e-01,6.2880527344e+03
2732,1.5087299347e+00,1.6429986954e+01,1.0464119166e-01,6.2514492188e+03
2733,1.5093551874e+00,1.6454986572e+01,1.0503949970e-01,6.2237568359e+03
2734,1.5091552734e+00,1.6474987030e+01,1.0500628501e-01,6.2131557617e+03
2735,1.5086054802e+00,1.6454988480e+01,1.0527438670e-01,6.1931113281e+03
2736,1.5092055798e+00,1.6444986343e+01,1.0524310172e-01,6.2249003906e+03
2737,1.5086057186e+00,1.6489988327e+01,1.0581157357e-01,6.1950429688e+03
2738,1.5092308521e+00,1.6489986420e+01,1.0559474677e-01,6.2525229492e+03
2739,1.5089809895e+00,1.6489988327e+01,1.0584492981e-01,6.2562221680e+03
2740,1.5094311237e+00,1.6449987411e+01,1.0625486076e-01,6.3168764648e+03
2741,1.5090061426e+00,1.6369989395e+01,1.0673662275e-01,6.3369169922e+03
2742,1.5092813969e+00,1.6434988022e+01,1.0704427212e-01,6.4018564453e+03
2743,1.5089564323e+00,1.6464988708e+01,1.0706792027e-01,6.4261118164e+03
2744,1.5091816187e+00,1.6364990234e+01,1.0710298270e-01,6.5180986328e+03
2745,1.5100067854e+00,1.6434988022e+01,1.0851667821e-01,6.5086845703e+03
2746,1.5098819733e+00,1.6364988327e+01,1.0820341110e-01,6.6142563477e+03
2747,1.5093319416e+00,1.6419986725e+01,1.0860915482e-01,6.5872016602e+03
2748,1.5094572306e+00,1.6464988708e+01,1.0937193781e-01,6.6717587891e+03
2749,1.5087572336e+00,1.6464988708e+01,1.0905302316e-01,6.6500136719e+03
2750,1.5092824697e+00,1.6444988251e+01,1.1083173007e-01,6.6932006836e+03
2751,1.5092076063e+00,1.6449989319e+01,1.1109226197e-01,6.6742099609e+03
2752,1.5093077421e+00,1.6414989471e+01,1.1118238419e-01,6.7133583984e+03
2753,1.5092079639e+00,1.6374990463e+01,1.1227512360e-01,6.6891274414e+03
2754,1.5088829994e+00,1.6424989700e+01,1.1293026060e-01,6.6962724609e+03
2755,1.5091331005e+00,1.6454992294e+01,1.1061134934e-01,6.6570576172e+03
2756,1.5097583532e+00,1.6334991455e+01,1.1405246705e-01,6.6663969727e+03
2757,1.5096085072e+00,1.6274990082e+01,1.1369373649e-01,6.6111538086e+03
2758,1.5097334385e+00,1.6369991302e+01,1.1401652545e-01,6.7234775391e+03
2759,1.5099337101e+00,1.6264991760e+01,1.1386160553e-01,6.5611362305e+03
2760,1.5094587803e+00,1.6299993515e+01,1.1417559534e-01,6.7120634766e+03
2761,1.5094339848e+00,1.6254993439e+01,1.1652599275e-01,6.5148271484e+03
2762,1.5097590685e+00,1.6349994659e+01,1.1431185901e-01,6.7202026367e+03
2763,1.5096591711e+00,1.6264993668e+01,1.1543138325e-01,6.6542758789e+03
2764,1.5092593431e+00,1.6104995728e+01,1.1626644433e-01,6.6477006836e+03
2765,1.5099594593e+00,1.6234994888e+01,1.1559455097e-01,6.7487949219e+03
2766,1.5093095303e+00,1.6249994278e+01,1.1662094295e-01,6.7177490234e+03
2767,1.5093847513e+00,1.6074995041e+01,1.1659527570e-01,6.8040551758e+03
2768,1.5096099377e+00,1.6029993057e+01,1.1677739024e-01,6.8637758789e+03
2769,1.5099351406e+00,1.6124996185e+01,1.1739800870e-01,6.8920166016e+03
2770,1.5095100403e+00,1.6184993744e+01,1.1746856570e-01,6.9413564453e+03
2771,1.5098104477e+00,1.6034996033e+01,1.1718804389e-01,7.0168393555e+03
2772,1.5096855164e+00,1.6069997787e+01,1.1690628529e-01,7.1022915039e+03
2773,1.5101606846e+00,1.6059995651e+01,1.1960498989e-01,7.1026679688e+03
2774,1.5093357563e+00,1.6114995956e+01,1.1781198531e-01,7.1876958008e+03
2775,1.5098359585e+00,1.5959998131e+01,1.1765517294e-01,7.1731967773e+03
2776,1.5096360445e+00,1.6029998779e+01,1.2033879757e-01,7.1717231445e+03
2777,1.5098862648e+00,1.6000000000e+01,1.2039423734e-01,7.1877451172e+03
2778,1.5096113682e+00,1.6075000763e+01,1.2114891410e-01,7.1664589844e+03
2779,1.5096365213e+00,1.6090002060e+01,1.2088773400e-01,7.1645312500e+03
2780,1.5097615719e+00,1.5960000038e+01,1.2181305140e-01,7.1791328125e+03
2781,1.5096619129e+00,1.5965001106e+01,1.2075806409e-01,7.1630913086e+03
2782,1.5096619129e+00,1.6065000534e+01,1.2140140682e-01,7.1924985352e+03
2783,1.5092871189e+00,1.6065002441e+01,1.2029713392e-01,7.2372836914e+03
2784,1.5091873407e+00,1.5935001373e+01,1.2100986391e-01,7.2385795898e+03
2785,1.5096623898e+00,1.5995000839e+01,1.2153448910e-01,7.3201855469e+03
2786,1.5092875957e+00,1.6075000763e+01,1.2165816873e-01,7.3955600586e+03
2787,1.5092877150e+00,1.5945000648e+01,1.2192495167e-01,7.4135571289e+03
2788,1.5095880032e+00,1.5925001144e+01,1.2204207480e-01,7.5586416016e+03
2789,1.5091130733e+00,1.6015003204e+01,1.2233880907e-01,7.6325341797e+03
2790,1.5090882778e+00,1.5990003586e+01,1.2197653949e-01,7.8463374023e+03
2791,1.5092883110e+00,1.5869999886e+01,1.2068201602e-01,8.2055966797e+03
2792,1.5091636181e+00,1.5890000343e+01,1.1940978467e-01,8.6598564453e+03
2793,1.5088887215e+00,1.6015003204e+01,1.1548011005e-01,9.3571953125e+03
2794,1.5095388889e+00,1.5965000153e+01,1.1371357739e-01,9.9642294922e+03
2795,1.5088641644e+00,1.6030002594e+01,1.1090382934e-01,1.0796194336e+04
2796,1.5091643333e+00,1.5925003052e+01,1.1342047900e-01,1.1126943359e+04
2797,1.5090894699e+00,1.5905000687e+01,1.1688014120e-01,1.1194430664e+04
2798,1.5093646049e+00,1.5945001602e+01,1.2739558518e-01,1.0752982422e+04
2799,1.5091898441e+00,1.5955001831e+01,1.3321843743e-01,1.0221224609e+04
2800,1.5093650818e+00,1.5930003166e+01,1.4049205184e-01,9.2128808594e+03
2801,1.5091652870e+00,1.5960001945e+01,1.4418312907e-01,8.2928330078e+03
2802,1.5091402531e+00,1.5954999924e+01,1.4515110850e-01,7.2010703125e+03
2803,1.5090405941e+00,1.5935002327e+01,1.4444541931e-01,6.2023417969e+03
2804,1.5089659691e+00,1.5990002632e+01,1.4149144292e-01,5.2924311523e+03
2805,1.5086910725e+00,1.6085004807e+01,1.4090672135e-01,4.5448388672e+03
2806,1.5095663071e+00,1.5920002937e+01,1.2999531627e-01,4.2619165039e+03
2807,1.5091913939e+00,1.5935003281e+01,1.3266563416e-01,3.6585136719e+03
2808,1.5093665123e+00,1.5915004730e+01,1.2241000682e-01,3.9701203613e+03
2809,1.5094168186e+00,1.5965003967e+01,1.2190914154e-01,4.0185244141e+03
2810,1.5096421242e+00,1.5895005226e+01,1.1866223067e-01,4.5994594727e+03
2811,1.5094423294e+00,1.5875004768e+01,1.1781482399e-01,5.1441196289e+03
2812,1.5093674660e+00,1.5735004425e+01,1.1924857646e-01,5.9920439453e+03
2813,1.5093176365e+00,1.5775007248e+01,1.1946552247e-01,6.8625747070e+03
2814,1.5091928244e+00,1.5740005493e+01,1.2123735994e-01,7.4518823242e+03
2815,1.5096181631e+00,1.5760006905e+01,1.2311425805e-01,7.9799477539e+03
2816,1.5087182522e+00,1.5710007668e+01,1.2372585386e-01,8.6650224609e+03
2817,1.5091183186e+00,1.5720006943e+01,1.2484402955e-01,9.2025078125e+03
2818,1.5090934038e+00,1.5770009995e+01,1.2534736097e-01,9.6292753906e+03
2819,1.5090684891e+00,1.5640008926e+01,1.2555947900e-01,1.0118149414e+04
2820,1.5092437267e+00,1.5680007935e+01,1.2500856817e-01,1.0687077148e+04
2821,1.5088436604e+00,1.5760009766e+01,1.2578848004e-01,1.0918190430e+04
2822,1.5084687471e+00,1.5675007820e+01,1.2592019141e-01,1.1026362305e+04
2823,1.5080688000e+00,1.5755008698e+01,1.2461575866e-01,1.1218596680e+04
2824,1.5086939335e+00,1.5610008240e+01,1.2321558595e-01,1.1539497070e+04
2825,1.5087943077e+00,1.5665009499e+01,1.2525251508e-01,1.1340092773e+04
2826,1.5085693598e+00,1.5640011787e+01,1.2968108058e-01,1.0675482422e+04
2827,1.5087692738e+00,1.5645009041e+01,1.3501365483e-01,9.6522373047e+03
2828,1.5092195272e+00,1.5610010147e+01,1.4029371738e-01,8.1713427734e+03
2829,1.5089446306e+00,1.5630009651e+01,1.4433541894e-01,6.7377568359e+03
2830,1.5091197491e+00,1.5620012283e+01,1.4655582607e-01,5.4803535156e+03
2831,1.5089948177e+00,1.5545012474e+01,1.4621463418e-01,3.9526589355e+03
2832,1.5089949369e+00,1.5390007973e+01,1.4140054584e-01,2.2808320312e+03
2833,1.5088700056e+00,1.5525010109e+01,1.3443391025e-01,1.6022492676e+03
2834,1.5093202591e+00,1.5430008888e+01,1.2788017094e-01,1.8729754639e+03
2835,1.5091452599e+00,1.5435009003e+01,1.2273053825e-01,2.6606818848e+03
2836,1.5086703300e+00,1.5415010452e+01,1.1925282329e-01,3.7440197754e+03
2837,1.5090705156e+00,1.5490010262e+01,1.1780913174e-01,5.2369047852e+03
2838,1.5084205866e+00,1.5530010223e+01,1.1797528714e-01,6.5046196289e+03
2839,1.5090957880e+00,1.5400011063e+01,1.1930560321e-01,7.5966782227e+03
2840,1.5093458891e+00,1.5470009804e+01,1.2179192156e-01,8.5564589844e+03
