step,vx_12_12,vy_12_12,pressure_12_12,energy
0,4.9999997020e-01,-4.9999997020e-01,0.0000000000e+00,5.7480017090e+02
1,5.0332689285e-01,-5.0574350357e-01,-1.9541997910e+00,6.0539404297e+02
2,5.0316709280e-01,-5.0552618504e-01,2.8476642609e+01,6.0863989258e+02
3,5.0357431173e-01,-5.0604313612e-01,2.8516960144e+01,6.1109564209e+02
4,5.0194501877e-01,-5.0454461575e-01,3.0227560043e+01,6.1287799072e+02
5,5.0016987324e-01,-5.0238823891e-01,2.9081821442e+01,6.1415307617e+02
6,5.0057846308e-01,-5.0150799751e-01,2.7147335052e+01,6.1506207275e+02
7,5.0254535675e-01,-5.0300389528e-01,2.6723031998e+01,6.1564831543e+02
8,5.0445914268e-01,-5.0419354439e-01,2.9090517044e+01,6.1604150391e+02
9,5.0397127867e-01,-5.0280660391e-01,3.0790115356e+01,6.1625415039e+02
10,5.0285851955e-01,-5.0021314621e-01,3.0225385666e+01,6.1634240723e+02
11,5.0362116098e-01,-5.0022304058e-01,2.9057502747e+01,6.1634368896e+02
12,5.0527966022e-01,-5.0189995766e-01,2.9469156265e+01,6.1624517822e+02
13,5.0455963612e-01,-5.0351142883e-01,3.0547859192e+01,6.1609570312e+02
14,5.0265324116e-01,-5.0148582458e-01,3.0672708511e+01,6.1590850830e+02
15,5.0060606003e-01,-4.9896386266e-01,2.9204687119e+01,6.1567999268e+02
16,5.0131636858e-01,-4.9948132038e-01,2.7517457962e+01,6.1542828369e+02
17,5.0442624092e-01,-5.0157707930e-01,2.7208673477e+01,6.1516827393e+02
18,5.0380647182e-01,-5.0117105246e-01,2.7285528183e+01,6.1487915039e+02
19,5.0174599886e-01,-4.9958440661e-01,2.6838842392e+01,6.1459057617e+02
20,5.0129818916e-01,-4.9896141887e-01,2.8027231216e+01,6.1428454590e+02
21,5.0243467093e-01,-4.9989238381e-01,2.7738718033e+01,6.1399090576e+02
22,5.0289827585e-01,-5.0090819597e-01,2.7943675995e+01,6.1367834473e+02
23,5.0254476070e-01,-5.0014734268e-01,2.8027858734e+01,6.1335534668e+02
24,5.0099664927e-01,-4.9863830209e-01,2.9533523560e+01,6.1304425049e+02
25,5.0089973211e-01,-4.9816083908e-01,2.8582088470e+01,6.1272698975e+02
26,5.0129735470e-01,-4.9930986762e-01,2.8889062881e+01,6.1240533447e+02
27,5.0075376034e-01,-4.9893939495e-01,2.9068506241e+01,6.1209576416e+02
28,4.9903413653e-01,-4.9813988805e-01,2.5717952728e+01,6.1177770996e+02
29,4.9942454696e-01,-4.9856108427e-01,2.5626316071e+01,6.1145764160e+02
30,5.0174015760e-01,-4.9903994799e-01,2.7203605652e+01,6.1114080811e+02
