step,vx_25_10,vy_25_10,Cd,Cl,singularity_count
612,3.8224300742e-01,-1.4568535984e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
613,3.8222643733e-01,-1.4568270743e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
614,3.8223749399e-01,-1.4567947388e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
615,3.8222652674e-01,-1.4568324387e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
616,3.8223493099e-01,-1.4567701519e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
617,3.8223060966e-01,-1.4567732811e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
618,3.8223171234e-01,-1.4567542076e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
619,3.8222423196e-01,-1.4567598701e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
620,3.8222858310e-01,-1.4567671716e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
621,3.8222217560e-01,-1.4567190409e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
622,3.8222643733e-01,-1.4567568898e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
623,3.8222002983e-01,-1.4566950500e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
624,3.8222432137e-01,-1.4567311108e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
625,3.8221764565e-01,-1.4566761255e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
626,3.8222360611e-01,-1.4567171037e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
627,3.8221275806e-01,-1.4566344023e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
628,3.8222572207e-01,-1.4567083120e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
629,3.8220709562e-01,-1.4566001296e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
630,3.8222545385e-01,-1.4566788077e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
631,3.8220527768e-01,-1.4566174150e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
632,3.8222134113e-01,-1.4566284418e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
633,3.8220632076e-01,-1.4566321671e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
634,3.8221585751e-01,-1.4565616846e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
635,3.8220614195e-01,-1.4566220343e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
636,3.8221347332e-01,-1.4565461874e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
637,3.8220360875e-01,-1.4565885067e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
638,3.8221228123e-01,-1.4565470815e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
639,3.8220107555e-01,-1.4565341175e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
640,3.8220971823e-01,-1.4565636218e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
641,3.8219892979e-01,-1.4564691484e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
642,3.8220861554e-01,-1.4565859735e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
643,3.8219562173e-01,-1.4564085007e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
644,3.8220715523e-01,-1.4565937221e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
645,3.8220575452e-01,-1.4565049112e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
646,3.8220566511e-01,-1.4565308392e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
647,3.8220548630e-01,-1.4565578103e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
648,3.8219031692e-01,-1.4564451575e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
649,3.8220429420e-01,-1.4564631879e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
650,3.8218653202e-01,-1.4564044774e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
651,3.8220143318e-01,-1.4564272761e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
652,3.8218620420e-01,-1.4564037323e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
653,3.8219618797e-01,-1.4563564956e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
654,3.8218826056e-01,-1.4564429224e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
655,3.8219067454e-01,-1.4562876523e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
656,3.8218954206e-01,-1.4564554393e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
657,3.8218769431e-01,-1.4562650025e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
658,3.8218551874e-01,-1.4563982189e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
659,3.8218760490e-01,-1.4562903345e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
660,3.8218274713e-01,-1.4563263953e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
661,3.8218602538e-01,-1.4563168585e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
662,3.8218054175e-01,-1.4562639594e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
663,3.8218373060e-01,-1.4563244581e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
664,3.8217878342e-01,-1.4562223852e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
665,3.8218224049e-01,-1.4563158154e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
666,3.8217467070e-01,-1.4561903477e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
667,3.8218417764e-01,-1.4563037455e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
668,3.8216778636e-01,-1.4561596513e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
669,3.8218656182e-01,-1.4563012123e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
670,3.8216319680e-01,-1.4561150968e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
671,3.8218617439e-01,-1.4562712610e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
672,3.8216212392e-01,-1.4561156929e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
673,3.8218054175e-01,-1.4562197030e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
674,3.8216450810e-01,-1.4561450481e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
675,3.8217425346e-01,-1.4561419189e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
676,3.8216623664e-01,-1.4561910927e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
677,3.8217014074e-01,-1.4560776949e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
678,3.8216814399e-01,-1.4561147988e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
679,3.8216841221e-01,-1.4560772479e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
680,3.8216245174e-01,-1.4561036229e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
681,3.8216745853e-01,-1.4560979605e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
682,3.8215929270e-01,-1.4560541511e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
683,3.8216575980e-01,-1.4560998976e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
684,3.8215738535e-01,-1.4560192823e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
685,3.8216388226e-01,-1.4560803771e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
686,3.8215467334e-01,-1.4559982717e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
687,3.8216412067e-01,-1.4560626447e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
688,3.8214927912e-01,-1.4559547603e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
689,3.8216623664e-01,-1.4560748637e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
690,3.8214397430e-01,-1.4559079707e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
691,3.8216596842e-01,-1.4560648799e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
692,3.8214123249e-01,-1.4559049904e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
693,3.8216239214e-01,-1.4560131729e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
694,3.8214346766e-01,-1.4559149742e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
695,3.8215598464e-01,-1.4559513330e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
696,3.8214528561e-01,-1.4559385180e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
697,3.8215121627e-01,-1.4558964968e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
698,3.8215014338e-01,-1.4559060335e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
699,3.8214924932e-01,-1.4558847249e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
700,3.8214662671e-01,-1.4558561146e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
701,3.8214138150e-01,-1.4558506012e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
702,3.8214766979e-01,-1.4559005201e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
703,3.8213789463e-01,-1.4557965100e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
704,3.8214686513e-01,-1.4559066296e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
705,3.8213527203e-01,-1.4557614923e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
706,3.8214516640e-01,-1.4558844268e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
707,3.8213330507e-01,-1.4557512105e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
708,3.8214409351e-01,-1.4558529854e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
709,3.8212910295e-01,-1.4557182789e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
710,3.8214555383e-01,-1.4558605850e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
711,3.8212564588e-01,-1.4556644857e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
712,3.8214406371e-01,-1.4558549225e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
713,3.8212350011e-01,-1.4556546509e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
714,3.8214245439e-01,-1.4557999372e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
715,3.8212281466e-01,-1.4556728303e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
716,3.8213706017e-01,-1.4557467401e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
717,3.8213104010e-01,-1.4556771517e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
718,3.8213160634e-01,-1.4556632936e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
719,3.8212671876e-01,-1.4557118714e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
720,3.8212889433e-01,-1.4556598663e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
721,3.8212263584e-01,-1.4556550980e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
722,3.8212847710e-01,-1.4556741714e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
723,3.8211920857e-01,-1.4556002617e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
724,3.8212716579e-01,-1.4556801319e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
725,3.8211724162e-01,-1.4555597305e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
726,3.8212564588e-01,-1.4556710422e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
727,3.8211426139e-01,-1.4555336535e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
728,3.8212558627e-01,-1.4556592703e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
729,3.8210964203e-01,-1.4555084705e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
730,3.8212645054e-01,-1.4556437731e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
731,3.8210582733e-01,-1.4554761350e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
732,3.8212606311e-01,-1.4556245506e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
733,3.8210359216e-01,-1.4554610848e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
734,3.8212314248e-01,-1.4555886388e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
735,3.8210412860e-01,-1.4554634690e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
736,3.8210973144e-01,-1.4555341005e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
737,3.8210618496e-01,-1.4555108547e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
738,3.8211080432e-01,-1.4554449916e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
739,3.8210657239e-01,-1.4554947615e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
740,3.8211044669e-01,-1.4554539323e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
741,3.8210371137e-01,-1.4554430544e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
742,3.8211002946e-01,-1.4554652572e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
743,3.8210111856e-01,-1.4553914964e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
744,3.8210830092e-01,-1.4554716647e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
745,3.8209915161e-01,-1.4553463459e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
746,3.8210755587e-01,-1.4554707706e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
747,3.8209551573e-01,-1.4553058147e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
748,3.8210827112e-01,-1.4554639161e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
749,3.8209018111e-01,-1.4552813768e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
750,3.8210895658e-01,-1.4554503560e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
751,3.8208666444e-01,-1.4552515745e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
752,3.8210824132e-01,-1.4554294944e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
753,3.8208493590e-01,-1.4552381635e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
754,3.8210499287e-01,-1.4553907514e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
755,3.8209736347e-01,-1.4552775025e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
756,3.8209834695e-01,-1.4552743733e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
757,3.8209334016e-01,-1.4553304017e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
758,3.8209176064e-01,-1.4552439749e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
759,3.8208946586e-01,-1.4552752674e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
760,3.8209086657e-01,-1.4552517235e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
761,3.8208651543e-01,-1.4552307129e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
762,3.8208949566e-01,-1.4552487433e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
763,3.8208487630e-01,-1.4551962912e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
764,3.8208243251e-01,-1.4551807940e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
765,3.8208752871e-01,-1.4552526176e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
766,3.8208037615e-01,-1.4551173151e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
767,3.8208678365e-01,-1.4552651346e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
768,3.8207963109e-01,-1.4550766349e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
769,3.8207697868e-01,-1.4551903307e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
770,3.8208273053e-01,-1.4550866187e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
771,3.8207507133e-01,-1.4551827312e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
772,3.8208320737e-01,-1.4550840855e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
773,3.8207298517e-01,-1.4551533759e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
774,3.8208040595e-01,-1.4550597966e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
775,3.8208973408e-01,-1.4552073181e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
776,3.8206595182e-01,-1.4550712705e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
777,3.8208225369e-01,-1.4550931752e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
778,3.8206732273e-01,-1.4550794661e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
779,3.8207697868e-01,-1.4550139010e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
780,3.8206806779e-01,-1.4550898969e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
781,3.8207280636e-01,-1.4549989998e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
782,3.8207054138e-01,-1.4550398290e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
783,3.8206866384e-01,-1.4549914002e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
784,3.8206905127e-01,-1.4550256729e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
785,3.8206574321e-01,-1.4549754560e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
786,3.8206273317e-01,-1.4549374580e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
787,3.8206863403e-01,-1.4550429583e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
788,3.8206076622e-01,-1.4548802376e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
789,3.8206616044e-01,-1.4550419152e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
790,3.8205891848e-01,-1.4548406005e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
791,3.8206502795e-01,-1.4550402761e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
792,3.8205629587e-01,-1.4548055828e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
793,3.8206174970e-01,-1.4550219476e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
794,3.8206499815e-01,-1.4548841119e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
795,3.8206437230e-01,-1.4550174773e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
796,3.8204631209e-01,-1.4547879994e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
797,3.8206779957e-01,-1.4549419284e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
798,3.8204509020e-01,-1.4548195899e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
799,3.8206312060e-01,-1.4548626542e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
800,3.8204693794e-01,-1.4548386633e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
801,3.8205808401e-01,-1.4548026025e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
802,3.8204708695e-01,-1.4548492432e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
803,3.8205617666e-01,-1.4547805488e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
804,3.8205164671e-01,-1.4547857642e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
805,3.8205310702e-01,-1.4547693729e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
806,3.8204529881e-01,-1.4547753334e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
807,3.8205057383e-01,-1.4547857642e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
808,3.8204354048e-01,-1.4547361434e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
809,3.8204848766e-01,-1.4547760785e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
810,3.8204205036e-01,-1.4547142386e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
811,3.8204643130e-01,-1.4547532797e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
812,3.8204029202e-01,-1.4546954632e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
813,3.8204577565e-01,-1.4547418058e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
814,3.8203582168e-01,-1.4546573162e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
815,3.8204792142e-01,-1.4547426999e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
816,3.8203015924e-01,-1.4546303451e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
817,3.8204854727e-01,-1.4547051489e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
818,3.8202857971e-01,-1.4546450973e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
819,3.8204485178e-01,-1.4546564221e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
820,3.8202953339e-01,-1.4546424150e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
821,3.8204020262e-01,-1.4546012878e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
822,3.8203012943e-01,-1.4546576142e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
823,3.8203793764e-01,-1.4545769989e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
824,3.8202747703e-01,-1.4546221495e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
825,3.8203665614e-01,-1.4545844495e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
826,3.8203305006e-01,-1.4545825124e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
827,3.8203465939e-01,-1.4545919001e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
828,3.8202503324e-01,-1.4545236528e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
829,3.8203287125e-01,-1.4545932412e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
830,3.8202244043e-01,-1.4544899762e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
831,3.8203155994e-01,-1.4545807242e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
832,3.8201963902e-01,-1.4544685185e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
833,3.8203141093e-01,-1.4545513690e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
834,3.8201618195e-01,-1.4544454217e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
835,3.8203173876e-01,-1.4545476437e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
836,3.8201120496e-01,-1.4544200897e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
837,3.8203278184e-01,-1.4545376599e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
838,3.8200873137e-01,-1.4543862641e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
839,3.8203108311e-01,-1.4544980228e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
840,3.8200870156e-01,-1.4543904364e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
841,3.8202685118e-01,-1.4544473588e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
842,3.8200929761e-01,-1.4543986320e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
843,3.8202294707e-01,-1.4544102550e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
844,3.8200893998e-01,-1.4543874562e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
845,3.8201007247e-01,-1.4543832839e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
846,3.8200917840e-01,-1.4543713629e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
847,3.8200840354e-01,-1.4543586969e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
848,3.8200953603e-01,-1.4543481171e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
849,3.8201436400e-01,-1.4543738961e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
850,3.8200572133e-01,-1.4542864263e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
851,3.8201400638e-01,-1.4543925226e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
852,3.8200342655e-01,-1.4542478323e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
853,3.8201320171e-01,-1.4543780684e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
854,3.8200035691e-01,-1.4542354643e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
855,3.8201245666e-01,-1.4543403685e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
856,3.8199704885e-01,-1.4542318881e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
857,3.8201278448e-01,-1.4543223381e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
858,3.8199296594e-01,-1.4541906118e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
859,3.8201257586e-01,-1.4543251693e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
860,3.8199159503e-01,-1.4541614056e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
861,3.8200926781e-01,-1.4542914927e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
862,3.8199111819e-01,-1.4541818202e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
863,3.8200595975e-01,-1.4542298019e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
864,3.8199171424e-01,-1.4542013407e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
865,3.8200256228e-01,-1.4541870356e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
866,3.8199928403e-01,-1.4541698992e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
867,3.8199865818e-01,-1.4541539550e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
868,3.8199782372e-01,-1.4541390538e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
869,3.8199687004e-01,-1.4541254938e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
870,3.8199001551e-01,-1.4541205764e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
871,3.8199561834e-01,-1.4541643858e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
872,3.8198739290e-01,-1.4540612698e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
873,3.8199430704e-01,-1.4541754127e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
874,3.8198375702e-01,-1.4540258050e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
