step,vx_25_10,vy_25_10,Cd,Cl,singularity_count
2284,3.7976357341e-01,-1.4424429834e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2285,3.7976980209e-01,-1.4424170554e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2286,3.7975788116e-01,-1.4424121380e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2287,3.7976440787e-01,-1.4424279332e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2288,3.7975308299e-01,-1.4423628151e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2289,3.7975975871e-01,-1.4424492419e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2290,3.7974780798e-01,-1.4423175156e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2291,3.7974527478e-01,-1.4423577487e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2292,3.7974277139e-01,-1.4422975481e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2293,3.7974932790e-01,-1.4423841238e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2294,3.7973642349e-01,-1.4423370361e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2295,3.7974566221e-01,-1.4423649013e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2296,3.7973043323e-01,-1.4423266053e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2297,3.7974080443e-01,-1.4423412085e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2298,3.7972611189e-01,-1.4423444867e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2299,3.7973415852e-01,-1.4422926307e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2300,3.7972205877e-01,-1.4423444867e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2301,3.7972757220e-01,-1.4422523975e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2302,3.7971797585e-01,-1.4423447847e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2303,3.7972149253e-01,-1.4422412217e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2304,3.7971344590e-01,-1.4423133433e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2305,3.7971597910e-01,-1.4422518015e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2306,3.7970811129e-01,-1.4422678947e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2307,3.7971100211e-01,-1.4422665536e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2308,3.7970301509e-01,-1.4422236383e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2309,3.7970533967e-01,-1.4422799647e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2310,3.7969788909e-01,-1.4421801269e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2311,3.7970072031e-01,-1.4422927797e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2312,3.7969142199e-01,-1.4421354234e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2313,3.7969580293e-01,-1.4423035085e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2314,3.7969255447e-01,-1.4421549439e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2315,3.7969431281e-01,-1.4423052967e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2316,3.7967500091e-01,-1.4421015978e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2317,3.7969270349e-01,-1.4422634244e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2318,3.7966820598e-01,-1.4421072602e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2319,3.7968724966e-01,-1.4422233403e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2320,3.7966477871e-01,-1.4421100914e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2321,3.7967976928e-01,-1.4421819150e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2322,3.7966236472e-01,-1.4421226084e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2323,3.7966412306e-01,-1.4421558380e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2324,3.7965920568e-01,-1.4421494305e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2325,3.7966483831e-01,-1.4421020448e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2326,3.7965473533e-01,-1.4421144128e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2327,3.7965983152e-01,-1.4421138167e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2328,3.7964946032e-01,-1.4420728385e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2329,3.7965464592e-01,-1.4421197772e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2330,3.7964469194e-01,-1.4420403540e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2331,3.7964892387e-01,-1.4421209693e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2332,3.7963953614e-01,-1.4420053363e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2333,3.7964430451e-01,-1.4421321452e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2334,3.7963271141e-01,-1.4419573545e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2335,3.7963056564e-01,-1.4420612156e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2336,3.7962466478e-01,-1.4419513941e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2337,3.7963798642e-01,-1.4420595765e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2338,3.7961843610e-01,-1.4419841766e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2339,3.7963268161e-01,-1.4420393109e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2340,3.7961485982e-01,-1.4419965446e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2341,3.7962546945e-01,-1.4420004189e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2342,3.7961176038e-01,-1.4420056343e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2343,3.7961837649e-01,-1.4419534802e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2344,3.7960693240e-01,-1.4419965446e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2345,3.7961339951e-01,-1.4419481158e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2346,3.7960174680e-01,-1.4419633150e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2347,3.7960830331e-01,-1.4419624209e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2348,3.7959676981e-01,-1.4419136941e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2349,3.7960308790e-01,-1.4419832826e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2350,3.7959134579e-01,-1.4418695867e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2351,3.7959823012e-01,-1.4419898391e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2352,3.7958547473e-01,-1.4418348670e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2353,3.7958404422e-01,-1.4418999851e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2354,3.7957996130e-01,-1.4418415725e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2355,3.7958699465e-01,-1.4418831468e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2356,3.7957394123e-01,-1.4418746531e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2357,3.7958371639e-01,-1.4418782294e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2358,3.7956836820e-01,-1.4418642223e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2359,3.7957817316e-01,-1.4418575168e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2360,3.7956470251e-01,-1.4418761432e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2361,3.7957021594e-01,-1.4418032765e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2362,3.7956190109e-01,-1.4418900013e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2363,3.7956219912e-01,-1.4417605102e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2364,3.7955766916e-01,-1.4418764412e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2365,3.7955832481e-01,-1.4417757094e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2366,3.7955084443e-01,-1.4418241382e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2367,3.7955382466e-01,-1.4417962730e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2368,3.7954503298e-01,-1.4417763054e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2369,3.7954899669e-01,-1.4418064058e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2370,3.7953999639e-01,-1.4417445660e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2371,3.7954309583e-01,-1.4417988062e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2372,3.7953516841e-01,-1.4417283237e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2373,3.7953862548e-01,-1.4417827129e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2374,3.7952756882e-01,-1.4417147636e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2375,3.7953683734e-01,-1.4417658746e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2376,3.7951838970e-01,-1.4416871965e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2377,3.7953481078e-01,-1.4417710900e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2378,3.7951114774e-01,-1.4416614175e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2379,3.7952977419e-01,-1.4417551458e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2380,3.7950733304e-01,-1.4416596293e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2381,3.7952172756e-01,-1.4417152107e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2382,3.7950536609e-01,-1.4416751266e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2383,3.7951338291e-01,-1.4416696131e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2384,3.7950244546e-01,-1.4416818321e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2385,3.7950205803e-01,-1.4416617155e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2386,3.7949717045e-01,-1.4416690171e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2387,3.7950262427e-01,-1.4416505396e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2388,3.7949031591e-01,-1.4416156709e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2389,3.7949872017e-01,-1.4416693151e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2390,3.7948480248e-01,-1.4415690303e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2391,3.7949293852e-01,-1.4416792989e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2392,3.7948012352e-01,-1.4415320754e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2393,3.7948778272e-01,-1.4416807890e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2394,3.7947422266e-01,-1.4414940774e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2395,3.7948346138e-01,-1.4416967332e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2396,3.7948068976e-01,-1.4415714145e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2397,3.7948080897e-01,-1.4416474104e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2398,3.7946119905e-01,-1.4415390790e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2399,3.7947508693e-01,-1.4415781200e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2400,3.7945646048e-01,-1.4415420592e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2401,3.7946718931e-01,-1.4415392280e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2402,3.7945434451e-01,-1.4415495098e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2403,3.7945869565e-01,-1.4414928854e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2404,3.7945097685e-01,-1.4415508509e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2405,3.7945339084e-01,-1.4414753020e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2406,3.7944442034e-01,-1.4415174723e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2407,3.7944933772e-01,-1.4414925873e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2408,3.7943860888e-01,-1.4414639771e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2409,3.7944462895e-01,-1.4415201545e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2410,3.7943318486e-01,-1.4414151013e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2411,3.7943941355e-01,-1.4415258169e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2412,3.7942776084e-01,-1.4413885772e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2413,3.7943428755e-01,-1.4415121078e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2414,3.7942120433e-01,-1.4413736761e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2415,3.7943062186e-01,-1.4415073395e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2416,3.7941369414e-01,-1.4413362741e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2417,3.7941378355e-01,-1.4414320886e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2418,3.7940847874e-01,-1.4413595200e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2419,3.7941896915e-01,-1.4413826168e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2420,3.7940555811e-01,-1.4414052665e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2421,3.7941190600e-01,-1.4413560927e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2422,3.7940356135e-01,-1.4414148033e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2423,3.7940278649e-01,-1.4413224161e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2424,3.7940171361e-01,-1.4414103329e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2425,3.7939766049e-01,-1.4413255453e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2426,3.7939378619e-01,-1.4413645864e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2427,3.7938788533e-01,-1.4413559437e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2428,3.7939414382e-01,-1.4413347840e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2429,3.7938222289e-01,-1.4413031936e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2430,3.7938839197e-01,-1.4413601160e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2431,3.7937727571e-01,-1.4412443340e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2432,3.7938418984e-01,-1.4413857460e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2433,3.7938028574e-01,-1.4413058758e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2434,3.7937942147e-01,-1.4413845539e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2435,3.7936544418e-01,-1.4412137866e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2436,3.7937602401e-01,-1.4413334429e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2437,3.7935775518e-01,-1.4412102103e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2438,3.7937200069e-01,-1.4413177967e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2439,3.7935122848e-01,-1.4411827922e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2440,3.7936741114e-01,-1.4413060248e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2441,3.7934622169e-01,-1.4411769807e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2442,3.7936106324e-01,-1.4412686229e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2443,3.7934279442e-01,-1.4411903918e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2444,3.7935227156e-01,-1.4412337542e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2445,3.7934571505e-01,-1.4411841333e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2446,3.7934526801e-01,-1.4411917329e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2447,3.7933611870e-01,-1.4411963522e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2448,3.7934044003e-01,-1.4411847293e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2449,3.7933015823e-01,-1.4411535859e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2450,3.7933641672e-01,-1.4412039518e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2451,3.7932401896e-01,-1.4411024749e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2452,3.7933081388e-01,-1.4412209392e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2453,3.7931936979e-01,-1.4410580695e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2454,3.7931665778e-01,-1.4411136508e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2455,3.7931430340e-01,-1.4410507679e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2456,3.7932085991e-01,-1.4411298931e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2457,3.7930697203e-01,-1.4411017299e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2458,3.7931668758e-01,-1.4411117136e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2459,3.7930127978e-01,-1.4410936832e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2460,3.7931147218e-01,-1.4410884678e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2461,3.7929660082e-01,-1.4410902560e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2462,3.7930473685e-01,-1.4410546422e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2463,3.7929347157e-01,-1.4411127567e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2464,3.7929680943e-01,-1.4409969747e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2465,3.7929010391e-01,-1.4411170781e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2466,3.7929037213e-01,-1.4409850538e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2467,3.7928545475e-01,-1.4410775900e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2468,3.7928518653e-01,-1.4410088956e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2469,3.7927904725e-01,-1.4410203695e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2470,3.7928125262e-01,-1.4410313964e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2471,3.7927308679e-01,-1.4409719408e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2472,3.7927597761e-01,-1.4410452545e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2473,3.7926808000e-01,-1.4409312606e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2474,3.7927067280e-01,-1.4410522580e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2475,3.7926200032e-01,-1.4408937097e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2476,3.7926676869e-01,-1.4410603046e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2477,3.7925490737e-01,-1.4408548176e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2478,3.7926483154e-01,-1.4410655200e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2479,3.7924528122e-01,-1.4408276975e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2480,3.7926328182e-01,-1.4410483837e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2481,3.7923699617e-01,-1.4408302307e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2482,3.7925800681e-01,-1.4410118759e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2483,3.7923410535e-01,-1.4408424497e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2484,3.7923878431e-01,-1.4409419894e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2485,3.7923336029e-01,-1.4409089088e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2486,3.7923923135e-01,-1.4408539236e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2487,3.7923029065e-01,-1.4409123361e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2488,3.7923428416e-01,-1.4408580959e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2489,3.7922486663e-01,-1.4408726990e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2490,3.7922939658e-01,-1.4408726990e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2491,3.7921938300e-01,-1.4408263564e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2492,3.7922355533e-01,-1.4408856630e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2493,3.7921473384e-01,-1.4407859743e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2494,3.7921842933e-01,-1.4408975840e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2495,3.7920877337e-01,-1.4407429099e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2496,3.7921407819e-01,-1.4409109950e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2497,3.7921154499e-01,-1.4407972991e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2498,3.7921237946e-01,-1.4408780634e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2499,3.7919458747e-01,-1.4407716691e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2500,3.7920752168e-01,-1.4408129454e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2501,3.7918877602e-01,-1.4407572150e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2502,3.7920108438e-01,-1.4407840371e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2503,3.7918519974e-01,-1.4407718182e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2504,3.7919360399e-01,-1.4407427609e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2505,3.7918210030e-01,-1.4407777786e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2506,3.7918683887e-01,-1.4407059550e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2507,3.7917718291e-01,-1.4407616854e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2508,3.7918165326e-01,-1.4407104254e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2509,3.7917175889e-01,-1.4407132566e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2510,3.7917628884e-01,-1.4407315850e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2511,3.7916591763e-01,-1.4406585693e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2512,3.7917146087e-01,-1.4407497644e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2513,3.7916076183e-01,-1.4406193793e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2514,3.7916612625e-01,-1.4407572150e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2515,3.7915548682e-01,-1.4405824244e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2516,3.7915259600e-01,-1.4406622946e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2517,3.7914806604e-01,-1.4405861497e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2518,3.7915742397e-01,-1.4406663179e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2519,3.7914142013e-01,-1.4406140149e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2520,3.7915405631e-01,-1.4406614006e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2521,3.7913593650e-01,-1.4406017959e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2522,3.7914836407e-01,-1.4406247437e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2523,3.7913200259e-01,-1.4406096935e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2524,3.7914088368e-01,-1.4405809343e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2525,3.7912878394e-01,-1.4406338334e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2526,3.7913429737e-01,-1.4405463636e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2527,3.7912401557e-01,-1.4406113327e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2528,3.7912884355e-01,-1.4405584335e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2529,3.7911853194e-01,-1.4405642450e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2530,3.7912395597e-01,-1.4405792952e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2531,3.7911295891e-01,-1.4405140281e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2532,3.7911942601e-01,-1.4405961335e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2533,3.7910750508e-01,-1.4404729009e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2534,3.7911355495e-01,-1.4406022429e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2535,3.7910255790e-01,-1.4404357970e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2536,3.7909984589e-01,-1.4405132830e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2537,3.7909504771e-01,-1.4404401183e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2538,3.7910488248e-01,-1.4405122399e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2539,3.7908831239e-01,-1.4404673874e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2540,3.7910139561e-01,-1.4405050874e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2541,3.7908309698e-01,-1.4404550195e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
