step,vx_62_62,vy_62_62,pressure_62_62,energy
0,4.9999997020e-01,-4.9999997020e-01,0.0000000000e+00,1.5374956055e+04
1,5.0114023685e-01,-5.0093889236e-01,-7.7026344836e-02,1.5531139648e+04
2,5.0121223927e-01,-5.0118565559e-01,5.2621278763e+00,1.5537900391e+04
3,5.0085008144e-01,-5.0099980831e-01,4.6689076424e+00,1.5541755859e+04
4,5.0069820881e-01,-5.0108253956e-01,6.5961318016e+00,1.5543886719e+04
5,5.0060933828e-01,-5.0135308504e-01,6.8160767555e+00,1.5544909180e+04
6,5.0038903952e-01,-5.0115680695e-01,6.8451671600e+00,1.5545223633e+04
7,5.0007438660e-01,-5.0059723854e-01,6.3496856689e+00,1.5545082031e+04
8,5.0015920401e-01,-5.0036889315e-01,6.6490774155e+00,1.5544594727e+04
9,5.0070339441e-01,-5.0046724081e-01,6.5133128166e+00,1.5543843750e+04
10,5.0092506409e-01,-5.0059700012e-01,6.5230832100e+00,1.5542908203e+04
11,5.0079101324e-01,-5.0062578917e-01,6.3961491585e+00,1.5541853516e+04
12,5.0056141615e-01,-5.0064146519e-01,6.3557009697e+00,1.5540651367e+04
13,5.0043904781e-01,-5.0066930056e-01,6.3394269943e+00,1.5539375000e+04
14,5.0042957067e-01,-5.0077152252e-01,6.2822246552e+00,1.5538031250e+04
15,5.0051057339e-01,-5.0075018406e-01,6.2625360489e+00,1.5536609375e+04
16,5.0056785345e-01,-5.0055074692e-01,6.2872881889e+00,1.5535146484e+04
17,5.0046414137e-01,-5.0035256147e-01,6.4000692368e+00,1.5533627930e+04
18,5.0034874678e-01,-5.0032120943e-01,6.5057821274e+00,1.5532083984e+04
19,5.0013571978e-01,-5.0027787685e-01,6.2079787254e+00,1.5530504883e+04
20,5.0000667572e-01,-5.0015038252e-01,6.2836966515e+00,1.5528888672e+04
21,5.0008887053e-01,-5.0025761127e-01,6.2898697853e+00,1.5527240234e+04
22,5.0026971102e-01,-5.0048708916e-01,6.4081478119e+00,1.5525583008e+04
23,5.0024437904e-01,-5.0050282478e-01,6.3057689667e+00,1.5523900391e+04
24,5.0004082918e-01,-5.0038164854e-01,6.6985902786e+00,1.5522201172e+04
25,5.0003671646e-01,-5.0045722723e-01,6.7253084183e+00,1.5520488281e+04
26,4.9998947978e-01,-5.0025159121e-01,6.4970836639e+00,1.5518764648e+04
27,4.9972757697e-01,-4.9995648861e-01,6.3001723289e+00,1.5517025391e+04
28,4.9977263808e-01,-5.0004422665e-01,6.0323128700e+00,1.5515272461e+04
29,4.9995726347e-01,-5.0027215481e-01,6.0757622719e+00,1.5513505859e+04
30,4.9983301759e-01,-5.0000804663e-01,6.5359816551e+00,1.5511731445e+04
31,4.9965137243e-01,-4.9965941906e-01,6.7898244858e+00,1.5509943359e+04
32,4.9983724952e-01,-4.9965634942e-01,6.5343017578e+00,1.5508155273e+04
33,4.9996879697e-01,-4.9972945452e-01,6.2239732742e+00,1.5506348633e+04
34,4.9972519279e-01,-4.9952086806e-01,5.9122352600e+00,1.5504538086e+04
35,4.9964216352e-01,-4.9945002794e-01,6.2245950699e+00,1.5502721680e+04
36,4.9996861815e-01,-4.9970111251e-01,6.3210825920e+00,1.5500900391e+04
37,5.0022047758e-01,-4.9978348613e-01,6.2481117249e+00,1.5499081055e+04
