step,vx_12_12,vy_12_12
0,4.9999982119e-01,-4.9999982119e-01
1,5.0314283371e-01,-5.0434583426e-01
2,5.0225031376e-01,-5.0302690268e-01
3,5.0170469284e-01,-5.0234186649e-01
4,5.0168907642e-01,-5.0147819519e-01
5,5.0228375196e-01,-5.0178998709e-01
6,5.0332307816e-01,-5.0265973806e-01
7,5.0519770384e-01,-5.0390368700e-01
8,5.0534290075e-01,-5.0371950865e-01
9,5.0448602438e-01,-5.0369524956e-01
10,5.0337910652e-01,-5.0313961506e-01
11,5.0288575888e-01,-5.0369429588e-01
12,5.0355893373e-01,-5.0479203463e-01
13,5.0383126736e-01,-5.0541603565e-01
14,5.0435173512e-01,-5.0464087725e-01
15,5.0328350067e-01,-5.0300967693e-01
16,5.0184506178e-01,-5.0127995014e-01
17,5.0140452385e-01,-4.9930620193e-01
18,5.0233972073e-01,-4.9871331453e-01
19,5.0414806604e-01,-4.9933162332e-01
20,5.0597077608e-01,-5.0068622828e-01
21,5.0580215454e-01,-5.0215977430e-01
22,5.0516384840e-01,-5.0340783596e-01
23,5.0387591124e-01,-5.0402486324e-01
24,5.0321167707e-01,-5.0411897898e-01
25,5.0264871120e-01,-5.0334858894e-01
26,5.0198310614e-01,-5.0186258554e-01
27,5.0206989050e-01,-5.0058311224e-01
28,5.0307714939e-01,-4.9987280369e-01
29,5.0366288424e-01,-4.9989750981e-01
30,5.0539374352e-01,-5.0081521273e-01
31,5.0571417809e-01,-5.0092148781e-01
32,5.0599431992e-01,-5.0053530931e-01
33,5.0411015749e-01,-4.9985074997e-01
34,5.0245720148e-01,-4.9970543385e-01
35,5.0174027681e-01,-4.9903127551e-01
36,5.0215291977e-01,-4.9958691001e-01
37,5.0278609991e-01,-4.9970832467e-01
38,5.0390654802e-01,-5.0014591217e-01
39,5.0365322828e-01,-5.0048637390e-01
40,5.0309091806e-01,-5.0120812654e-01
41,5.0307565928e-01,-5.0073325634e-01
42,5.0252223015e-01,-5.0105088949e-01
43,5.0254809856e-01,-4.9958524108e-01
44,5.0281286240e-01,-4.9890518188e-01
45,5.0308763981e-01,-4.9807870388e-01
46,5.0342565775e-01,-4.9891635776e-01
47,5.0460332632e-01,-4.9941018224e-01
48,5.0434386730e-01,-5.0039684772e-01
49,5.0412195921e-01,-4.9996578693e-01
50,5.0291603804e-01,-5.0027978420e-01
51,5.0243693590e-01,-4.9974489212e-01
52,5.0179713964e-01,-5.0033217669e-01
53,5.0152188540e-01,-4.9982306361e-01
54,5.0175005198e-01,-5.0022703409e-01
55,5.0156384706e-01,-4.9927598238e-01
56,5.0128835440e-01,-4.9972930551e-01
57,5.0164657831e-01,-4.9840614200e-01
58,5.0099754333e-01,-4.9814438820e-01
59,5.0126916170e-01,-4.9720335007e-01
60,5.0152260065e-01,-4.9768665433e-01
61,5.0248616934e-01,-4.9803116918e-01
62,5.0306820869e-01,-4.9912703037e-01
63,5.0357013941e-01,-4.9865084887e-01
64,5.0317513943e-01,-4.9945703149e-01
65,5.0298768282e-01,-4.9852532148e-01
66,5.0191658735e-01,-4.9843865633e-01
67,5.0160676241e-01,-4.9783673882e-01
68,5.0119739771e-01,-4.9800521135e-01
69,5.0115799904e-01,-4.9757266045e-01
70,5.0080949068e-01,-4.9889490008e-01
71,5.0137233734e-01,-4.9921381474e-01
72,5.0157523155e-01,-5.0032663345e-01
73,5.0169342756e-01,-4.9952930212e-01
74,5.0093120337e-01,-4.9907800555e-01
75,5.0112283230e-01,-4.9748310447e-01
76,5.0100791454e-01,-4.9874106050e-01
77,5.0197601318e-01,-4.9888950586e-01
78,5.0174808502e-01,-4.9973416328e-01
79,5.0166457891e-01,-4.9848529696e-01
80,5.0059145689e-01,-4.9831375480e-01
81,5.0047558546e-01,-4.9693128467e-01
82,4.9979192019e-01,-4.9725532532e-01
83,5.0070017576e-01,-4.9721640348e-01
84,5.0159066916e-01,-4.9795195460e-01
85,5.0240176916e-01,-4.9848103523e-01
86,5.0191986561e-01,-5.0028389692e-01
87,5.0181066990e-01,-5.0010466576e-01
88,5.0189852715e-01,-4.9947589636e-01
89,5.0136381388e-01,-4.9814987183e-01
90,5.0089710951e-01,-4.9767351151e-01
91,5.0169682503e-01,-4.9749460816e-01
