step,vx_20_50,pressure_20_50,singularity_count
99,6.7128562927e-01,8.7958837891e+02,0.0000000000e+00
100,6.7099553347e-01,8.8670727539e+02,0.0000000000e+00
101,6.7119246721e-01,8.8372686768e+02,0.0000000000e+00
102,6.7118597031e-01,8.7803234863e+02,0.0000000000e+00
103,6.7029315233e-01,8.7499609375e+02,0.0000000000e+00
104,6.6921508312e-01,8.7473437500e+02,0.0000000000e+00
105,6.6896122694e-01,8.6823657227e+02,0.0000000000e+00
106,6.6912955046e-01,8.6729119873e+02,0.0000000000e+00
107,6.7008471489e-01,8.6477880859e+02,0.0000000000e+00
108,6.7031562328e-01,8.6149639893e+02,0.0000000000e+00
109,6.6994351149e-01,8.6153686523e+02,0.0000000000e+00
110,6.6969168186e-01,8.5941082764e+02,0.0000000000e+00
111,6.6956472397e-01,8.5666430664e+02,0.0000000000e+00
112,6.6952091455e-01,8.6314788818e+02,0.0000000000e+00
113,6.6975724697e-01,8.6182067871e+02,0.0000000000e+00
114,6.6981422901e-01,8.6159631348e+02,0.0000000000e+00
115,6.6966742277e-01,8.5840277100e+02,0.0000000000e+00
116,6.6903525591e-01,8.5783953857e+02,0.0000000000e+00
117,6.6861963272e-01,8.5679858398e+02,0.0000000000e+00
118,6.6898399591e-01,8.5295880127e+02,0.0000000000e+00
119,6.7059206963e-01,8.5236053467e+02,0.0000000000e+00
120,6.7205464840e-01,8.5162811279e+02,0.0000000000e+00
121,6.7293941975e-01,8.5343859863e+02,0.0000000000e+00
122,6.7300993204e-01,8.5177801514e+02,0.0000000000e+00
123,6.7284321785e-01,8.5068988037e+02,0.0000000000e+00
124,6.7287909985e-01,8.5265643311e+02,0.0000000000e+00
125,6.7364311218e-01,8.5038934326e+02,0.0000000000e+00
126,6.7423266172e-01,8.5283184814e+02,0.0000000000e+00
127,6.7442148924e-01,8.5546673584e+02,0.0000000000e+00
128,6.7447322607e-01,8.5995111084e+02,0.0000000000e+00
129,6.7376852036e-01,8.5960284424e+02,0.0000000000e+00
130,6.7275321484e-01,8.5829473877e+02,0.0000000000e+00
131,6.7276573181e-01,8.6046643066e+02,0.0000000000e+00
132,6.7300635576e-01,8.5908367920e+02,0.0000000000e+00
133,6.7292875051e-01,8.5799749756e+02,0.0000000000e+00
134,6.7285668850e-01,8.5869256592e+02,0.0000000000e+00
135,6.7266136408e-01,8.5762017822e+02,0.0000000000e+00
136,6.7240029573e-01,8.5363958740e+02,0.0000000000e+00
137,6.7207312584e-01,8.5257617188e+02,0.0000000000e+00
138,6.7167752981e-01,8.4891113281e+02,0.0000000000e+00
139,6.7168337107e-01,8.4723278809e+02,0.0000000000e+00
140,6.7189294100e-01,8.3836322021e+02,0.0000000000e+00
141,6.7209208012e-01,8.3676013184e+02,0.0000000000e+00
142,6.7215615511e-01,8.3441009521e+02,0.0000000000e+00
143,6.7154544592e-01,8.3617572021e+02,0.0000000000e+00
144,6.7073446512e-01,8.4104492188e+02,0.0000000000e+00
145,6.7067223787e-01,8.3883142090e+02,0.0000000000e+00
146,6.7079794407e-01,8.3481457520e+02,0.0000000000e+00
147,6.7078560591e-01,8.3621392822e+02,0.0000000000e+00
148,6.7160987854e-01,8.3450598145e+02,0.0000000000e+00
149,6.7219156027e-01,8.3200799561e+02,0.0000000000e+00
150,6.7253309488e-01,8.2948132324e+02,0.0000000000e+00
151,6.7269968987e-01,8.2811285400e+02,0.0000000000e+00
152,6.7244613171e-01,8.1817370605e+02,0.0000000000e+00
153,6.7211979628e-01,8.1853161621e+02,0.0000000000e+00
154,6.7191714048e-01,8.2425421143e+02,0.0000000000e+00
155,6.7228722572e-01,8.2439105225e+02,0.0000000000e+00
156,6.7301958799e-01,8.2628222656e+02,0.0000000000e+00
157,6.7318320274e-01,8.2554528809e+02,0.0000000000e+00
158,6.7258161306e-01,8.2383782959e+02,0.0000000000e+00
159,6.7217892408e-01,8.2314001465e+02,0.0000000000e+00
160,6.7163217068e-01,8.2671575928e+02,0.0000000000e+00
161,6.7111688852e-01,8.2743835449e+02,0.0000000000e+00
162,6.7145091295e-01,8.2820709229e+02,0.0000000000e+00
163,6.7219585180e-01,8.2495794678e+02,0.0000000000e+00
164,6.7295342684e-01,8.2237072754e+02,0.0000000000e+00
165,6.7308181524e-01,8.2702233887e+02,0.0000000000e+00
166,6.7353576422e-01,8.2485345459e+02,0.0000000000e+00
167,6.7345511913e-01,8.2280523682e+02,0.0000000000e+00
168,6.7339855433e-01,8.1597943115e+02,0.0000000000e+00
169,6.7296487093e-01,8.0714239502e+02,0.0000000000e+00
170,6.7253893614e-01,8.0759283447e+02,0.0000000000e+00
171,6.7268687487e-01,8.0713061523e+02,0.0000000000e+00
172,6.7304229736e-01,7.9891241455e+02,0.0000000000e+00
173,6.7293930054e-01,8.0479052734e+02,0.0000000000e+00
174,6.7292499542e-01,8.0563006592e+02,0.0000000000e+00
175,6.7225635052e-01,8.0350964355e+02,0.0000000000e+00
176,6.7218077183e-01,8.0417810059e+02,0.0000000000e+00
177,6.7250102758e-01,8.0496014404e+02,0.0000000000e+00
178,6.7246901989e-01,8.0208569336e+02,0.0000000000e+00
179,6.7219287157e-01,7.9496752930e+02,0.0000000000e+00
180,6.7153948545e-01,7.9680566406e+02,0.0000000000e+00
181,6.7130392790e-01,7.8564782715e+02,0.0000000000e+00
182,6.7160606384e-01,7.9165045166e+02,0.0000000000e+00
183,6.7167389393e-01,7.8765551758e+02,0.0000000000e+00
184,6.7179089785e-01,7.8802160645e+02,0.0000000000e+00
185,6.7210525274e-01,7.8551544189e+02,0.0000000000e+00
186,6.7207950354e-01,7.8751800537e+02,0.0000000000e+00
187,6.7207640409e-01,7.8707208252e+02,0.0000000000e+00
188,6.7174398899e-01,7.9041284180e+02,0.0000000000e+00
189,6.7103332281e-01,7.9530950928e+02,0.0000000000e+00
190,6.7087119818e-01,7.9008514404e+02,0.0000000000e+00
191,6.7101126909e-01,7.9092279053e+02,0.0000000000e+00
192,6.7091619968e-01,7.9448840332e+02,0.0000000000e+00
193,6.7075014114e-01,7.9915325928e+02,0.0000000000e+00
194,6.7101138830e-01,7.9522406006e+02,0.0000000000e+00
195,6.7113834620e-01,7.9188360596e+02,0.0000000000e+00
196,6.7073893547e-01,7.9125622559e+02,0.0000000000e+00
197,6.7048716545e-01,7.9591040039e+02,0.0000000000e+00
198,6.7033505440e-01,8.0106176758e+02,0.0000000000e+00
199,6.7086839676e-01,8.0518414307e+02,0.0000000000e+00
200,6.7088288069e-01,8.0682464600e+02,0.0000000000e+00
201,6.7004770041e-01,8.1157879639e+02,0.0000000000e+00
202,6.6929006577e-01,8.0821142578e+02,0.0000000000e+00
203,6.6822212934e-01,8.0915405273e+02,0.0000000000e+00
204,6.6774308681e-01,8.1081896973e+02,0.0000000000e+00
205,6.6843968630e-01,8.0643273926e+02,0.0000000000e+00
206,6.6909056902e-01,8.0543225098e+02,0.0000000000e+00
207,6.6965436935e-01,8.1094677734e+02,0.0000000000e+00
208,6.7009669542e-01,8.1391516113e+02,0.0000000000e+00
209,6.6983532906e-01,8.0831011963e+02,0.0000000000e+00
210,6.6974103451e-01,8.0761138916e+02,0.0000000000e+00
211,6.6990733147e-01,8.0910821533e+02,0.0000000000e+00
212,6.7027771473e-01,8.1033190918e+02,0.0000000000e+00
213,6.7123687267e-01,8.1085290527e+02,0.0000000000e+00
214,6.7160671949e-01,8.0900891113e+02,0.0000000000e+00
215,6.7136514187e-01,8.1005590820e+02,0.0000000000e+00
216,6.7106956244e-01,8.0243664551e+02,0.0000000000e+00
217,6.7058694363e-01,8.0789898682e+02,0.0000000000e+00
218,6.7087596655e-01,8.0610546875e+02,0.0000000000e+00
219,6.7116612196e-01,8.0724206543e+02,0.0000000000e+00
220,6.7175787687e-01,8.0056402588e+02,0.0000000000e+00
221,6.7204725742e-01,8.0454571533e+02,0.0000000000e+00
222,6.7186540365e-01,8.0489813232e+02,0.0000000000e+00
223,6.7124587297e-01,8.0311267090e+02,0.0000000000e+00
224,6.7106181383e-01,8.0459747314e+02,0.0000000000e+00
225,6.7159146070e-01,8.0020739746e+02,0.0000000000e+00
226,6.7267084122e-01,7.9704516602e+02,0.0000000000e+00
227,6.7314147949e-01,8.0130322266e+02,0.0000000000e+00
228,6.7379415035e-01,8.0245111084e+02,0.0000000000e+00
229,6.7430657148e-01,8.0419067383e+02,0.0000000000e+00
230,6.7376995087e-01,8.0311999512e+02,0.0000000000e+00
231,6.7316275835e-01,8.0513073730e+02,0.0000000000e+00
232,6.7261576653e-01,8.0434472656e+02,0.0000000000e+00
233,6.7214882374e-01,7.9590753174e+02,0.0000000000e+00
234,6.7217141390e-01,7.9578472900e+02,0.0000000000e+00
235,6.7159944773e-01,7.8759643555e+02,0.0000000000e+00
236,6.7073071003e-01,7.8816339111e+02,0.0000000000e+00
237,6.7080122232e-01,7.8976934814e+02,0.0000000000e+00
238,6.7101335526e-01,7.8440008545e+02,0.0000000000e+00
239,6.7064702511e-01,7.8699822998e+02,0.0000000000e+00
240,6.7057561874e-01,7.8657244873e+02,0.0000000000e+00
241,6.7054206133e-01,7.8717102051e+02,0.0000000000e+00
242,6.7058682442e-01,7.9092169189e+02,0.0000000000e+00
243,6.7052465677e-01,7.8791784668e+02,0.0000000000e+00
244,6.7046576738e-01,7.8278051758e+02,0.0000000000e+00
245,6.7066895962e-01,7.8191058350e+02,0.0000000000e+00
246,6.7124271393e-01,7.7497296143e+02,0.0000000000e+00
247,6.7194986343e-01,7.6479840088e+02,0.0000000000e+00
248,6.7202031612e-01,7.7319219971e+02,0.0000000000e+00
249,6.7155975103e-01,7.7193859863e+02,0.0000000000e+00
250,6.7139416933e-01,7.6939208984e+02,0.0000000000e+00
251,6.7133021355e-01,7.7435778809e+02,0.0000000000e+00
252,6.7091453075e-01,7.7474761963e+02,0.0000000000e+00
253,6.7034685612e-01,7.7660565186e+02,0.0000000000e+00
254,6.7032122612e-01,7.7780145264e+02,0.0000000000e+00
255,6.7071807384e-01,7.7234197998e+02,0.0000000000e+00
256,6.7120349407e-01,7.7248193359e+02,0.0000000000e+00
257,6.7014229298e-01,7.8017150879e+02,0.0000000000e+00
258,6.6932469606e-01,7.7573364258e+02,0.0000000000e+00
259,6.6921544075e-01,7.7454071045e+02,0.0000000000e+00
260,6.6961508989e-01,7.7573657227e+02,0.0000000000e+00
261,6.6989028454e-01,7.8404321289e+02,0.0000000000e+00
262,6.6971409321e-01,7.8761993408e+02,0.0000000000e+00
263,6.6942763329e-01,7.8360614014e+02,0.0000000000e+00
264,6.6957879066e-01,7.7941424561e+02,0.0000000000e+00
265,6.7046922445e-01,7.8567022705e+02,0.0000000000e+00
266,6.7102068663e-01,7.8605853271e+02,0.0000000000e+00
267,6.7143982649e-01,7.8535046387e+02,0.0000000000e+00
268,6.7165488005e-01,7.8923822021e+02,0.0000000000e+00
269,6.7181992531e-01,7.8956555176e+02,0.0000000000e+00
270,6.7134940624e-01,7.8699121094e+02,0.0000000000e+00
271,6.7052769661e-01,7.8779840088e+02,0.0000000000e+00
272,6.6973024607e-01,7.8691339111e+02,0.0000000000e+00
273,6.6993409395e-01,7.8304229736e+02,0.0000000000e+00
274,6.7073857784e-01,7.8808776855e+02,0.0000000000e+00
275,6.7187130451e-01,7.8829003906e+02,0.0000000000e+00
276,6.7303937674e-01,7.8862500000e+02,0.0000000000e+00
277,6.7312675714e-01,7.9018432617e+02,0.0000000000e+00
278,6.7266356945e-01,7.8252819824e+02,0.0000000000e+00
279,6.7201364040e-01,7.8038854980e+02,0.0000000000e+00
280,6.7131966352e-01,7.8291412354e+02,0.0000000000e+00
281,6.7108988762e-01,7.8579986572e+02,0.0000000000e+00
282,6.7071551085e-01,7.7399444580e+02,0.0000000000e+00
283,6.7052525282e-01,7.6673797607e+02,0.0000000000e+00
284,6.7034900188e-01,7.6738818359e+02,0.0000000000e+00
285,6.7019778490e-01,7.6471984863e+02,0.0000000000e+00
286,6.6992628574e-01,7.5854846191e+02,0.0000000000e+00
287,6.6972094774e-01,7.5993890381e+02,0.0000000000e+00
288,6.6930282116e-01,7.6336865234e+02,0.0000000000e+00
289,6.6948586702e-01,7.6489318848e+02,0.0000000000e+00
290,6.6998887062e-01,7.6204461670e+02,0.0000000000e+00
291,6.7033576965e-01,7.5994787598e+02,0.0000000000e+00
292,6.7056047916e-01,7.5933441162e+02,0.0000000000e+00
293,6.7022448778e-01,7.6258673096e+02,0.0000000000e+00
294,6.6999179125e-01,7.5923889160e+02,0.0000000000e+00
295,6.6987341642e-01,7.6326751709e+02,0.0000000000e+00
296,6.6943305731e-01,7.6453076172e+02,0.0000000000e+00
297,6.6890352964e-01,7.6232971191e+02,0.0000000000e+00
298,6.6916191578e-01,7.5887158203e+02,0.0000000000e+00
299,6.7016464472e-01,7.6027770996e+02,0.0000000000e+00
300,6.7088067532e-01,7.6655187988e+02,0.0000000000e+00
301,6.7084604502e-01,7.6361871338e+02,0.0000000000e+00
302,6.7043590546e-01,7.6418579102e+02,0.0000000000e+00
303,6.7028659582e-01,7.6052050781e+02,0.0000000000e+00
304,6.7048913240e-01,7.5777539062e+02,0.0000000000e+00
305,6.7108488083e-01,7.5573852539e+02,0.0000000000e+00
306,6.7112696171e-01,7.5627209473e+02,0.0000000000e+00
307,6.7138624191e-01,7.6206750488e+02,0.0000000000e+00
308,6.7157310247e-01,7.6464715576e+02,0.0000000000e+00
309,6.7139106989e-01,7.6117095947e+02,0.0000000000e+00
310,6.7067778111e-01,7.5893945312e+02,0.0000000000e+00
311,6.7021977901e-01,7.6236560059e+02,0.0000000000e+00
312,6.6984444857e-01,7.6969256592e+02,0.0000000000e+00
313,6.7000895739e-01,7.6476318359e+02,0.0000000000e+00
314,6.7049896717e-01,7.6567059326e+02,0.0000000000e+00
315,6.7089492083e-01,7.6358367920e+02,0.0000000000e+00
316,6.7101824284e-01,7.6297631836e+02,0.0000000000e+00
317,6.7158269882e-01,7.6433013916e+02,0.0000000000e+00
318,6.7171019316e-01,7.7034222412e+02,0.0000000000e+00
319,6.7186325788e-01,7.6808837891e+02,0.0000000000e+00
320,6.7221194506e-01,7.6687896729e+02,0.0000000000e+00
321,6.7217773199e-01,7.6586248779e+02,0.0000000000e+00
322,6.7249250412e-01,7.6488128662e+02,0.0000000000e+00
323,6.7293554544e-01,7.7023254395e+02,0.0000000000e+00
324,6.7286390066e-01,7.7251989746e+02,0.0000000000e+00
325,6.7291885614e-01,7.7245819092e+02,0.0000000000e+00
326,6.7288178205e-01,7.7066387939e+02,0.0000000000e+00
327,6.7243117094e-01,7.6762799072e+02,0.0000000000e+00
328,6.7213732004e-01,7.7356420898e+02,0.0000000000e+00
329,6.7179852724e-01,7.7343176270e+02,0.0000000000e+00
330,6.7148977518e-01,7.6679205322e+02,0.0000000000e+00
331,6.7086863518e-01,7.6686175537e+02,0.0000000000e+00
332,6.7009317875e-01,7.6698217773e+02,0.0000000000e+00
333,6.7036390305e-01,7.6864923096e+02,0.0000000000e+00
334,6.7109060287e-01,7.7196978760e+02,0.0000000000e+00
335,6.7090255022e-01,7.6757958984e+02,0.0000000000e+00
336,6.7056989670e-01,7.6261822510e+02,0.0000000000e+00
337,6.7088586092e-01,7.5499169922e+02,0.0000000000e+00
338,6.7109447718e-01,7.5966857910e+02,0.0000000000e+00
339,6.7190301418e-01,7.6641894531e+02,0.0000000000e+00
340,6.7245393991e-01,7.6290466309e+02,0.0000000000e+00
341,6.7266148329e-01,7.6509368896e+02,0.0000000000e+00
342,6.7276304960e-01,7.6769262695e+02,0.0000000000e+00
343,6.7267370224e-01,7.6763830566e+02,0.0000000000e+00
344,6.7259067297e-01,7.6899298096e+02,0.0000000000e+00
345,6.7226016521e-01,7.7040527344e+02,0.0000000000e+00
346,6.7203772068e-01,7.6880627441e+02,0.0000000000e+00
347,6.7245429754e-01,7.6089703369e+02,0.0000000000e+00
348,6.7213946581e-01,7.5919488525e+02,0.0000000000e+00
349,6.7141819000e-01,7.5584930420e+02,0.0000000000e+00
350,6.7103326321e-01,7.5231420898e+02,0.0000000000e+00
351,6.7124003172e-01,7.4822589111e+02,0.0000000000e+00
352,6.7184060812e-01,7.5187860107e+02,0.0000000000e+00
353,6.7214787006e-01,7.5455645752e+02,0.0000000000e+00
354,6.7292612791e-01,7.5018560791e+02,0.0000000000e+00
355,6.7318576574e-01,7.4736968994e+02,0.0000000000e+00
356,6.7307633162e-01,7.4615838623e+02,0.0000000000e+00
357,6.7286294699e-01,7.3984387207e+02,0.0000000000e+00
358,6.7303758860e-01,7.3228381348e+02,0.0000000000e+00
359,6.7306548357e-01,7.3823541260e+02,0.0000000000e+00
360,6.7287158966e-01,7.3560571289e+02,0.0000000000e+00
361,6.7204695940e-01,7.3812384033e+02,0.0000000000e+00
362,6.7064046860e-01,7.3117486572e+02,0.0000000000e+00
363,6.6971546412e-01,7.3558502197e+02,0.0000000000e+00
364,6.7045426369e-01,7.3667840576e+02,0.0000000000e+00
365,6.7113357782e-01,7.3539007568e+02,0.0000000000e+00
366,6.7133247852e-01,7.3419079590e+02,0.0000000000e+00
367,6.7184048891e-01,7.3675830078e+02,0.0000000000e+00
368,6.7180496454e-01,7.3873071289e+02,0.0000000000e+00
369,6.7147278786e-01,7.4204272461e+02,0.0000000000e+00
370,6.7126709223e-01,7.4041656494e+02,0.0000000000e+00
371,6.7082715034e-01,7.4704547119e+02,0.0000000000e+00
372,6.7020773888e-01,7.4799285889e+02,0.0000000000e+00
373,6.7052406073e-01,7.4931921387e+02,0.0000000000e+00
374,6.7088371515e-01,7.5257580566e+02,0.0000000000e+00
375,6.7065083981e-01,7.5069982910e+02,0.0000000000e+00
376,6.7025834322e-01,7.5231896973e+02,0.0000000000e+00
377,6.6990256310e-01,7.5874713135e+02,0.0000000000e+00
378,6.7008352280e-01,7.6531878662e+02,0.0000000000e+00
379,6.7079913616e-01,7.6300872803e+02,0.0000000000e+00
380,6.7120802402e-01,7.6551116943e+02,0.0000000000e+00
381,6.7055201530e-01,7.6685113525e+02,0.0000000000e+00
382,6.7031204700e-01,7.6282263184e+02,0.0000000000e+00
383,6.7057704926e-01,7.6182464600e+02,0.0000000000e+00
384,6.7080724239e-01,7.6248944092e+02,0.0000000000e+00
385,6.6982364655e-01,7.6135296631e+02,0.0000000000e+00
386,6.6875368357e-01,7.5793078613e+02,0.0000000000e+00
387,6.6802144051e-01,7.6369799805e+02,0.0000000000e+00
388,6.6802841425e-01,7.6535797119e+02,0.0000000000e+00
389,6.6901981831e-01,7.6937011719e+02,0.0000000000e+00
390,6.6956508160e-01,7.7212786865e+02,0.0000000000e+00
391,6.7024153471e-01,7.6986236572e+02,0.0000000000e+00
392,6.7082458735e-01,7.6445367432e+02,0.0000000000e+00
393,6.7158085108e-01,7.5956597900e+02,0.0000000000e+00
394,6.7163020372e-01,7.5684991455e+02,0.0000000000e+00
395,6.7123228312e-01,7.4973883057e+02,0.0000000000e+00
396,6.7102211714e-01,7.5629327393e+02,0.0000000000e+00
397,6.7153525352e-01,7.5297241211e+02,0.0000000000e+00
398,6.7197197676e-01,7.5691009521e+02,0.0000000000e+00
399,6.7216205597e-01,7.5308038330e+02,0.0000000000e+00
400,6.7226016521e-01,7.5302966309e+02,0.0000000000e+00
401,6.7162698507e-01,7.5037432861e+02,0.0000000000e+00
402,6.7113822699e-01,7.5556256104e+02,0.0000000000e+00
403,6.7026257515e-01,7.5422674561e+02,0.0000000000e+00
404,6.6914975643e-01,7.5227563477e+02,0.0000000000e+00
405,6.6922563314e-01,7.5007971191e+02,0.0000000000e+00
406,6.7007946968e-01,7.5174072266e+02,0.0000000000e+00
407,6.7062503099e-01,7.5867254639e+02,0.0000000000e+00
408,6.7100632191e-01,7.5921051025e+02,0.0000000000e+00
409,6.7090791464e-01,7.5538629150e+02,0.0000000000e+00
410,6.7091804743e-01,7.5298327637e+02,0.0000000000e+00
411,6.7063152790e-01,7.5643542480e+02,0.0000000000e+00
412,6.7049098015e-01,7.5330627441e+02,0.0000000000e+00
413,6.7023915052e-01,7.5071575928e+02,0.0000000000e+00
414,6.7032897472e-01,7.5068261719e+02,0.0000000000e+00
415,6.7105990648e-01,7.5143609619e+02,0.0000000000e+00
416,6.7166811228e-01,7.5699188232e+02,0.0000000000e+00
417,6.7132645845e-01,7.5402404785e+02,0.0000000000e+00
418,6.7094200850e-01,7.5986511230e+02,0.0000000000e+00
419,6.7050504684e-01,7.6030865479e+02,0.0000000000e+00
420,6.7099887133e-01,7.5197113037e+02,0.0000000000e+00
421,6.7176729441e-01,7.5388989258e+02,0.0000000000e+00
422,6.7146193981e-01,7.5464245605e+02,0.0000000000e+00
423,6.7108935118e-01,7.5622985840e+02,0.0000000000e+00
424,6.7007255554e-01,7.5331329346e+02,0.0000000000e+00
425,6.6954267025e-01,7.4625604248e+02,0.0000000000e+00
426,6.6955107450e-01,7.5550158691e+02,0.0000000000e+00
427,6.6971480846e-01,7.5716387939e+02,0.0000000000e+00
428,6.7001116276e-01,7.6012512207e+02,0.0000000000e+00
429,6.7018598318e-01,7.5840356445e+02,0.0000000000e+00
430,6.6989332438e-01,7.6034118652e+02,0.0000000000e+00
431,6.7034506798e-01,7.6201226807e+02,0.0000000000e+00
432,6.7061066628e-01,7.6199975586e+02,0.0000000000e+00
433,6.7096453905e-01,7.6116931152e+02,0.0000000000e+00
434,6.7093241215e-01,7.6221099854e+02,0.0000000000e+00
