step,vx_25_25,vy_25_25,pressure_25_25,energy
0,4.9975326657e-01,-4.9975326657e-01,0.0000000000e+00,2.3998945312e+03
1,5.0267070532e-01,-5.0267064571e-01,3.8418389158e-04,2.4999936523e+03
2,5.0233262777e-01,-5.0233846903e-01,-1.0508092642e+00,2.4996418457e+03
3,5.0227254629e-01,-5.0223636627e-01,-1.1771471500e+00,2.4992885742e+03
4,5.0224387646e-01,-5.0217062235e-01,-1.1242377758e+00,2.4989355469e+03
5,5.0221651793e-01,-5.0210458040e-01,-1.1242377758e+00,2.4985827637e+03
6,5.0221061707e-01,-5.0207054615e-01,-1.0613367558e+00,2.4982309570e+03
7,5.0220465660e-01,-5.0203394890e-01,-1.0613367558e+00,2.4978784180e+03
8,5.0219851732e-01,-5.0199538469e-01,-1.0613367558e+00,2.4975270996e+03
9,5.0219225883e-01,-5.0195527077e-01,-1.0613367558e+00,2.4971748047e+03
10,5.0218582153e-01,-5.0191402435e-01,-1.0613367558e+00,2.4968239746e+03
11,5.0217932463e-01,-5.0187182426e-01,-1.0613367558e+00,2.4964719238e+03
12,5.0218302011e-01,-5.0187778473e-01,-9.8113709688e-01,2.4961213379e+03
13,5.0215846300e-01,-5.0189918280e-01,-5.7239478827e-01,2.4957690430e+03
14,5.0218415260e-01,-5.0192362070e-01,-1.0624147654e+00,2.4954179688e+03
15,5.0217479467e-01,-5.0191098452e-01,-9.8615562916e-01,2.4950666504e+03
16,5.0204926729e-01,-5.0181305408e-01,-1.5940209627e+00,2.4947138672e+03
17,5.0209128857e-01,-5.0174999237e-01,-3.7437418103e-01,2.4943625488e+03
18,5.0200241804e-01,-5.0170344114e-01,-2.2617967129e+00,2.4940090332e+03
19,5.0188803673e-01,-5.0154995918e-01,-8.6144119501e-01,2.4936594238e+03
20,5.0198012590e-01,-5.0166171789e-01,-2.4034795761e+00,2.4933061523e+03
21,5.0195747614e-01,-5.0152373314e-01,1.0220215321e+00,2.4929555664e+03
22,5.0183349848e-01,-5.0143796206e-01,-3.1397700310e+00,2.4926037598e+03
23,5.0183141232e-01,-5.0147432089e-01,4.3947154284e-01,2.4922517090e+03
24,5.0170826912e-01,-5.0123971701e-01,2.8094910085e-03,2.4919018555e+03
25,5.0182253122e-01,-5.0135898590e-01,-2.4664142132e+00,2.4915498047e+03
26,5.0162988901e-01,-5.0123053789e-01,-3.4592038393e-01,2.4911987305e+03
27,5.0173705816e-01,-5.0123751163e-01,-2.4857308716e-02,2.4908471680e+03
28,5.0171709061e-01,-5.0114011765e-01,-1.2588306665e+00,2.4904960938e+03
29,5.0150299072e-01,-5.0105208158e-01,-1.9983739853e+00,2.4901445312e+03
30,5.0169277191e-01,-5.0110954046e-01,1.2533083558e-01,2.4897944336e+03
31,5.0154542923e-01,-5.0100427866e-01,-1.3553841114e+00,2.4894421387e+03
32,5.0162935257e-01,-5.0105118752e-01,-1.5930144787e+00,2.4890922852e+03
33,5.0159251690e-01,-5.0101763010e-01,-1.0377860814e-01,2.4887399902e+03
34,5.0151085854e-01,-5.0090676546e-01,-1.5228762627e+00,2.4883906250e+03
35,5.0151401758e-01,-5.0087696314e-01,-1.6751334667e+00,2.4880385742e+03
36,5.0144785643e-01,-5.0080221891e-01,-2.7090126276e-01,2.4876877441e+03
37,5.0141984224e-01,-5.0074458122e-01,-1.0161731243e+00,2.4873371582e+03
38,5.0145858526e-01,-5.0079888105e-01,-1.7593352795e+00,2.4869887695e+03
39,5.0129759312e-01,-5.0061231852e-01,-8.8482195139e-01,2.4866357422e+03
40,5.0138336420e-01,-5.0063741207e-01,6.5175004303e-02,2.4862878418e+03
41,5.0125265121e-01,-5.0050735474e-01,-2.0596311092e+00,2.4859355469e+03
42,5.0127512217e-01,-5.0055503845e-01,-7.5047314167e-01,2.4855871582e+03
43,5.0118184090e-01,-5.0044524670e-01,-2.8382092714e-03,2.4852348633e+03
44,5.0109964609e-01,-5.0037586689e-01,-1.8297183514e+00,2.4848852539e+03
45,5.0114738941e-01,-5.0039595366e-01,-6.4041697979e-01,2.4845351562e+03
46,5.0117409229e-01,-5.0033783913e-01,-5.3401947021e-01,2.4841865234e+03
47,5.0113141537e-01,-5.0028365850e-01,-7.6429361105e-01,2.4838347168e+03
