step,vx_187_62,vy_187_62,pressure_187_62,Cd,Cl,energy
0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5375000000e+03
1,4.9293751717e+00,1.5625000233e-03,6.1066400000e+05,1.5076495171e+01,0.0000000000e+00,3.8593796875e+05
2,5.0289788246e+00,-5.9538357891e-04,1.3180550781e+04,1.6801843643e+00,5.8789056493e-04,3.9730931250e+05
3,5.0254559517e+00,-4.8613746185e-04,-4.4430267334e+02,1.3702592850e+00,-1.0103905573e-02,3.9698903125e+05
4,5.0212440491e+00,-4.4895304018e-04,-5.3407019043e+02,1.3086196184e+00,-1.6087238910e-03,3.9668215625e+05
5,5.0168032646e+00,-4.6692171600e-04,-6.0118725586e+02,1.2786222696e+00,-1.2950454839e-02,3.9636331250e+05
6,5.0113339424e+00,-4.2741149082e-04,-6.4582598877e+02,1.2582707405e+00,-4.7966795973e-03,3.9601959375e+05
7,5.0076828003e+00,1.3838137966e-04,-6.5917425537e+02,1.2497934103e+00,-2.0108787343e-02,3.9566168750e+05
8,5.0021605492e+00,1.2176121527e-04,-6.4183538818e+02,1.2336654663e+00,-3.9369789883e-03,3.9531037500e+05
9,4.9975490570e+00,1.8976940191e-04,-6.0590930176e+02,1.2217931747e+00,-2.5106247514e-02,3.9497768750e+05
10,4.9931941032e+00,2.4262513034e-04,-5.7052673340e+02,1.2150607109e+00,-1.0038411245e-02,3.9466843750e+05
11,4.9892301559e+00,3.1456217403e-04,-5.2247827148e+02,1.1992878914e+00,-2.2277602926e-02,3.9439368750e+05
12,4.9856076241e+00,3.0284025706e-04,-4.5917526245e+02,1.1830614805e+00,-1.6875129193e-02,3.9417221875e+05
13,4.9825911522e+00,1.7401188961e-04,-3.7968304443e+02,1.1696056128e+00,-1.0647459887e-02,3.9402037500e+05
14,4.9801287651e+00,4.1352832341e-04,-3.1240338135e+02,1.1628015041e+00,-1.0078645311e-02,3.9393187500e+05
15,4.9784517288e+00,3.8420833880e-04,-2.1936758423e+02,1.1615998745e+00,-1.5731379390e-02,3.9392715625e+05
16,4.9774880409e+00,2.7405921719e-04,-1.1655914307e+02,1.1501544714e+00,-5.1807286218e-03,3.9401737500e+05
17,4.9773302078e+00,4.2029601173e-04,-1.5356876373e+01,1.1405135393e+00,-4.9870437942e-03,3.9419790625e+05
18,4.9777388573e+00,2.5375583209e-04,7.4245704651e+01,1.1223818064e+00,-7.9770181328e-03,3.9446037500e+05
19,4.9791436195e+00,2.5073348661e-04,1.6050297546e+02,1.1159577370e+00,-1.9475128502e-02,3.9479784375e+05
20,4.9810099602e+00,3.6625150824e-04,2.4327342224e+02,1.1038272381e+00,-6.8714190274e-03,3.9520112500e+05
21,4.9827589989e+00,-7.0961134043e-05,3.1490847778e+02,1.0972830057e+00,-6.9994134828e-03,3.9565740625e+05
22,4.9861073494e+00,1.9184782286e-04,3.6779241943e+02,1.0878323317e+00,7.5420569628e-03,3.9614765625e+05
23,4.9891986847e+00,2.4929546635e-04,4.0766424561e+02,1.0853898525e+00,1.0257747024e-02,3.9666275000e+05
24,4.9922866821e+00,1.3459600450e-04,4.4227325439e+02,1.0816342831e+00,1.3796288520e-02,3.9720756250e+05
25,4.9953093529e+00,-7.1482179919e-05,4.5790548706e+02,1.0810859203e+00,2.2774672136e-02,3.9776675000e+05
26,4.9986405373e+00,-2.1323331748e-04,4.5567819214e+02,1.0798550844e+00,1.9839452580e-02,3.9832553125e+05
27,5.0016050339e+00,-1.6784762556e-04,4.4061706543e+02,1.0757801533e+00,2.6964060962e-02,3.9888615625e+05
28,5.0045504570e+00,-3.9673619904e-04,4.2055941772e+02,1.0705860853e+00,3.0536390841e-02,3.9943315625e+05
29,5.0068011284e+00,-4.7807328519e-04,3.8897100830e+02,1.0714691877e+00,3.6895211786e-02,3.9994281250e+05
30,5.0087308884e+00,-8.5877871606e-04,3.4781210327e+02,1.0694588423e+00,4.4865816832e-02,4.0043087500e+05
31,5.0113825798e+00,-5.1246234216e-04,2.9723449707e+02,1.0604714155e+00,4.6166922897e-02,4.0087471875e+05
32,5.0127363205e+00,-6.3516193768e-04,2.3998269653e+02,1.0663230419e+00,4.3820373714e-02,4.0125421875e+05
33,5.0133543015e+00,-4.4206593884e-04,1.7411776733e+02,1.0529097319e+00,5.0952013582e-02,4.0158021875e+05
34,5.0136003494e+00,-7.2900543455e-04,1.0108686066e+02,1.0401906967e+00,4.5395050198e-02,4.0184315625e+05
35,5.0134663582e+00,-6.6703686025e-04,2.9864898682e+01,1.0364695787e+00,5.2666205913e-02,4.0203781250e+05
36,5.0122966766e+00,-9.8635302857e-04,-3.8331066132e+01,1.0330872536e+00,6.2301624566e-02,4.0217065625e+05
